,H04,H03,H02,H01
6815,0.651,0.657,0.665,0.658
6816,0.653,0.657,0.66,0.659
6817,0.651,0.658,0.66,0.66
6818,0.651,0.656,0.661,0.659
6819,0.653,0.658,0.663,0.659
6820,0.653,0.657,0.664,0.659
6821,0.653,0.657,0.663,0.657
6822,0.651,0.658,0.662,0.656
6823,0.653,0.657,0.663,0.656
6824,0.65,0.657,0.661,0.654
6825,0.654,0.658,0.662,0.656
6826,0.655,0.657,0.663,0.658
6827,0.653,0.659,0.659,0.657
6828,0.653,0.655,0.663,0.657
6829,0.653,0.659,0.661,0.661
6830,0.654,0.657,0.662,0.659
6831,0.653,0.658,0.662,0.657
6832,0.654,0.659,0.661,0.659
6833,0.653,0.658,0.662,0.657
6834,0.653,0.656,0.66,0.657
6835,0.652,0.657,0.664,0.659
6836,0.653,0.656,0.661,0.658
6837,0.651,0.655,0.662,0.658
6838,0.653,0.658,0.662,0.657
6839,0.653,0.656,0.662,0.658
6840,0.653,0.656,0.659,0.657
6841,0.652,0.657,0.661,0.658
6842,0.652,0.657,0.66,0.657
6843,0.653,0.66,0.662,0.658
6844,0.651,0.658,0.661,0.659
6845,0.654,0.657,0.662,0.657
6846,0.653,0.657,0.659,0.656
6847,0.65,0.658,0.663,0.658
6848,0.653,0.658,0.662,0.655
6849,0.651,0.658,0.662,0.657
6850,0.653,0.657,0.663,0.657
6851,0.652,0.658,0.663,0.658
6852,0.651,0.658,0.665,0.657
6853,0.653,0.657,0.662,0.654
6854,0.653,0.657,0.662,0.657
6855,0.653,0.658,0.662,0.657
6856,0.653,0.659,0.662,0.657
6857,0.653,0.657,0.661,0.658
6858,0.651,0.657,0.662,0.659
6859,0.65,0.658,0.663,0.657
6860,0.653,0.659,0.663,0.658
6861,0.65,0.657,0.66,0.656
6862,0.652,0.658,0.665,0.657
6863,0.653,0.657,0.661,0.657
6864,0.653,0.658,0.662,0.658
6865,0.653,0.656,0.663,0.657
6866,0.651,0.657,0.662,0.657
6867,0.654,0.657,0.661,0.655
6868,0.653,0.658,0.661,0.658
6869,0.653,0.659,0.662,0.656
6870,0.651,0.658,0.662,0.659
6871,0.655,0.66,0.662,0.657
6872,0.653,0.659,0.663,0.656
6873,0.653,0.655,0.662,0.659
6874,0.653,0.658,0.661,0.658
6875,0.653,0.658,0.662,0.658
6876,0.651,0.658,0.66,0.659
6877,0.653,0.657,0.664,0.657
6878,0.653,0.657,0.662,0.657
6879,0.653,0.657,0.662,0.659
6880,0.653,0.658,0.663,0.657
6881,0.653,0.66,0.662,0.657
6882,0.653,0.658,0.66,0.658
6883,0.651,0.657,0.662,0.656
6884,0.653,0.659,0.662,0.658
6885,0.651,0.657,0.66,0.657
6886,0.653,0.658,0.66,0.658
6887,0.651,0.657,0.661,0.657
6888,0.654,0.657,0.66,0.657
6889,0.651,0.657,0.661,0.658
6890,0.653,0.659,0.662,0.657
6891,0.653,0.658,0.662,0.656
6892,0.652,0.658,0.661,0.657
6893,0.65,0.657,0.663,0.657
6894,0.653,0.659,0.662,0.657
6895,0.651,0.657,0.662,0.657
6896,0.653,0.658,0.662,0.654
6897,0.651,0.659,0.662,0.657
6898,0.653,0.658,0.663,0.659
6899,0.652,0.656,0.663,0.657
6900,0.653,0.658,0.66,0.657
6901,0.653,0.657,0.664,0.657
6902,0.651,0.657,0.664,0.656
6903,0.653,0.659,0.661,0.658
6904,0.652,0.657,0.662,0.656
6905,0.652,0.659,0.663,0.656
6906,0.651,0.658,0.662,0.656
6907,0.651,0.657,0.661,0.659
6908,0.653,0.657,0.663,0.657
6909,0.653,0.658,0.664,0.657
6910,0.652,0.656,0.663,0.654
6911,0.654,0.656,0.66,0.659
6912,0.652,0.657,0.663,0.657
6913,0.652,0.66,0.662,0.659
6914,0.654,0.657,0.661,0.657
6915,0.653,0.657,0.66,0.657
6916,0.653,0.657,0.662,0.658
6917,0.653,0.656,0.661,0.658
6918,0.653,0.656,0.662,0.657
6919,0.654,0.658,0.664,0.661
6920,0.653,0.658,0.661,0.659
6921,0.651,0.657,0.662,0.658
6922,0.653,0.658,0.662,0.657
6923,0.653,0.656,0.662,0.659
6924,0.653,0.657,0.663,0.657
6925,0.651,0.658,0.662,0.659
6926,0.653,0.655,0.662,0.657
6927,0.653,0.656,0.662,0.657
6928,0.653,0.659,0.662,0.658
6929,0.653,0.656,0.661,0.657
6930,0.654,0.658,0.66,0.657
6931,0.653,0.658,0.66,0.657
6932,0.652,0.657,0.661,0.656
6933,0.652,0.657,0.661,0.658
6934,0.651,0.657,0.662,0.657
6935,0.653,0.658,0.662,0.658
6936,0.652,0.656,0.659,0.658
6937,0.652,0.657,0.663,0.657
6938,0.653,0.657,0.662,0.657
6939,0.653,0.656,0.665,0.659
6940,0.653,0.656,0.66,0.657
6941,0.653,0.657,0.662,0.657
6942,0.651,0.658,0.663,0.659
6943,0.653,0.657,0.664,0.656
6944,0.65,0.656,0.661,0.657
6945,0.653,0.659,0.662,0.658
6946,0.649,0.658,0.662,0.659
6947,0.651,0.657,0.662,0.659
6948,0.651,0.657,0.662,0.657
6949,0.653,0.657,0.662,0.658
6950,0.653,0.658,0.663,0.656
6951,0.652,0.659,0.663,0.657
6952,0.654,0.658,0.663,0.659
6953,0.651,0.661,0.661,0.657
6954,0.651,0.658,0.661,0.657
6955,0.653,0.657,0.663,0.658
6956,0.654,0.659,0.66,0.66
6957,0.653,0.654,0.661,0.659
6958,0.653,0.658,0.66,0.659
6959,0.651,0.659,0.664,0.657
6960,0.653,0.658,0.662,0.658
6961,0.653,0.658,0.664,0.657
6962,0.653,0.657,0.663,0.657
6963,0.654,0.658,0.662,0.658
6964,0.653,0.661,0.662,0.658
6965,0.652,0.656,0.662,0.659
6966,0.653,0.658,0.663,0.657
6967,0.653,0.66,0.664,0.657
6968,0.651,0.656,0.663,0.658
6969,0.652,0.658,0.661,0.657
6970,0.652,0.659,0.661,0.658
6971,0.653,0.655,0.662,0.657
6972,0.651,0.655,0.661,0.659
6973,0.652,0.656,0.66,0.658
6974,0.652,0.656,0.662,0.659
6975,0.652,0.657,0.662,0.657
6976,0.652,0.658,0.663,0.657
6977,0.651,0.657,0.662,0.658
6978,0.654,0.655,0.662,0.659
6979,0.653,0.656,0.662,0.657
6980,0.653,0.658,0.663,0.657
6981,0.651,0.657,0.662,0.66
6982,0.65,0.658,0.662,0.657
6983,0.652,0.657,0.663,0.658
6984,0.653,0.658,0.663,0.657
6985,0.653,0.657,0.661,0.656
6986,0.653,0.657,0.662,0.658
6987,0.652,0.656,0.663,0.659
6988,0.652,0.655,0.661,0.657
6989,0.651,0.655,0.662,0.659
6990,0.651,0.657,0.66,0.658
6991,0.654,0.659,0.661,0.657
6992,0.653,0.656,0.662,0.656
6993,0.654,0.659,0.661,0.658
6994,0.654,0.658,0.662,0.656
6995,0.653,0.658,0.662,0.658
6996,0.653,0.656,0.664,0.657
6997,0.653,0.657,0.663,0.659
6998,0.654,0.659,0.664,0.657
6999,0.653,0.657,0.662,0.657
7000,0.653,0.659,0.66,0.654
7001,0.652,0.657,0.663,0.659
7002,0.653,0.658,0.662,0.657
7003,0.652,0.656,0.664,0.659
7004,0.653,0.656,0.663,0.657
7005,0.653,0.658,0.663,0.657
7006,0.653,0.657,0.662,0.659
7007,0.652,0.657,0.662,0.657
7008,0.653,0.658,0.661,0.658
7009,0.653,0.659,0.659,0.657
7010,0.653,0.659,0.66,0.657
7011,0.653,0.658,0.661,0.657
7012,0.65,0.657,0.663,0.656
7013,0.653,0.657,0.663,0.66
7014,0.652,0.657,0.663,0.658
7015,0.651,0.655,0.66,0.657
7016,0.65,0.658,0.664,0.657
7017,0.653,0.658,0.662,0.657
7018,0.653,0.658,0.662,0.659
7019,0.651,0.656,0.66,0.654
7020,0.653,0.657,0.662,0.657
7021,0.653,0.658,0.662,0.656
7022,0.655,0.66,0.662,0.657
7023,0.654,0.657,0.664,0.657
7024,0.653,0.658,0.662,0.657
7025,0.653,0.656,0.664,0.657
7026,0.652,0.656,0.662,0.657
7027,0.653,0.657,0.663,0.659
7028,0.653,0.657,0.661,0.657
7029,0.653,0.658,0.662,0.656
7030,0.655,0.659,0.663,0.658
7031,0.652,0.657,0.664,0.659
7032,0.653,0.659,0.662,0.657
7033,0.654,0.656,0.661,0.657
7034,0.653,0.657,0.661,0.658
7035,0.653,0.658,0.662,0.657
7036,0.653,0.657,0.662,0.661
7037,0.652,0.658,0.66,0.658
7038,0.652,0.655,0.662,0.657
7039,0.651,0.656,0.664,0.659
7040,0.653,0.658,0.661,0.658
7041,0.652,0.66,0.663,0.657
7042,0.651,0.657,0.662,0.657
7043,0.653,0.658,0.662,0.654
7044,0.653,0.656,0.661,0.656
7045,0.651,0.657,0.663,0.658
7046,0.651,0.656,0.663,0.654
7047,0.65,0.658,0.661,0.658
7048,0.652,0.657,0.662,0.657
7049,0.653,0.66,0.661,0.657
7050,0.651,0.657,0.662,0.659
7051,0.653,0.658,0.661,0.656
7052,0.653,0.657,0.664,0.653
7053,0.65,0.656,0.661,0.658
7054,0.649,0.656,0.661,0.658
7055,0.653,0.657,0.661,0.656
7056,0.65,0.656,0.66,0.658
7057,0.653,0.656,0.662,0.658
7058,0.651,0.656,0.663,0.658
7059,0.653,0.657,0.662,0.657
7060,0.653,0.657,0.662,0.658
7061,0.652,0.655,0.661,0.657
7062,0.657,0.658,0.662,0.657
7063,0.653,0.658,0.662,0.659
7064,0.651,0.656,0.662,0.657
7065,0.651,0.66,0.662,0.659
7066,0.653,0.657,0.662,0.654
7067,0.652,0.656,0.662,0.658
7068,0.653,0.658,0.663,0.657
7069,0.653,0.657,0.664,0.659
7070,0.653,0.656,0.662,0.659
7071,0.651,0.658,0.663,0.657
7072,0.653,0.659,0.662,0.658
7073,0.652,0.657,0.662,0.657
7074,0.653,0.656,0.665,0.657
7075,0.653,0.658,0.662,0.658
7076,0.651,0.654,0.662,0.656
7077,0.653,0.658,0.663,0.654
7078,0.653,0.654,0.664,0.658
7079,0.649,0.659,0.661,0.657
7080,0.653,0.659,0.662,0.657
7081,0.653,0.658,0.662,0.656
7082,0.65,0.657,0.661,0.657
7083,0.653,0.656,0.662,0.657
7084,0.653,0.656,0.663,0.656
7085,0.65,0.656,0.66,0.659
7086,0.651,0.658,0.662,0.657
7087,0.652,0.656,0.66,0.659
7088,0.652,0.657,0.662,0.659
7089,0.652,0.658,0.661,0.659
7090,0.651,0.657,0.66,0.657
7091,0.654,0.658,0.662,0.656
7092,0.654,0.657,0.662,0.654
7093,0.652,0.658,0.661,0.657
7094,0.653,0.658,0.661,0.658
7095,0.652,0.658,0.66,0.657
7096,0.652,0.659,0.661,0.657
7097,0.651,0.656,0.661,0.656
7098,0.653,0.658,0.661,0.657
7099,0.653,0.658,0.661,0.659
7100,0.65,0.658,0.662,0.659
7101,0.653,0.659,0.66,0.657
7102,0.653,0.656,0.662,0.658
7103,0.653,0.658,0.663,0.657
7104,0.653,0.657,0.663,0.659
7105,0.651,0.655,0.662,0.658
7106,0.653,0.658,0.661,0.658
7107,0.65,0.655,0.662,0.656
7108,0.653,0.658,0.662,0.658
7109,0.653,0.658,0.663,0.657
7110,0.652,0.658,0.663,0.659
7111,0.653,0.656,0.661,0.657
7112,0.654,0.656,0.666,0.659
7113,0.653,0.658,0.662,0.657
7114,0.653,0.656,0.661,0.66
7115,0.652,0.656,0.66,0.659
7116,0.653,0.659,0.662,0.658
7117,0.651,0.658,0.664,0.657
7118,0.65,0.657,0.661,0.656
7119,0.652,0.659,0.661,0.657
7120,0.653,0.658,0.661,0.655
7121,0.651,0.658,0.662,0.658
7122,0.651,0.657,0.666,0.657
7123,0.653,0.659,0.661,0.659
7124,0.653,0.657,0.661,0.656
7125,0.653,0.658,0.659,0.659
7126,0.653,0.659,0.663,0.654
7127,0.653,0.659,0.661,0.658
7128,0.653,0.657,0.661,0.656
7129,0.653,0.658,0.662,0.657
7130,0.651,0.657,0.661,0.657
7131,0.654,0.659,0.661,0.654
7132,0.653,0.66,0.665,0.654
7133,0.654,0.657,0.663,0.657
7134,0.653,0.658,0.663,0.658
7135,0.653,0.658,0.664,0.658
7136,0.652,0.658,0.662,0.657
7137,0.653,0.656,0.662,0.658
7138,0.653,0.655,0.662,0.654
7139,0.65,0.659,0.663,0.654
7140,0.655,0.656,0.66,0.659
7141,0.653,0.658,0.661,0.654
7142,0.654,0.657,0.664,0.662
7143,0.651,0.655,0.662,0.657
7144,0.653,0.658,0.663,0.658
7145,0.652,0.656,0.659,0.662
7146,0.653,0.656,0.662,0.657
7147,0.653,0.659,0.663,0.658
7148,0.651,0.66,0.662,0.656
7149,0.65,0.657,0.661,0.654
7150,0.651,0.657,0.665,0.659
7151,0.653,0.656,0.663,0.657
7152,0.651,0.656,0.661,0.656
7153,0.654,0.659,0.662,0.659
7154,0.653,0.657,0.662,0.657
7155,0.652,0.658,0.662,0.659
7156,0.651,0.66,0.663,0.657
7157,0.653,0.656,0.662,0.659
7158,0.653,0.659,0.661,0.658
7159,0.651,0.658,0.662,0.658
7160,0.653,0.657,0.662,0.657
7161,0.651,0.659,0.662,0.658
7162,0.65,0.656,0.662,0.658
7163,0.653,0.66,0.662,0.657
7164,0.653,0.658,0.662,0.659
7165,0.653,0.657,0.662,0.654
7166,0.653,0.658,0.663,0.657
7167,0.653,0.658,0.662,0.658
7168,0.653,0.658,0.662,0.657
7169,0.653,0.656,0.663,0.657
7170,0.652,0.658,0.663,0.658
7171,0.652,0.656,0.662,0.657
7172,0.651,0.658,0.663,0.657
7173,0.651,0.658,0.66,0.657
7174,0.653,0.657,0.662,0.658
7175,0.652,0.657,0.663,0.657
7176,0.653,0.658,0.663,0.659
7177,0.653,0.658,0.662,0.659
7178,0.65,0.657,0.664,0.657
7179,0.653,0.659,0.659,0.659
7180,0.653,0.657,0.664,0.657
7181,0.653,0.658,0.663,0.657
7182,0.651,0.659,0.662,0.656
7183,0.652,0.656,0.661,0.657
7184,0.653,0.657,0.663,0.657
7185,0.653,0.658,0.66,0.658
7186,0.651,0.658,0.662,0.659
7187,0.652,0.655,0.663,0.656
7188,0.651,0.657,0.663,0.657
7189,0.652,0.659,0.662,0.653
7190,0.653,0.656,0.662,0.654
7191,0.653,0.658,0.659,0.657
7192,0.653,0.659,0.662,0.657
7193,0.653,0.654,0.659,0.658
7194,0.653,0.657,0.661,0.657
7195,0.652,0.655,0.66,0.658
7196,0.653,0.657,0.661,0.657
7197,0.651,0.657,0.662,0.658
7198,0.654,0.658,0.662,0.657
7199,0.651,0.659,0.662,0.657
7200,0.653,0.658,0.658,0.659
7201,0.651,0.657,0.66,0.658
7202,0.651,0.656,0.663,0.657
7203,0.65,0.655,0.661,0.659
7204,0.653,0.656,0.662,0.656
7205,0.653,0.657,0.662,0.659
7206,0.653,0.658,0.661,0.657
7207,0.653,0.658,0.662,0.657
7208,0.654,0.657,0.663,0.659
7209,0.652,0.656,0.662,0.659
7210,0.651,0.661,0.662,0.657
7211,0.653,0.658,0.662,0.658
7212,0.653,0.658,0.66,0.658
7213,0.653,0.659,0.662,0.659
7214,0.653,0.659,0.664,0.657
7215,0.652,0.658,0.663,0.657
7216,0.651,0.655,0.662,0.657
7217,0.653,0.658,0.662,0.659
7218,0.653,0.658,0.663,0.659
7219,0.654,0.658,0.661,0.658
7220,0.652,0.657,0.661,0.657
7221,0.651,0.657,0.661,0.659
7222,0.653,0.658,0.661,0.658
7223,0.65,0.658,0.661,0.658
7224,0.653,0.659,0.662,0.656
7225,0.651,0.657,0.663,0.66
7226,0.652,0.655,0.662,0.654
7227,0.653,0.656,0.663,0.658
7228,0.653,0.655,0.662,0.657
7229,0.653,0.657,0.663,0.657
7230,0.652,0.659,0.661,0.657
7231,0.654,0.658,0.661,0.657
7232,0.653,0.656,0.662,0.656
7233,0.652,0.655,0.666,0.659
7234,0.653,0.657,0.663,0.659
7235,0.652,0.655,0.663,0.659
7236,0.651,0.657,0.663,0.659
7237,0.653,0.658,0.662,0.658
7238,0.65,0.657,0.663,0.657
7239,0.65,0.66,0.661,0.659
7240,0.655,0.659,0.662,0.657
7241,0.653,0.655,0.661,0.657
7242,0.654,0.659,0.662,0.657
7243,0.652,0.657,0.664,0.658
7244,0.652,0.658,0.661,0.659
7245,0.654,0.657,0.662,0.657
7246,0.649,0.655,0.661,0.659
7247,0.65,0.657,0.66,0.656
7248,0.653,0.658,0.66,0.657
7249,0.654,0.656,0.66,0.659
7250,0.651,0.657,0.663,0.657
7251,0.653,0.656,0.661,0.658
7252,0.653,0.658,0.662,0.654
7253,0.653,0.658,0.663,0.659
7254,0.653,0.658,0.666,0.659
7255,0.65,0.658,0.663,0.657
7256,0.653,0.658,0.664,0.656
7257,0.652,0.655,0.662,0.657
7258,0.653,0.658,0.659,0.659
7259,0.651,0.657,0.663,0.656
7260,0.651,0.657,0.662,0.657
7261,0.653,0.657,0.662,0.658
7262,0.653,0.657,0.662,0.658
7263,0.652,0.656,0.662,0.659
7264,0.653,0.657,0.664,0.657
7265,0.651,0.657,0.664,0.654
7266,0.652,0.658,0.661,0.658
7267,0.653,0.658,0.66,0.656
7268,0.653,0.658,0.662,0.659
7269,0.652,0.658,0.661,0.659
7270,0.651,0.656,0.661,0.659
7271,0.651,0.656,0.662,0.657
7272,0.653,0.658,0.664,0.659
7273,0.653,0.659,0.664,0.657
7274,0.655,0.658,0.662,0.659
7275,0.654,0.657,0.662,0.657
7276,0.653,0.657,0.662,0.657
7277,0.653,0.655,0.662,0.657
7278,0.65,0.658,0.663,0.657
7279,0.653,0.658,0.659,0.659
7280,0.654,0.66,0.659,0.654
7281,0.652,0.657,0.658,0.657
7282,0.653,0.657,0.661,0.657
7283,0.659,0.657,0.662,0.656
7284,0.651,0.658,0.662,0.657
7285,0.652,0.656,0.661,0.657
7286,0.653,0.658,0.662,0.657
7287,0.653,0.659,0.662,0.657
7288,0.653,0.658,0.659,0.656
7289,0.653,0.658,0.662,0.659
7290,0.653,0.657,0.665,0.658
7291,0.653,0.658,0.661,0.654
7292,0.654,0.658,0.662,0.657
7293,0.651,0.658,0.663,0.659
7294,0.653,0.66,0.662,0.657
7295,0.654,0.657,0.659,0.654
7296,0.654,0.657,0.662,0.658
7297,0.65,0.658,0.66,0.657
7298,0.652,0.658,0.663,0.656
7299,0.653,0.655,0.66,0.659
7300,0.652,0.656,0.66,0.657
7301,0.653,0.655,0.661,0.659
7302,0.652,0.659,0.662,0.659
7303,0.653,0.655,0.661,0.654
7304,0.653,0.657,0.662,0.658
7305,0.653,0.66,0.663,0.657
7306,0.651,0.657,0.659,0.658
7307,0.653,0.657,0.662,0.657
7308,0.653,0.658,0.664,0.657
7309,0.651,0.658,0.662,0.657
7310,0.653,0.657,0.661,0.656
7311,0.653,0.658,0.66,0.658
7312,0.653,0.656,0.662,0.657
7313,0.652,0.659,0.662,0.656
7314,0.653,0.657,0.659,0.654
7315,0.65,0.656,0.662,0.659
7316,0.653,0.659,0.663,0.656
7317,0.651,0.656,0.664,0.658
7318,0.653,0.659,0.663,0.659
7319,0.652,0.657,0.661,0.658
7320,0.651,0.658,0.663,0.657
7321,0.651,0.657,0.664,0.657
7322,0.652,0.658,0.662,0.659
7323,0.651,0.657,0.662,0.658
7324,0.651,0.657,0.661,0.657
7325,0.651,0.658,0.661,0.657
7326,0.653,0.658,0.661,0.657
7327,0.652,0.656,0.661,0.656
7328,0.653,0.656,0.662,0.658
7329,0.652,0.658,0.661,0.658
7330,0.653,0.656,0.661,0.657
7331,0.651,0.657,0.66,0.656
7332,0.651,0.657,0.664,0.657
7333,0.653,0.658,0.662,0.659
7334,0.652,0.659,0.661,0.658
7335,0.654,0.656,0.66,0.658
7336,0.653,0.657,0.663,0.657
7337,0.653,0.659,0.663,0.657
7338,0.651,0.657,0.662,0.659
7339,0.651,0.657,0.662,0.659
7340,0.653,0.656,0.662,0.657
7341,0.65,0.657,0.663,0.657
7342,0.653,0.655,0.662,0.659
7343,0.651,0.657,0.663,0.657
7344,0.653,0.657,0.662,0.657
7345,0.651,0.658,0.663,0.657
7346,0.653,0.659,0.662,0.659
7347,0.65,0.657,0.662,0.659
7348,0.653,0.658,0.661,0.655
7349,0.649,0.659,0.662,0.659
7350,0.652,0.657,0.661,0.657
7351,0.654,0.657,0.66,0.659
7352,0.653,0.659,0.661,0.655
7353,0.652,0.656,0.663,0.657
7354,0.653,0.657,0.665,0.657
7355,0.653,0.657,0.663,0.66
7356,0.653,0.657,0.663,0.657
7357,0.654,0.658,0.664,0.658
7358,0.651,0.657,0.661,0.657
7359,0.65,0.658,0.659,0.657
7360,0.653,0.657,0.661,0.659
7361,0.653,0.659,0.663,0.657
7362,0.65,0.658,0.661,0.656
7363,0.651,0.656,0.664,0.658
7364,0.653,0.658,0.662,0.657
7365,0.654,0.658,0.661,0.658
7366,0.651,0.66,0.664,0.657
7367,0.654,0.659,0.664,0.659
7368,0.653,0.658,0.66,0.658
7369,0.651,0.657,0.661,0.659
7370,0.653,0.658,0.664,0.661
7371,0.652,0.657,0.663,0.658
7372,0.653,0.656,0.662,0.656
7373,0.653,0.656,0.66,0.657
7374,0.652,0.66,0.66,0.656
7375,0.654,0.658,0.662,0.658
7376,0.652,0.658,0.663,0.658
7377,0.653,0.66,0.663,0.657
7378,0.649,0.658,0.664,0.659
7379,0.653,0.658,0.66,0.657
7380,0.653,0.658,0.662,0.657
7381,0.651,0.657,0.662,0.659
7382,0.653,0.658,0.661,0.657
7383,0.653,0.656,0.661,0.659
7384,0.653,0.659,0.662,0.658
7385,0.653,0.656,0.661,0.659
7386,0.652,0.657,0.661,0.657
7387,0.654,0.656,0.662,0.657
7388,0.653,0.657,0.662,0.658
7389,0.651,0.658,0.661,0.657
7390,0.652,0.657,0.663,0.659
7391,0.653,0.658,0.662,0.657
7392,0.651,0.658,0.66,0.657
7393,0.649,0.656,0.664,0.657
7394,0.653,0.659,0.663,0.659
7395,0.652,0.658,0.663,0.657
7396,0.651,0.657,0.66,0.654
7397,0.653,0.657,0.661,0.659
7398,0.652,0.655,0.661,0.656
7399,0.654,0.657,0.66,0.659
7400,0.653,0.658,0.66,0.658
7401,0.651,0.656,0.661,0.656
7402,0.653,0.658,0.663,0.657
7403,0.653,0.658,0.661,0.657
7404,0.654,0.657,0.662,0.656
7405,0.651,0.659,0.658,0.656
7406,0.653,0.658,0.663,0.657
7407,0.652,0.659,0.662,0.657
7408,0.652,0.659,0.663,0.659
7409,0.653,0.655,0.662,0.656
7410,0.652,0.657,0.662,0.657
7411,0.651,0.66,0.662,0.659
7412,0.653,0.656,0.663,0.657
7413,0.65,0.657,0.661,0.654
7414,0.652,0.658,0.663,0.658
7415,0.653,0.657,0.665,0.659
7416,0.654,0.656,0.661,0.658
7417,0.651,0.657,0.661,0.657
7418,0.654,0.655,0.662,0.658
7419,0.654,0.659,0.663,0.654
7420,0.653,0.658,0.664,0.654
7421,0.651,0.657,0.661,0.658
7422,0.653,0.66,0.663,0.659
7423,0.653,0.659,0.662,0.658
7424,0.653,0.657,0.661,0.656
7425,0.653,0.657,0.66,0.659
7426,0.652,0.657,0.662,0.658
7427,0.654,0.656,0.662,0.657
7428,0.653,0.658,0.662,0.658
7429,0.654,0.655,0.661,0.658
7430,0.652,0.656,0.662,0.659
7431,0.653,0.657,0.662,0.657
7432,0.651,0.658,0.662,0.658
7433,0.653,0.658,0.661,0.657
7434,0.653,0.658,0.664,0.656
7435,0.653,0.658,0.664,0.659
7436,0.653,0.658,0.661,0.656
7437,0.653,0.657,0.659,0.659
7438,0.65,0.656,0.663,0.659
7439,0.653,0.658,0.659,0.659
7440,0.653,0.657,0.662,0.66
7441,0.653,0.659,0.662,0.657
7442,0.651,0.659,0.66,0.657
7443,0.653,0.657,0.662,0.66
7444,0.652,0.658,0.664,0.657
7445,0.653,0.657,0.663,0.656
7446,0.652,0.658,0.662,0.657
7447,0.653,0.658,0.663,0.658
7448,0.653,0.656,0.662,0.658
7449,0.652,0.657,0.663,0.657
7450,0.655,0.658,0.661,0.658
7451,0.653,0.657,0.662,0.657
7452,0.652,0.656,0.66,0.657
7453,0.651,0.656,0.662,0.659
7454,0.653,0.657,0.662,0.658
7455,0.65,0.658,0.662,0.657
7456,0.653,0.657,0.663,0.657
7457,0.653,0.656,0.66,0.657
7458,0.653,0.658,0.661,0.657
7459,0.651,0.66,0.663,0.659
7460,0.654,0.657,0.661,0.657
7461,0.653,0.658,0.661,0.657
7462,0.653,0.66,0.66,0.657
7463,0.653,0.657,0.662,0.659
7464,0.653,0.656,0.662,0.657
7465,0.654,0.659,0.664,0.657
7466,0.654,0.656,0.662,0.658
7467,0.653,0.657,0.662,0.659
7468,0.653,0.657,0.661,0.658
7469,0.653,0.657,0.661,0.657
7470,0.653,0.66,0.661,0.657
7471,0.652,0.659,0.662,0.658
7472,0.653,0.657,0.66,0.657
7473,0.651,0.656,0.664,0.659
7474,0.655,0.658,0.661,0.656
7475,0.652,0.658,0.661,0.657
7476,0.653,0.658,0.662,0.658
7477,0.653,0.659,0.663,0.657
7478,0.653,0.658,0.663,0.659
7479,0.653,0.659,0.661,0.661
7480,0.653,0.659,0.66,0.657
7481,0.653,0.658,0.66,0.658
7482,0.653,0.658,0.662,0.658
7483,0.653,0.654,0.662,0.659
7484,0.653,0.657,0.662,0.657
7485,0.651,0.659,0.659,0.661
7486,0.653,0.658,0.665,0.657
7487,0.651,0.658,0.662,0.657
7488,0.651,0.658,0.661,0.654
7489,0.653,0.657,0.661,0.659
7490,0.651,0.658,0.66,0.661
7491,0.653,0.659,0.661,0.659
7492,0.651,0.658,0.662,0.659
7493,0.65,0.658,0.663,0.658
7494,0.653,0.658,0.662,0.66
7495,0.653,0.659,0.662,0.658
7496,0.653,0.658,0.661,0.661
7497,0.651,0.657,0.663,0.657
7498,0.653,0.658,0.661,0.659
7499,0.651,0.659,0.662,0.657
7500,0.652,0.662,0.661,0.656
7501,0.653,0.656,0.661,0.657
7502,0.653,0.657,0.662,0.657
7503,0.653,0.657,0.661,0.657
7504,0.653,0.659,0.662,0.657
7505,0.653,0.657,0.661,0.654
7506,0.653,0.656,0.662,0.658
7507,0.651,0.657,0.663,0.658
7508,0.651,0.657,0.661,0.657
7509,0.653,0.657,0.661,0.657
7510,0.653,0.656,0.665,0.657
7511,0.653,0.658,0.662,0.659
7512,0.65,0.657,0.663,0.657
7513,0.651,0.659,0.663,0.658
7514,0.65,0.656,0.661,0.661
7515,0.652,0.655,0.662,0.655
7516,0.651,0.657,0.661,0.655
7517,0.652,0.657,0.665,0.658
7518,0.653,0.657,0.663,0.657
7519,0.651,0.656,0.661,0.657
7520,0.653,0.657,0.662,0.657
7521,0.652,0.658,0.662,0.654
7522,0.651,0.66,0.662,0.659
7523,0.653,0.656,0.663,0.662
7524,0.653,0.656,0.662,0.658
7525,0.653,0.658,0.661,0.658
7526,0.655,0.657,0.66,0.659
7527,0.651,0.658,0.663,0.657
7528,0.653,0.657,0.662,0.657
7529,0.653,0.659,0.663,0.659
7530,0.654,0.654,0.665,0.657
7531,0.653,0.658,0.662,0.657
7532,0.651,0.657,0.662,0.656
7533,0.65,0.657,0.661,0.654
7534,0.653,0.66,0.66,0.658
7535,0.653,0.657,0.662,0.658
7536,0.653,0.657,0.664,0.654
7537,0.652,0.658,0.662,0.658
7538,0.653,0.656,0.662,0.659
7539,0.651,0.658,0.662,0.658
7540,0.65,0.657,0.662,0.657
7541,0.652,0.657,0.662,0.657
7542,0.653,0.662,0.66,0.657
7543,0.653,0.658,0.665,0.654
7544,0.653,0.658,0.663,0.657
7545,0.654,0.658,0.661,0.657
7546,0.653,0.658,0.663,0.657
7547,0.653,0.658,0.661,0.659
7548,0.651,0.657,0.664,0.658
7549,0.653,0.657,0.659,0.657
7550,0.653,0.657,0.66,0.658
