,H04,H03,H02,H01
6079,0.653,0.658,0.664,0.658
6080,0.651,0.657,0.661,0.659
6081,0.654,0.658,0.659,0.659
6082,0.654,0.658,0.662,0.656
6083,0.648,0.657,0.663,0.659
6084,0.652,0.658,0.662,0.658
6085,0.653,0.657,0.663,0.659
6086,0.651,0.658,0.661,0.656
6087,0.652,0.657,0.663,0.66
6088,0.653,0.658,0.663,0.657
6089,0.651,0.657,0.661,0.658
6090,0.651,0.656,0.663,0.656
6091,0.651,0.658,0.661,0.656
6092,0.652,0.658,0.661,0.659
6093,0.652,0.656,0.661,0.656
6094,0.653,0.658,0.66,0.657
6095,0.651,0.659,0.663,0.657
6096,0.649,0.658,0.662,0.656
6097,0.651,0.657,0.663,0.657
6098,0.652,0.658,0.659,0.659
6099,0.652,0.655,0.664,0.657
6100,0.653,0.658,0.663,0.658
6101,0.653,0.657,0.662,0.659
6102,0.653,0.658,0.663,0.657
6103,0.65,0.657,0.663,0.657
6104,0.651,0.659,0.661,0.659
6105,0.654,0.657,0.663,0.658
6106,0.652,0.658,0.663,0.657
6107,0.65,0.659,0.661,0.656
6108,0.653,0.654,0.659,0.657
6109,0.653,0.658,0.664,0.657
6110,0.653,0.659,0.662,0.659
6111,0.655,0.657,0.663,0.654
6112,0.651,0.655,0.661,0.658
6113,0.651,0.658,0.661,0.659
6114,0.653,0.658,0.662,0.656
6115,0.652,0.658,0.661,0.659
6116,0.653,0.657,0.662,0.657
6117,0.651,0.658,0.661,0.657
6118,0.653,0.655,0.662,0.659
6119,0.652,0.658,0.661,0.658
6120,0.653,0.656,0.661,0.657
6121,0.652,0.657,0.667,0.655
6122,0.653,0.657,0.664,0.657
6123,0.652,0.656,0.661,0.656
6124,0.653,0.658,0.659,0.657
6125,0.651,0.658,0.662,0.657
6126,0.653,0.66,0.663,0.656
6127,0.651,0.657,0.662,0.657
6128,0.653,0.656,0.66,0.657
6129,0.653,0.659,0.662,0.658
6130,0.648,0.657,0.662,0.657
6131,0.653,0.659,0.662,0.657
6132,0.653,0.658,0.662,0.658
6133,0.652,0.655,0.659,0.659
6134,0.653,0.655,0.664,0.658
6135,0.65,0.661,0.661,0.658
6136,0.653,0.658,0.661,0.657
6137,0.652,0.658,0.664,0.657
6138,0.652,0.657,0.662,0.659
6139,0.653,0.657,0.662,0.657
6140,0.653,0.657,0.661,0.657
6141,0.653,0.657,0.661,0.658
6142,0.654,0.657,0.662,0.659
6143,0.653,0.656,0.662,0.658
6144,0.653,0.658,0.661,0.658
6145,0.655,0.659,0.659,0.656
6146,0.653,0.659,0.662,0.657
6147,0.652,0.658,0.661,0.659
6148,0.651,0.659,0.662,0.659
6149,0.65,0.655,0.662,0.657
6150,0.654,0.657,0.66,0.659
6151,0.653,0.657,0.664,0.658
6152,0.653,0.659,0.663,0.657
6153,0.651,0.657,0.662,0.658
6154,0.653,0.657,0.663,0.657
6155,0.651,0.659,0.664,0.657
6156,0.653,0.659,0.66,0.654
6157,0.652,0.658,0.664,0.661
6158,0.653,0.655,0.661,0.656
6159,0.653,0.659,0.662,0.658
6160,0.654,0.656,0.663,0.658
6161,0.653,0.658,0.667,0.659
6162,0.649,0.658,0.662,0.658
6163,0.653,0.657,0.662,0.66
6164,0.653,0.657,0.662,0.657
6165,0.651,0.657,0.659,0.657
6166,0.653,0.658,0.661,0.656
6167,0.653,0.657,0.662,0.659
6168,0.653,0.658,0.662,0.658
6169,0.651,0.658,0.662,0.656
6170,0.653,0.658,0.663,0.657
6171,0.654,0.657,0.663,0.657
6172,0.654,0.658,0.66,0.661
6173,0.653,0.657,0.662,0.659
6174,0.653,0.657,0.661,0.661
6175,0.653,0.658,0.661,0.656
6176,0.652,0.658,0.663,0.658
6177,0.654,0.654,0.662,0.654
6178,0.651,0.658,0.66,0.657
6179,0.651,0.656,0.663,0.658
6180,0.653,0.658,0.662,0.657
6181,0.652,0.658,0.663,0.654
6182,0.653,0.658,0.66,0.659
6183,0.653,0.659,0.663,0.657
6184,0.652,0.659,0.66,0.657
6185,0.653,0.658,0.661,0.657
6186,0.653,0.658,0.666,0.658
6187,0.652,0.658,0.662,0.656
6188,0.653,0.658,0.663,0.657
6189,0.653,0.658,0.662,0.657
6190,0.653,0.654,0.66,0.658
6191,0.65,0.657,0.659,0.657
6192,0.652,0.659,0.665,0.658
6193,0.652,0.661,0.661,0.659
6194,0.653,0.659,0.661,0.657
6195,0.649,0.659,0.659,0.658
6196,0.653,0.657,0.663,0.657
6197,0.653,0.657,0.663,0.658
6198,0.653,0.656,0.664,0.659
6199,0.653,0.658,0.661,0.657
6200,0.653,0.659,0.664,0.659
6201,0.652,0.658,0.662,0.657
6202,0.653,0.656,0.66,0.657
6203,0.652,0.659,0.66,0.657
6204,0.653,0.658,0.661,0.657
6205,0.653,0.656,0.664,0.658
6206,0.653,0.658,0.664,0.659
6207,0.653,0.658,0.66,0.657
6208,0.651,0.658,0.661,0.657
6209,0.65,0.658,0.664,0.658
6210,0.654,0.658,0.663,0.659
6211,0.655,0.658,0.661,0.656
6212,0.653,0.658,0.663,0.657
6213,0.651,0.657,0.66,0.658
6214,0.653,0.66,0.663,0.657
6215,0.651,0.657,0.662,0.657
6216,0.653,0.657,0.663,0.659
6217,0.653,0.656,0.663,0.658
6218,0.653,0.657,0.664,0.659
6219,0.652,0.659,0.665,0.657
6220,0.65,0.657,0.662,0.658
6221,0.651,0.657,0.661,0.657
6222,0.655,0.658,0.66,0.658
6223,0.653,0.66,0.662,0.657
6224,0.653,0.654,0.663,0.656
6225,0.653,0.658,0.661,0.658
6226,0.653,0.657,0.663,0.657
6227,0.65,0.658,0.662,0.659
6228,0.653,0.657,0.663,0.659
6229,0.651,0.66,0.66,0.659
6230,0.652,0.656,0.663,0.658
6231,0.653,0.657,0.662,0.654
6232,0.651,0.659,0.662,0.657
6233,0.653,0.655,0.662,0.658
6234,0.653,0.657,0.664,0.654
6235,0.651,0.657,0.661,0.659
6236,0.653,0.659,0.661,0.657
6237,0.65,0.658,0.663,0.657
6238,0.653,0.657,0.662,0.656
6239,0.653,0.658,0.66,0.66
6240,0.653,0.658,0.662,0.655
6241,0.651,0.657,0.659,0.654
6242,0.653,0.658,0.662,0.657
6243,0.65,0.657,0.663,0.655
6244,0.654,0.656,0.66,0.657
6245,0.652,0.657,0.665,0.658
6246,0.654,0.658,0.662,0.656
6247,0.652,0.659,0.661,0.658
6248,0.65,0.658,0.663,0.657
6249,0.652,0.656,0.662,0.657
6250,0.653,0.655,0.662,0.657
6251,0.652,0.658,0.662,0.657
6252,0.652,0.655,0.662,0.658
6253,0.653,0.657,0.66,0.657
6254,0.653,0.658,0.662,0.658
6255,0.653,0.657,0.66,0.656
6256,0.652,0.656,0.662,0.658
6257,0.653,0.659,0.664,0.657
6258,0.652,0.657,0.66,0.659
6259,0.653,0.654,0.662,0.656
6260,0.652,0.658,0.662,0.657
6261,0.653,0.658,0.664,0.656
6262,0.653,0.658,0.663,0.658
6263,0.657,0.658,0.663,0.657
6264,0.652,0.656,0.663,0.655
6265,0.651,0.657,0.658,0.657
6266,0.653,0.657,0.661,0.657
6267,0.653,0.656,0.664,0.657
6268,0.652,0.657,0.662,0.656
6269,0.651,0.658,0.661,0.658
6270,0.651,0.658,0.66,0.657
6271,0.653,0.661,0.661,0.659
6272,0.651,0.655,0.663,0.657
6273,0.65,0.657,0.662,0.657
6274,0.653,0.658,0.661,0.654
6275,0.653,0.658,0.661,0.657
6276,0.651,0.655,0.662,0.657
6277,0.651,0.657,0.663,0.658
6278,0.653,0.658,0.664,0.656
6279,0.653,0.657,0.661,0.657
6280,0.651,0.659,0.662,0.658
6281,0.654,0.657,0.66,0.657
6282,0.654,0.658,0.66,0.657
6283,0.656,0.658,0.662,0.658
6284,0.653,0.656,0.662,0.657
6285,0.653,0.657,0.661,0.657
6286,0.653,0.656,0.662,0.656
6287,0.654,0.659,0.661,0.659
6288,0.653,0.657,0.661,0.661
6289,0.653,0.657,0.661,0.657
6290,0.653,0.657,0.659,0.657
6291,0.652,0.658,0.666,0.658
6292,0.652,0.657,0.662,0.659
6293,0.65,0.658,0.662,0.658
6294,0.653,0.66,0.663,0.659
6295,0.651,0.658,0.664,0.658
6296,0.653,0.657,0.663,0.657
6297,0.652,0.657,0.663,0.659
6298,0.655,0.658,0.661,0.656
6299,0.653,0.657,0.662,0.657
6300,0.653,0.657,0.661,0.654
6301,0.654,0.657,0.662,0.658
6302,0.649,0.657,0.663,0.66
6303,0.649,0.655,0.661,0.658
6304,0.653,0.658,0.664,0.66
6305,0.653,0.658,0.663,0.659
6306,0.654,0.657,0.665,0.657
6307,0.653,0.654,0.662,0.657
6308,0.654,0.658,0.662,0.656
6309,0.653,0.656,0.661,0.658
6310,0.654,0.658,0.663,0.659
6311,0.651,0.658,0.661,0.657
6312,0.65,0.656,0.662,0.659
6313,0.651,0.658,0.661,0.656
6314,0.651,0.659,0.663,0.659
6315,0.652,0.658,0.663,0.657
6316,0.654,0.658,0.663,0.656
6317,0.651,0.658,0.661,0.659
6318,0.65,0.659,0.664,0.66
6319,0.653,0.658,0.662,0.66
6320,0.651,0.657,0.663,0.657
6321,0.653,0.658,0.663,0.656
6322,0.655,0.655,0.661,0.656
6323,0.653,0.658,0.664,0.657
6324,0.652,0.659,0.661,0.654
6325,0.651,0.658,0.662,0.654
6326,0.653,0.658,0.662,0.657
6327,0.649,0.656,0.661,0.658
6328,0.653,0.657,0.661,0.657
6329,0.651,0.658,0.661,0.657
6330,0.653,0.657,0.661,0.659
6331,0.652,0.659,0.662,0.657
6332,0.653,0.658,0.661,0.657
6333,0.653,0.656,0.662,0.654
6334,0.651,0.656,0.662,0.654
6335,0.653,0.658,0.661,0.658
6336,0.653,0.658,0.662,0.657
6337,0.651,0.656,0.662,0.659
6338,0.652,0.657,0.662,0.658
6339,0.653,0.657,0.662,0.657
6340,0.649,0.657,0.662,0.658
6341,0.652,0.656,0.662,0.657
6342,0.654,0.658,0.663,0.658
6343,0.653,0.658,0.663,0.654
6344,0.652,0.657,0.662,0.656
6345,0.653,0.655,0.661,0.656
6346,0.653,0.66,0.66,0.657
6347,0.652,0.656,0.662,0.658
6348,0.653,0.658,0.661,0.659
6349,0.652,0.659,0.663,0.658
6350,0.653,0.659,0.661,0.657
6351,0.653,0.658,0.663,0.658
6352,0.653,0.658,0.662,0.657
6353,0.65,0.658,0.662,0.657
6354,0.653,0.657,0.663,0.657
6355,0.653,0.659,0.66,0.658
6356,0.654,0.658,0.661,0.658
6357,0.653,0.659,0.664,0.658
6358,0.652,0.657,0.663,0.657
6359,0.652,0.657,0.662,0.657
6360,0.654,0.657,0.662,0.657
6361,0.651,0.657,0.663,0.658
6362,0.652,0.659,0.663,0.656
6363,0.651,0.658,0.661,0.659
6364,0.653,0.654,0.662,0.657
6365,0.652,0.657,0.662,0.661
6366,0.652,0.656,0.661,0.658
6367,0.653,0.658,0.663,0.658
6368,0.652,0.658,0.663,0.659
6369,0.653,0.658,0.661,0.656
6370,0.655,0.659,0.661,0.654
6371,0.653,0.655,0.662,0.654
6372,0.651,0.658,0.662,0.657
6373,0.653,0.659,0.663,0.657
6374,0.652,0.658,0.66,0.658
6375,0.653,0.655,0.661,0.657
6376,0.651,0.658,0.662,0.658
6377,0.653,0.656,0.663,0.656
6378,0.655,0.658,0.66,0.657
6379,0.653,0.658,0.662,0.658
6380,0.65,0.659,0.659,0.657
6381,0.65,0.66,0.663,0.661
6382,0.654,0.657,0.663,0.658
6383,0.653,0.655,0.661,0.657
6384,0.653,0.659,0.661,0.657
6385,0.651,0.663,0.661,0.658
6386,0.651,0.657,0.662,0.658
6387,0.654,0.658,0.662,0.657
6388,0.653,0.657,0.663,0.657
6389,0.653,0.658,0.662,0.657
6390,0.654,0.657,0.664,0.657
6391,0.654,0.657,0.661,0.657
6392,0.652,0.66,0.661,0.657
6393,0.653,0.656,0.663,0.656
6394,0.65,0.658,0.663,0.659
6395,0.653,0.658,0.661,0.656
6396,0.654,0.658,0.662,0.656
6397,0.652,0.658,0.66,0.659
6398,0.653,0.658,0.662,0.656
6399,0.65,0.658,0.662,0.658
6400,0.659,0.659,0.663,0.657
6401,0.652,0.656,0.662,0.657
6402,0.653,0.658,0.661,0.657
6403,0.651,0.657,0.662,0.658
6404,0.653,0.659,0.662,0.656
6405,0.653,0.658,0.663,0.657
6406,0.654,0.657,0.661,0.656
6407,0.653,0.658,0.664,0.664
6408,0.653,0.658,0.662,0.659
6409,0.653,0.656,0.663,0.656
6410,0.65,0.657,0.662,0.658
6411,0.655,0.657,0.661,0.659
6412,0.651,0.658,0.661,0.658
6413,0.653,0.657,0.661,0.657
6414,0.653,0.656,0.662,0.657
6415,0.653,0.658,0.664,0.657
6416,0.653,0.659,0.663,0.657
6417,0.653,0.657,0.663,0.657
6418,0.653,0.659,0.66,0.657
6419,0.652,0.658,0.66,0.656
6420,0.653,0.661,0.662,0.656
6421,0.653,0.661,0.664,0.657
6422,0.652,0.656,0.663,0.658
6423,0.653,0.658,0.662,0.659
6424,0.654,0.661,0.661,0.657
6425,0.652,0.659,0.662,0.657
6426,0.653,0.658,0.662,0.657
6427,0.653,0.656,0.66,0.658
6428,0.652,0.656,0.66,0.659
6429,0.654,0.658,0.659,0.659
6430,0.651,0.658,0.661,0.657
6431,0.651,0.658,0.662,0.659
6432,0.65,0.656,0.662,0.657
6433,0.655,0.657,0.663,0.658
6434,0.651,0.657,0.661,0.659
6435,0.651,0.658,0.661,0.66
6436,0.65,0.656,0.661,0.658
6437,0.652,0.657,0.66,0.657
6438,0.651,0.658,0.663,0.657
6439,0.651,0.657,0.662,0.658
6440,0.651,0.657,0.66,0.659
6441,0.653,0.657,0.661,0.656
6442,0.653,0.658,0.662,0.657
6443,0.653,0.656,0.663,0.659
6444,0.649,0.657,0.664,0.657
6445,0.653,0.657,0.663,0.657
6446,0.652,0.657,0.66,0.656
6447,0.651,0.659,0.662,0.658
6448,0.653,0.657,0.663,0.659
6449,0.651,0.657,0.662,0.659
6450,0.652,0.655,0.662,0.659
6451,0.651,0.658,0.662,0.657
6452,0.651,0.658,0.662,0.656
6453,0.654,0.658,0.663,0.657
6454,0.653,0.657,0.663,0.659
6455,0.653,0.658,0.663,0.657
6456,0.653,0.659,0.663,0.656
6457,0.652,0.656,0.661,0.657
6458,0.653,0.657,0.664,0.659
6459,0.654,0.658,0.662,0.656
6460,0.652,0.659,0.663,0.657
6461,0.652,0.656,0.662,0.659
6462,0.652,0.658,0.663,0.657
6463,0.651,0.656,0.663,0.658
6464,0.654,0.657,0.661,0.657
6465,0.652,0.659,0.664,0.656
6466,0.651,0.657,0.664,0.657
6467,0.653,0.657,0.661,0.657
6468,0.653,0.659,0.662,0.659
6469,0.653,0.657,0.666,0.661
6470,0.653,0.658,0.664,0.654
6471,0.653,0.658,0.66,0.656
6472,0.652,0.657,0.663,0.657
6473,0.652,0.656,0.662,0.657
6474,0.654,0.658,0.66,0.659
6475,0.652,0.653,0.661,0.658
6476,0.653,0.657,0.661,0.656
6477,0.652,0.658,0.663,0.659
6478,0.652,0.658,0.66,0.657
6479,0.652,0.658,0.661,0.658
6480,0.651,0.66,0.663,0.656
6481,0.653,0.658,0.661,0.657
6482,0.652,0.66,0.663,0.657
6483,0.651,0.657,0.663,0.657
6484,0.653,0.656,0.663,0.662
6485,0.653,0.657,0.664,0.657
6486,0.652,0.657,0.663,0.659
6487,0.652,0.657,0.661,0.656
6488,0.652,0.657,0.661,0.656
6489,0.653,0.658,0.662,0.657
6490,0.653,0.656,0.661,0.658
6491,0.655,0.657,0.662,0.656
6492,0.65,0.659,0.663,0.656
6493,0.653,0.656,0.663,0.657
6494,0.651,0.658,0.66,0.656
6495,0.652,0.657,0.66,0.657
6496,0.654,0.655,0.663,0.657
6497,0.651,0.659,0.663,0.657
6498,0.652,0.658,0.662,0.657
6499,0.648,0.658,0.661,0.657
6500,0.653,0.659,0.662,0.659
6501,0.652,0.657,0.663,0.657
6502,0.653,0.654,0.662,0.659
6503,0.653,0.657,0.662,0.659
6504,0.654,0.658,0.663,0.658
6505,0.651,0.658,0.661,0.659
6506,0.653,0.659,0.664,0.658
6507,0.653,0.658,0.663,0.657
6508,0.652,0.654,0.663,0.656
6509,0.653,0.658,0.661,0.656
6510,0.651,0.66,0.662,0.659
6511,0.653,0.659,0.662,0.657
6512,0.65,0.656,0.667,0.657
6513,0.653,0.657,0.662,0.657
6514,0.653,0.658,0.661,0.659
6515,0.651,0.657,0.66,0.657
6516,0.654,0.657,0.663,0.654
6517,0.652,0.657,0.663,0.659
6518,0.65,0.659,0.663,0.658
6519,0.652,0.657,0.662,0.657
6520,0.65,0.657,0.663,0.658
6521,0.653,0.657,0.663,0.657
6522,0.653,0.658,0.662,0.658
6523,0.653,0.656,0.659,0.657
6524,0.653,0.658,0.662,0.657
6525,0.651,0.658,0.66,0.656
6526,0.653,0.656,0.661,0.656
6527,0.655,0.658,0.662,0.657
6528,0.651,0.658,0.661,0.656
6529,0.652,0.655,0.662,0.656
6530,0.654,0.658,0.662,0.659
6531,0.655,0.657,0.661,0.658
6532,0.653,0.655,0.661,0.657
6533,0.651,0.659,0.66,0.657
6534,0.649,0.658,0.662,0.659
6535,0.654,0.658,0.661,0.659
6536,0.653,0.656,0.663,0.654
6537,0.653,0.656,0.664,0.659
6538,0.653,0.657,0.663,0.657
6539,0.653,0.657,0.661,0.659
6540,0.65,0.658,0.662,0.658
6541,0.652,0.657,0.666,0.656
6542,0.653,0.66,0.662,0.659
6543,0.651,0.657,0.662,0.66
6544,0.653,0.657,0.664,0.659
6545,0.653,0.66,0.663,0.657
6546,0.653,0.657,0.661,0.657
6547,0.65,0.658,0.662,0.659
6548,0.653,0.657,0.662,0.658
6549,0.652,0.655,0.663,0.659
6550,0.653,0.656,0.66,0.658
6551,0.651,0.656,0.661,0.66
6552,0.653,0.658,0.664,0.656
6553,0.652,0.657,0.662,0.657
6554,0.651,0.657,0.663,0.657
6555,0.652,0.657,0.663,0.657
6556,0.653,0.658,0.663,0.657
6557,0.652,0.659,0.662,0.657
6558,0.65,0.659,0.662,0.658
6559,0.653,0.661,0.664,0.656
6560,0.653,0.656,0.662,0.653
6561,0.651,0.658,0.66,0.657
6562,0.65,0.656,0.664,0.659
6563,0.653,0.659,0.663,0.657
6564,0.652,0.656,0.662,0.659
6565,0.651,0.661,0.663,0.661
6566,0.652,0.658,0.663,0.656
6567,0.654,0.657,0.661,0.656
6568,0.651,0.659,0.664,0.657
6569,0.65,0.657,0.663,0.658
6570,0.653,0.657,0.66,0.657
6571,0.652,0.659,0.662,0.659
6572,0.656,0.658,0.663,0.659
6573,0.653,0.657,0.663,0.658
6574,0.653,0.658,0.662,0.658
6575,0.651,0.658,0.662,0.657
6576,0.652,0.654,0.663,0.658
6577,0.654,0.657,0.663,0.659
6578,0.65,0.657,0.664,0.656
6579,0.653,0.656,0.662,0.659
6580,0.655,0.659,0.663,0.657
6581,0.651,0.658,0.665,0.656
6582,0.653,0.658,0.662,0.657
6583,0.653,0.657,0.659,0.658
6584,0.652,0.658,0.664,0.657
6585,0.654,0.657,0.662,0.657
6586,0.653,0.657,0.661,0.659
6587,0.652,0.658,0.662,0.657
6588,0.652,0.658,0.661,0.659
6589,0.653,0.656,0.662,0.657
6590,0.654,0.657,0.663,0.657
6591,0.653,0.655,0.662,0.659
6592,0.652,0.656,0.662,0.658
6593,0.65,0.659,0.66,0.659
6594,0.653,0.658,0.661,0.658
6595,0.649,0.658,0.662,0.657
6596,0.653,0.66,0.662,0.657
6597,0.653,0.657,0.664,0.657
6598,0.654,0.658,0.661,0.656
6599,0.653,0.657,0.662,0.657
6600,0.652,0.658,0.661,0.657
6601,0.653,0.658,0.663,0.656
6602,0.651,0.658,0.661,0.659
6603,0.651,0.658,0.659,0.656
6604,0.653,0.657,0.662,0.659
6605,0.652,0.656,0.662,0.654
6606,0.653,0.657,0.663,0.657
6607,0.653,0.657,0.661,0.659
6608,0.653,0.657,0.661,0.654
6609,0.651,0.657,0.663,0.657
6610,0.654,0.658,0.662,0.656
6611,0.651,0.658,0.663,0.657
6612,0.654,0.659,0.661,0.659
6613,0.649,0.659,0.661,0.654
6614,0.653,0.659,0.663,0.659
6615,0.653,0.658,0.661,0.657
6616,0.654,0.658,0.662,0.657
6617,0.651,0.658,0.662,0.659
6618,0.654,0.657,0.662,0.658
6619,0.65,0.656,0.664,0.656
6620,0.653,0.657,0.664,0.657
6621,0.648,0.655,0.661,0.658
6622,0.653,0.658,0.662,0.656
6623,0.654,0.658,0.663,0.657
6624,0.653,0.659,0.663,0.657
6625,0.653,0.658,0.661,0.658
6626,0.653,0.657,0.663,0.657
6627,0.653,0.658,0.662,0.656
6628,0.649,0.658,0.662,0.658
6629,0.653,0.656,0.66,0.657
6630,0.654,0.657,0.662,0.658
6631,0.654,0.655,0.661,0.659
6632,0.651,0.657,0.662,0.654
6633,0.654,0.657,0.661,0.656
6634,0.653,0.658,0.662,0.657
6635,0.653,0.658,0.662,0.657
6636,0.653,0.658,0.663,0.658
6637,0.652,0.659,0.663,0.657
6638,0.653,0.658,0.663,0.657
6639,0.652,0.659,0.661,0.659
6640,0.652,0.658,0.659,0.654
6641,0.652,0.656,0.66,0.657
6642,0.652,0.657,0.662,0.658
6643,0.653,0.657,0.661,0.659
6644,0.648,0.655,0.662,0.657
6645,0.653,0.658,0.662,0.657
6646,0.653,0.658,0.663,0.657
6647,0.649,0.658,0.663,0.656
6648,0.651,0.657,0.661,0.657
6649,0.653,0.657,0.661,0.658
6650,0.654,0.658,0.66,0.661
6651,0.653,0.658,0.661,0.658
6652,0.653,0.655,0.662,0.657
6653,0.651,0.658,0.663,0.657
6654,0.653,0.66,0.662,0.658
6655,0.653,0.657,0.663,0.657
6656,0.653,0.658,0.66,0.658
6657,0.652,0.657,0.663,0.657
6658,0.653,0.657,0.662,0.657
6659,0.653,0.657,0.663,0.657
6660,0.651,0.657,0.663,0.658
6661,0.653,0.658,0.658,0.658
6662,0.653,0.655,0.663,0.659
6663,0.653,0.658,0.662,0.657
6664,0.653,0.657,0.659,0.659
6665,0.653,0.658,0.661,0.656
6666,0.651,0.658,0.661,0.657
6667,0.65,0.659,0.662,0.657
6668,0.653,0.658,0.661,0.657
6669,0.655,0.656,0.662,0.657
6670,0.651,0.658,0.662,0.658
6671,0.652,0.657,0.661,0.655
6672,0.654,0.658,0.663,0.657
6673,0.651,0.656,0.661,0.659
6674,0.653,0.656,0.662,0.657
6675,0.651,0.655,0.661,0.657
6676,0.653,0.659,0.662,0.656
6677,0.651,0.657,0.663,0.659
6678,0.653,0.659,0.664,0.659
6679,0.653,0.657,0.663,0.657
6680,0.653,0.658,0.662,0.657
6681,0.651,0.658,0.662,0.657
6682,0.651,0.658,0.663,0.659
6683,0.654,0.657,0.662,0.657
6684,0.653,0.657,0.663,0.659
6685,0.652,0.658,0.662,0.657
6686,0.653,0.66,0.661,0.657
6687,0.652,0.657,0.662,0.659
6688,0.649,0.658,0.661,0.656
6689,0.653,0.659,0.661,0.654
6690,0.651,0.655,0.662,0.659
6691,0.651,0.656,0.662,0.657
6692,0.653,0.658,0.661,0.658
6693,0.655,0.658,0.659,0.657
6694,0.653,0.657,0.662,0.661
6695,0.653,0.654,0.66,0.657
6696,0.653,0.656,0.662,0.657
6697,0.653,0.658,0.663,0.657
6698,0.653,0.657,0.661,0.657
6699,0.652,0.659,0.662,0.654
6700,0.653,0.657,0.66,0.659
6701,0.653,0.657,0.661,0.656
6702,0.653,0.658,0.663,0.657
6703,0.653,0.658,0.663,0.656
6704,0.652,0.657,0.664,0.656
6705,0.652,0.659,0.661,0.659
6706,0.652,0.656,0.66,0.659
6707,0.654,0.656,0.661,0.657
6708,0.652,0.658,0.661,0.657
6709,0.65,0.657,0.662,0.659
6710,0.652,0.656,0.662,0.657
6711,0.653,0.657,0.661,0.657
6712,0.653,0.656,0.662,0.659
6713,0.653,0.658,0.662,0.656
6714,0.653,0.658,0.662,0.659
6715,0.651,0.657,0.66,0.659
6716,0.653,0.657,0.661,0.657
6717,0.651,0.657,0.66,0.657
6718,0.653,0.66,0.663,0.658
6719,0.653,0.659,0.661,0.657
6720,0.653,0.657,0.663,0.657
6721,0.653,0.657,0.662,0.656
6722,0.651,0.663,0.662,0.657
6723,0.652,0.657,0.66,0.658
6724,0.652,0.658,0.662,0.657
6725,0.653,0.657,0.662,0.658
6726,0.653,0.655,0.662,0.661
6727,0.654,0.657,0.664,0.657
6728,0.651,0.657,0.66,0.657
6729,0.651,0.658,0.663,0.659
6730,0.651,0.657,0.663,0.658
6731,0.653,0.659,0.663,0.658
6732,0.653,0.656,0.665,0.657
6733,0.651,0.657,0.662,0.656
6734,0.653,0.658,0.664,0.658
6735,0.653,0.658,0.661,0.658
6736,0.653,0.657,0.661,0.66
6737,0.652,0.657,0.661,0.657
6738,0.653,0.656,0.662,0.655
6739,0.653,0.657,0.662,0.657
6740,0.653,0.658,0.663,0.657
6741,0.654,0.658,0.666,0.658
6742,0.653,0.657,0.662,0.653
6743,0.651,0.655,0.661,0.66
6744,0.651,0.658,0.661,0.659
6745,0.653,0.658,0.662,0.658
6746,0.651,0.658,0.661,0.657
6747,0.653,0.658,0.663,0.657
6748,0.652,0.659,0.664,0.657
6749,0.651,0.658,0.66,0.656
6750,0.652,0.656,0.663,0.657
6751,0.653,0.66,0.66,0.657
6752,0.651,0.659,0.659,0.656
6753,0.649,0.658,0.662,0.657
6754,0.653,0.659,0.66,0.657
6755,0.653,0.657,0.663,0.657
6756,0.653,0.658,0.664,0.658
6757,0.653,0.656,0.661,0.658
6758,0.653,0.656,0.665,0.657
6759,0.653,0.656,0.661,0.656
6760,0.653,0.656,0.665,0.654
6761,0.65,0.657,0.662,0.658
6762,0.651,0.658,0.662,0.658
6763,0.651,0.657,0.662,0.658
6764,0.652,0.659,0.661,0.659
6765,0.651,0.657,0.663,0.656
6766,0.65,0.657,0.662,0.657
6767,0.653,0.656,0.663,0.657
6768,0.652,0.658,0.662,0.657
6769,0.653,0.655,0.662,0.656
6770,0.653,0.654,0.661,0.658
6771,0.653,0.656,0.662,0.659
6772,0.652,0.656,0.664,0.657
6773,0.653,0.657,0.66,0.657
6774,0.653,0.657,0.661,0.657
6775,0.65,0.659,0.662,0.659
6776,0.653,0.657,0.66,0.657
6777,0.652,0.657,0.662,0.658
6778,0.653,0.659,0.66,0.657
6779,0.653,0.657,0.662,0.659
6780,0.652,0.659,0.663,0.657
6781,0.653,0.658,0.664,0.657
6782,0.652,0.656,0.663,0.656
6783,0.653,0.658,0.663,0.657
6784,0.653,0.658,0.661,0.657
6785,0.654,0.657,0.662,0.656
6786,0.653,0.658,0.663,0.659
6787,0.651,0.657,0.662,0.657
6788,0.654,0.657,0.663,0.659
6789,0.653,0.656,0.664,0.659
6790,0.652,0.658,0.662,0.656
6791,0.653,0.658,0.663,0.657
6792,0.653,0.656,0.66,0.657
6793,0.653,0.658,0.662,0.66
6794,0.651,0.657,0.663,0.657
6795,0.653,0.657,0.663,0.653
6796,0.653,0.659,0.662,0.654
6797,0.653,0.658,0.662,0.655
6798,0.653,0.656,0.662,0.654
6799,0.653,0.657,0.663,0.654
6800,0.653,0.659,0.659,0.657
6801,0.653,0.66,0.661,0.658
6802,0.651,0.657,0.662,0.661
6803,0.651,0.658,0.663,0.657
6804,0.651,0.658,0.66,0.654
6805,0.653,0.655,0.661,0.656
6806,0.652,0.657,0.663,0.657
6807,0.653,0.657,0.663,0.659
6808,0.653,0.657,0.663,0.657
6809,0.652,0.657,0.666,0.659
6810,0.651,0.654,0.661,0.657
6811,0.651,0.656,0.663,0.658
6812,0.651,0.658,0.662,0.657
6813,0.652,0.658,0.663,0.656
6814,0.651,0.657,0.661,0.658
