m1 TID @ 17:35:29,m2 TID @ 17:35:29,m3 TID @ 17:35:29,m1 TID @ 17:35:30,m2 TID @ 17:35:30,m3 TID @ 17:35:30,m3 TID @ 17:35:31,m1 TID @ 17:35:31,m2 TID @ 17:35:31,m1 TID @ 17:35:32,m2 TID @ 17:35:32,m3 TID @ 17:35:32,m1 TID @ 17:35:33,m2 TID @ 17:35:33,m3 TID @ 17:35:33,m1 TID @ 17:35:34,m2 TID @ 17:35:34,m3 TID @ 17:35:34,m1 TID @ 17:35:35,m2 TID @ 17:35:35,m3 TID @ 17:35:35,m2 TID @ 17:35:36,m3 TID @ 17:35:36,m1 TID @ 17:35:36,m2 TID @ 17:35:37,m3 TID @ 17:35:37,m1 TID @ 17:35:37,m1 TID @ 17:35:38,m2 TID @ 17:35:38,m3 TID @ 17:35:38,m1 TID @ 17:35:39,m2 TID @ 17:35:39,m3 TID @ 17:35:39,m1 TID @ 17:35:40,m2 TID @ 17:35:40,m3 TID @ 17:35:40,m1 TID @ 17:35:41,m2 TID @ 17:35:41,m3 TID @ 17:35:41,m1 TID @ 17:35:42,m2 TID @ 17:35:42,m3 TID @ 17:35:42,m1 TID @ 17:35:43,m2 TID @ 17:35:43,m3 TID @ 17:35:43,m1 TID @ 17:35:44,m2 TID @ 17:35:44,m3 TID @ 17:35:44,m1 TID @ 17:35:46,m2 TID @ 17:35:46,m3 TID @ 17:35:46,m1 TID @ 17:35:47,m2 TID @ 17:35:47,m3 TID @ 17:35:47,m1 TID @ 17:35:48,m2 TID @ 17:35:48,m3 TID @ 17:35:48,m1 TID @ 17:35:49,m2 TID @ 17:35:49,m3 TID @ 17:35:49,m1 TID @ 17:35:50,m2 TID @ 17:35:50,m3 TID @ 17:35:50,m1 TID @ 17:35:51,m2 TID @ 17:35:51,m3 TID @ 17:35:51,m1 TID @ 17:35:52,m2 TID @ 17:35:52,m3 TID @ 17:35:52,m1 TID @ 17:35:53,m2 TID @ 17:35:53,m3 TID @ 17:35:53,m1 TID @ 17:35:54,m2 TID @ 17:35:54,m3 TID @ 17:35:54,m3 TID @ 17:35:55,m1 TID @ 17:35:55,m2 TID @ 17:35:55,m1 TID @ 17:35:56,m2 TID @ 17:35:56,m3 TID @ 17:35:56,m1 TID @ 17:35:57,m2 TID @ 17:35:57,m3 TID @ 17:35:57,m3 TID @ 17:35:58,m1 TID @ 17:35:58,m2 TID @ 17:35:58,m1 TID @ 17:35:59,m2 TID @ 17:35:59,m3 TID @ 17:35:59,m1 TID @ 17:36:00,m2 TID @ 17:36:00,m3 TID @ 17:36:00,m1 TID @ 17:36:01,m2 TID @ 17:36:01,m3 TID @ 17:36:01,m1 TID @ 17:36:02,m2 TID @ 17:36:02,m3 TID @ 17:36:02,m1 TID @ 17:36:03,m2 TID @ 17:36:03,m3 TID @ 17:36:03,m1 TID @ 17:36:04,m2 TID @ 17:36:04,m3 TID @ 17:36:04,m1 TID @ 17:36:05,m2 TID @ 17:36:05,m3 TID @ 17:36:05,m1 TID @ 17:36:06,m2 TID @ 17:36:06,m3 TID @ 17:36:06,m1 TID @ 17:36:07,m2 TID @ 17:36:07,m3 TID @ 17:36:07,m1 TID @ 17:36:08,m2 TID @ 17:36:08,m3 TID @ 17:36:08,m1 TID @ 17:36:09,m2 TID @ 17:36:09,m3 TID @ 17:36:09,m1 TID @ 17:36:10,m2 TID @ 17:36:10,m3 TID @ 17:36:10,m1 TID @ 17:36:11,m2 TID @ 17:36:11,m3 TID @ 17:36:11,m1 TID @ 17:36:12,m2 TID @ 17:36:12,m3 TID @ 17:36:12,m1 TID @ 17:36:13,m2 TID @ 17:36:13,m3 TID @ 17:36:13,m2 TID @ 17:36:14,m3 TID @ 17:36:14,m1 TID @ 17:36:14,m1 TID @ 17:36:15,m2 TID @ 17:36:15,m3 TID @ 17:36:15,m1 TID @ 17:36:16,m2 TID @ 17:36:16,m3 TID @ 17:36:16,m2 TID @ 17:36:17,m3 TID @ 17:36:17,m1 TID @ 17:36:17,m1 TID @ 17:36:18,m2 TID @ 17:36:18,m3 TID @ 17:36:18,m1 TID @ 17:36:19,m2 TID @ 17:36:19,m3 TID @ 17:36:19,m1 TID @ 17:36:20,m2 TID @ 17:36:20,m3 TID @ 17:36:20,m2 TID @ 17:36:21,m3 TID @ 17:36:21,m1 TID @ 17:36:21,m1 TID @ 17:36:22,m2 TID @ 17:36:22,m3 TID @ 17:36:22,m1 TID @ 17:36:23,m2 TID @ 17:36:23,m3 TID @ 17:36:23,m1 TID @ 17:36:24,m2 TID @ 17:36:24,m3 TID @ 17:36:24,m1 TID @ 17:36:25,m2 TID @ 17:36:25,m3 TID @ 17:36:25,m1 TID @ 17:36:26,m2 TID @ 17:36:26,m3 TID @ 17:36:26,m1 TID @ 17:36:27,m2 TID @ 17:36:27,m3 TID @ 17:36:27,m1 TID @ 17:36:28,m2 TID @ 17:36:28,m3 TID @ 17:36:28,m1 TID @ 17:36:29,m2 TID @ 17:36:29,m3 TID @ 17:36:29,m3 TID @ 17:36:30,m1 TID @ 17:36:30,m2 TID @ 17:36:30,m1 TID @ 17:36:31,m2 TID @ 17:36:31,m3 TID @ 17:36:31,m1 TID @ 17:36:32,m2 TID @ 17:36:32,m3 TID @ 17:36:32,m1 TID @ 17:36:33,m2 TID @ 17:36:33,m3 TID @ 17:36:33,m1 TID @ 17:36:34,m2 TID @ 17:36:34,m3 TID @ 17:36:34,m1 TID @ 17:36:35,m2 TID @ 17:36:35,m3 TID @ 17:36:35,m1 TID @ 17:36:36,m2 TID @ 17:36:36,m3 TID @ 17:36:36,m1 TID @ 17:36:37,m2 TID @ 17:36:37,m3 TID @ 17:36:37,m1 TID @ 17:36:38,m2 TID @ 17:36:38,m3 TID @ 17:36:38,m1 TID @ 17:36:39,m2 TID @ 17:36:39,m3 TID @ 17:36:39,m1 TID @ 17:36:40,m2 TID @ 17:36:40,m3 TID @ 17:36:40,m1 TID @ 17:36:41,m2 TID @ 17:36:41,m3 TID @ 17:36:41,m1 TID @ 17:36:42,m2 TID @ 17:36:42,m3 TID @ 17:36:42,m1 TID @ 17:36:43,m2 TID @ 17:36:43,m3 TID @ 17:36:43,m1 TID @ 17:36:44,m2 TID @ 17:36:44,m3 TID @ 17:36:44,m1 TID @ 17:36:45,m2 TID @ 17:36:45,m3 TID @ 17:36:45,m1 TID @ 17:36:46,m2 TID @ 17:36:46,m3 TID @ 17:36:46,m1 TID @ 17:36:47,m2 TID @ 17:36:47,m3 TID @ 17:36:47
239,255,127,239,255,127,127,239,255,239,255,127,239,223,127,239,223,127,239,223,127,255,127,239,223,127,239,239,223,127,239,223,127,239,255,127,239,255,127,239,255,127,239,255,127,239,255,127,239,255,127,239,255,127,239,255,127,239,255,127,239,255,127,239,255,127,239,255,127,239,255,127,239,247,127,127,239,247,239,247,127,239,247,127,127,239,247,239,247,127,239,247,127,239,247,127,239,247,127,239,247,127,239,247,127,239,247,127,239,247,127,239,247,127,239,247,127,239,247,127,239,247,127,239,247,127,239,247,127,239,247,127,247,127,239,239,247,127,239,247,127,247,127,239,239,247,127,239,247,127,239,215,127,215,127,239,239,215,127,239,215,127,239,215,127,239,215,127,239,215,127,239,247,127,239,247,127,239,247,127,127,239,247,239,247,127,239,247,127,239,247,127,239,247,127,239,247,127,239,247,127,239,247,127,239,247,127,239,247,127,239,247,127,239,247,127,239,215,127,239,247,127,239,247,127,239,247,127,239,247,127,239,247,127
237,222,231,237,222,231,231,237,222,237,222,231,237,222,231,237,222,231,237,222,231,222,231,237,222,231,109,109,222,231,109,222,231,109,222,231,109,222,231,109,222,231,109,222,231,109,222,231,109,222,231,109,222,231,109,222,231,109,222,231,109,222,231,109,222,231,109,222,231,109,222,231,109,222,103,103,109,222,109,222,103,109,222,103,103,109,222,109,222,103,109,222,103,109,222,103,109,222,103,109,222,103,109,222,103,109,222,103,109,222,103,109,222,103,109,222,103,109,222,103,109,222,103,109,222,103,109,222,103,109,222,103,222,103,109,109,222,103,109,222,103,222,103,109,109,222,103,109,222,103,109,222,103,222,103,109,109,222,103,109,222,103,109,222,103,109,222,103,109,222,103,109,222,103,109,222,103,109,222,103,103,109,222,109,222,103,109,222,103,109,222,103,109,222,103,109,222,103,109,222,103,109,222,103,109,222,103,109,222,103,109,222,103,109,222,103,109,222,103,109,222,103,109,222,103,109,222,103,109,222,103,109,222,103
239,206,235,239,206,235,235,239,206,239,206,235,239,206,235,239,206,235,239,206,235,206,235,239,206,235,239,239,206,235,239,206,235,239,207,235,239,206,235,239,206,235,239,206,235,239,206,235,239,207,235,239,206,235,239,206,235,239,206,235,239,206,235,239,206,235,239,206,235,239,206,235,239,206,239,239,239,206,239,206,239,239,206,239,239,239,206,239,206,239,239,206,239,239,206,239,239,206,239,239,206,239,239,206,239,239,206,239,239,206,239,239,206,239,239,206,239,239,206,239,239,206,239,239,206,239,239,206,239,239,206,239,206,239,239,239,206,239,239,206,239,206,239,239,239,206,239,239,206,239,239,206,239,206,239,239,239,206,239,239,206,239,239,207,239,239,206,239,239,206,239,239,206,239,239,206,239,239,206,239,239,239,206,239,206,239,239,206,239,239,206,239,239,206,239,239,206,239,239,206,239,239,206,239,239,206,239,239,206,239,239,206,239,239,206,239,239,206,239,239,206,239,239,206,239,239,206,239,239,206,239,239,206,239
63,255,81,63,255,81,81,63,255,63,255,81,63,255,81,63,255,81,63,255,81,255,81,63,255,81,63,63,255,81,63,255,81,63,255,81,63,255,81,63,255,81,63,255,81,63,255,81,63,255,81,63,255,81,63,255,81,63,255,81,63,255,81,63,255,81,63,255,81,63,255,81,63,255,81,81,63,255,63,255,81,63,255,81,81,63,255,63,255,81,63,255,81,63,255,81,63,255,81,63,255,81,63,255,81,63,255,81,63,255,81,63,255,81,63,255,81,63,255,81,63,255,81,63,255,81,63,255,81,63,255,81,255,81,63,63,255,81,63,255,81,255,81,63,63,255,81,63,255,81,63,255,81,255,81,63,63,255,81,63,255,81,63,255,81,63,255,81,63,255,81,63,255,81,63,255,81,63,255,81,81,63,255,63,255,81,63,255,81,63,255,81,63,255,113,63,255,113,63,255,113,63,255,113,63,255,113,63,255,113,63,255,113,63,255,113,63,255,113,63,255,113,63,255,113,63,255,113,63,255,113,63,255,113
187,253,95,187,253,95,95,187,253,187,253,95,187,253,95,187,253,95,187,253,95,253,95,187,253,95,187,187,253,95,187,253,95,187,253,95,187,253,95,187,253,95,187,253,95,187,253,95,187,253,95,187,253,95,187,253,95,187,253,95,187,253,95,187,253,95,187,253,95,187,253,95,187,189,95,95,187,189,187,189,95,187,253,95,95,187,253,187,253,95,187,253,95,187,253,95,187,189,95,187,189,95,187,189,95,187,253,95,187,253,95,187,253,95,187,253,95,187,253,95,187,253,95,187,253,95,187,253,95,187,253,95,253,95,187,187,253,95,187,253,95,253,95,187,187,253,95,187,189,95,187,189,95,189,95,187,187,253,95,187,253,95,187,253,95,187,253,95,187,253,95,187,253,95,187,253,95,187,253,95,95,187,253,187,253,95,187,253,95,187,253,95,186,253,95,186,189,95,186,189,95,186,189,95,186,189,95,186,253,95,186,253,95,186,253,95,186,253,95,186,253,95,186,253,95,186,253,95,186,253,95,186,253,95
162,95,81,162,31,81,81,162,31,162,31,81,162,31,81,162,31,81,162,31,81,31,81,162,31,81,162,162,31,81,162,31,81,162,31,81,162,31,81,162,31,81,162,31,81,162,31,81,162,31,81,162,31,81,162,31,81,162,31,81,162,31,81,162,31,81,162,31,81,162,31,81,162,30,81,81,162,31,162,31,81,162,31,81,81,162,31,162,31,81,162,31,81,162,31,81,162,31,81,162,31,81,162,31,81,162,31,81,162,31,81,162,31,81,162,31,81,162,31,81,162,31,81,162,31,81,162,31,81,162,31,81,31,81,162,162,31,81,162,31,81,31,81,162,162,31,81,162,31,81,162,31,81,31,81,162,162,31,81,162,31,81,162,31,81,162,31,81,162,31,81,162,31,81,162,31,81,162,31,81,81,162,31,162,31,81,162,31,81,162,31,81,162,95,81,162,31,81,162,31,81,162,31,81,162,31,81,162,31,81,162,31,81,162,31,81,162,31,81,162,31,81,162,31,81,162,31,81,162,31,81,162,31,81
127,119,253,127,119,253,253,127,119,127,119,253,127,119,253,127,119,253,127,119,253,119,253,127,119,253,127,127,119,253,127,119,253,127,119,253,127,119,221,127,119,221,127,119,221,127,119,221,127,119,221,127,119,221,127,119,221,127,119,221,127,119,221,127,119,221,127,119,221,127,119,221,127,119,157,157,127,119,127,119,157,127,119,157,157,127,119,127,119,157,127,119,157,127,119,157,127,119,157,127,119,157,127,119,157,127,119,157,127,119,157,127,119,157,127,119,157,127,119,157,127,119,157,127,119,157,127,119,157,127,119,157,119,157,127,127,119,157,127,119,157,119,157,127,127,119,157,127,119,157,127,119,157,119,157,127,127,119,157,127,119,157,127,119,157,127,119,157,127,119,157,127,119,157,127,119,157,127,119,157,157,127,119,127,119,157,127,119,157,127,119,157,125,119,221,125,119,221,125,119,221,125,119,221,125,119,221,125,119,221,125,119,221,125,119,221,125,119,221,125,119,221,125,119,221,125,119,221,125,119,221,125,119,221
93,184,189,125,184,189,189,125,184,125,184,189,125,184,189,125,184,189,125,184,189,184,189,125,184,189,125,125,184,189,125,184,189,125,184,189,125,184,189,125,184,189,125,184,189,125,184,189,125,184,189,125,184,189,125,184,189,125,184,189,125,184,189,125,184,189,125,184,189,125,184,189,125,184,189,189,125,184,125,184,189,125,184,189,189,125,184,125,184,189,125,184,189,125,184,189,125,184,189,125,184,189,125,184,189,125,184,189,125,184,189,125,184,189,125,184,189,125,184,189,125,184,189,125,184,189,125,184,189,125,184,189,184,189,125,125,184,189,125,184,189,184,189,125,125,184,189,125,184,189,125,184,189,184,189,125,125,184,189,125,184,189,125,184,189,125,184,189,125,184,189,125,184,189,125,184,189,125,184,189,189,125,184,125,184,189,125,184,189,125,184,189,125,184,189,125,184,189,125,184,189,125,184,189,125,184,189,125,184,189,125,184,189,125,184,189,125,184,189,125,184,189,125,184,189,125,184,189,125,184,189,125,184,189
255,71,223,127,71,223,223,127,71,127,71,223,127,71,223,127,71,223,127,71,223,71,223,127,71,223,127,127,71,223,127,71,223,127,71,223,127,71,223,127,71,223,127,71,223,127,71,223,127,71,223,127,71,223,127,71,223,127,71,223,127,71,223,127,71,223,127,71,223,127,71,223,127,67,223,223,127,67,127,67,223,127,67,223,223,127,67,127,67,223,127,67,223,127,67,223,127,67,223,127,67,223,127,67,223,127,67,223,127,67,223,127,67,223,127,67,223,127,67,223,127,67,223,127,67,223,127,67,223,127,67,223,67,223,127,127,67,223,127,67,223,67,223,127,127,67,223,127,67,223,127,67,223,67,223,127,127,67,223,127,67,223,127,67,223,127,67,223,127,67,223,127,67,223,127,67,223,127,67,223,223,127,67,127,67,223,127,67,223,127,67,223,127,67,223,127,67,223,127,67,223,127,67,223,127,67,223,127,67,223,127,67,223,127,67,223,127,67,223,127,67,223,127,67,223,127,67,223,127,67,223,127,67,223
137,225,132,137,193,132,132,137,193,137,193,132,137,193,132,137,193,132,137,193,132,193,132,137,193,132,137,137,193,132,137,193,132,137,193,132,137,193,132,137,193,132,137,193,132,137,193,132,137,193,132,137,193,132,137,193,132,137,193,132,137,193,132,137,193,132,137,193,132,137,193,132,136,233,132,132,136,233,8,233,132,136,201,132,132,136,201,136,201,132,136,201,132,136,201,132,136,201,132,136,201,132,8,201,132,136,201,132,136,201,132,136,201,132,136,201,132,136,201,132,136,201,132,136,201,132,136,201,132,136,201,132,201,132,136,136,201,132,136,201,132,201,132,136,136,201,132,136,201,132,136,201,132,201,132,136,136,201,132,136,201,132,136,201,132,136,201,132,136,201,132,136,201,132,136,201,132,136,201,132,132,136,201,136,201,132,136,201,132,136,201,132,137,201,132,137,201,132,136,201,132,136,201,132,136,201,132,136,201,132,136,201,132,136,201,132,136,201,132,136,201,132,136,201,132,136,201,132,136,201,132,136,201,132
103,45,187,103,45,187,187,103,45,103,45,187,103,45,187,103,45,187,103,45,187,45,187,103,45,187,103,103,45,187,103,45,187,103,45,187,103,45,187,103,45,187,103,45,187,103,45,187,103,45,187,103,45,187,103,45,187,103,45,187,103,45,187,103,45,187,103,45,187,103,45,187,101,45,187,187,101,45,101,45,187,101,45,187,187,101,45,101,45,187,101,45,187,101,45,187,101,45,187,101,45,187,101,45,187,101,45,187,101,47,187,101,45,187,101,45,187,101,45,187,101,45,187,101,45,187,101,45,187,101,47,187,45,187,101,101,45,187,101,45,187,45,187,101,101,45,187,101,47,187,101,45,187,45,187,101,101,45,187,101,45,187,101,45,187,101,45,187,101,45,187,101,45,187,101,45,187,101,45,187,187,101,47,101,45,187,101,45,187,101,45,187,103,45,187,103,45,187,103,45,187,103,45,187,103,45,187,103,45,187,103,45,187,103,45,187,103,45,187,103,45,187,103,45,187,103,45,187,103,45,187,103,45,187
17,239,16,17,239,16,16,17,239,17,239,16,17,239,16,17,239,16,17,239,16,239,16,17,239,16,17,17,239,16,17,239,16,17,239,16,17,239,16,17,239,16,17,239,16,17,239,16,17,239,16,17,239,16,17,239,16,17,239,16,17,239,16,17,239,16,17,239,16,17,239,16,17,239,16,16,17,239,17,239,16,17,239,16,16,17,239,17,239,16,17,239,16,17,239,16,17,239,16,17,239,16,17,239,16,17,239,16,17,239,16,17,239,16,17,239,16,17,239,16,17,239,16,17,239,16,17,239,16,17,239,16,239,16,17,17,239,16,17,239,16,239,16,17,17,239,16,17,239,16,17,239,16,239,16,17,17,239,16,17,239,16,17,239,16,17,239,16,17,239,16,17,239,16,17,239,16,17,239,16,16,17,239,17,239,16,17,239,16,17,239,16,17,239,16,17,239,16,17,239,16,17,239,16,17,239,16,17,239,16,17,239,16,17,239,16,17,239,16,17,239,16,17,239,16,17,239,16,17,239,16,17,239,16
85,118,247,85,118,247,247,85,118,85,118,247,85,118,247,85,118,247,85,118,247,118,247,85,118,247,85,85,118,247,85,118,247,85,118,247,85,118,247,85,118,247,85,118,247,85,118,247,85,118,247,85,118,247,85,118,247,85,118,247,85,118,247,85,118,247,85,118,247,85,118,247,85,118,247,247,85,118,85,118,247,85,118,247,247,85,118,85,118,247,85,118,247,85,118,247,85,118,247,85,118,247,85,118,247,85,118,247,85,118,247,85,118,247,85,118,247,85,118,247,85,118,247,85,118,247,85,118,247,85,118,247,118,247,85,85,118,247,85,118,247,118,247,85,85,118,247,85,118,247,85,118,247,118,247,85,85,118,247,85,118,247,85,118,247,85,118,247,85,118,247,85,118,247,85,118,247,85,118,247,247,85,118,85,118,247,85,118,247,85,118,247,85,118,247,85,118,247,85,118,247,85,118,247,85,118,247,85,118,247,85,118,247,85,118,247,85,118,247,85,118,247,85,118,247,85,118,247,85,118,247,85,118,247
104,252,235,104,252,107,99,104,252,104,252,99,104,252,99,104,252,99,104,252,99,252,99,104,252,99,104,104,252,99,104,252,107,104,252,99,104,252,99,104,252,99,104,252,99,104,252,99,40,252,99,104,252,99,104,252,99,104,252,99,104,252,99,104,252,99,104,252,99,104,252,99,96,252,99,99,104,252,104,252,99,104,252,99,99,104,252,104,252,99,104,252,99,104,252,99,104,252,99,104,252,99,104,252,99,40,252,99,104,252,99,104,252,99,104,252,99,104,252,99,104,252,107,104,252,107,104,252,99,40,252,99,252,99,104,104,252,99,104,252,99,252,99,104,104,252,99,104,252,99,104,252,99,252,99,104,104,252,99,104,252,99,104,252,99,40,252,99,104,252,99,104,252,99,104,252,99,104,252,99,99,104,252,104,252,99,104,252,99,104,252,99,104,252,99,104,252,99,104,252,99,104,252,99,104,252,99,104,252,99,104,252,99,104,252,99,104,252,99,104,252,99,104,252,99,104,252,99,104,252,99,104,252,99
252,63,31,252,63,31,31,252,63,252,63,31,252,63,31,252,63,31,252,63,31,127,31,252,63,31,252,252,63,31,252,63,31,252,63,31,252,63,31,252,63,31,252,63,31,252,63,31,252,63,31,252,63,31,252,63,31,252,63,31,252,63,31,252,63,31,252,127,31,252,63,31,252,63,31,31,252,63,252,63,31,252,63,31,31,252,63,252,63,31,252,63,31,252,63,31,252,63,31,252,63,31,252,63,31,252,63,31,252,63,31,252,63,31,252,63,31,252,63,31,252,63,31,252,63,31,252,63,31,252,63,31,63,31,252,252,63,31,252,63,31,63,31,252,252,63,31,252,63,31,252,63,31,63,31,252,252,63,31,252,63,31,252,63,31,252,63,31,252,63,31,252,63,31,252,63,31,252,63,31,31,252,63,252,63,31,252,63,31,252,63,31,252,63,31,252,63,31,252,63,31,252,63,31,252,63,31,252,63,31,252,63,31,252,63,31,252,63,31,252,63,31,252,63,31,252,63,31,252,63,31,252,63,31
181,78,241,165,78,113,113,165,78,181,78,113,165,78,115,165,78,115,165,78,115,78,115,165,78,115,165,181,78,115,165,78,113,165,78,113,165,78,113,165,78,113,165,78,241,181,78,241,165,78,113,181,78,113,165,78,113,165,78,115,165,70,115,165,70,115,165,70,113,181,70,113,165,70,241,113,165,70,165,70,113,165,70,113,113,165,70,165,70,113,165,70,113,165,70,113,165,70,113,165,70,113,165,70,113,165,70,113,165,70,113,181,70,113,181,70,113,165,6,241,165,6,241,165,6,241,165,6,241,165,6,113,6,243,165,165,6,115,165,6,113,6,115,165,165,6,115,165,6,241,165,6,241,6,113,165,165,6,113,181,6,241,165,6,241,165,6,113,165,6,113,165,6,113,165,6,113,165,6,241,113,165,6,165,6,113,181,6,113,165,6,115,165,14,241,165,78,115,165,78,115,165,70,115,165,70,243,165,70,115,165,70,115,165,70,241,165,70,113,165,70,113,165,70,113,181,70,113,165,70,113,165,70,113
253,215,190,237,215,190,190,237,215,237,215,190,237,215,190,229,215,190,237,215,190,215,190,237,215,190,237,237,215,190,237,215,190,237,215,190,237,199,190,237,199,190,237,199,190,229,199,190,229,199,190,229,199,190,245,199,190,237,199,190,237,199,190,237,199,190,237,199,190,237,199,190,173,215,190,190,173,215,173,215,190,173,215,190,190,173,215,173,215,190,173,199,190,165,199,190,165,199,190,173,199,190,173,199,190,173,199,190,173,199,190,173,199,190,173,199,190,173,199,190,173,199,190,173,199,190,173,199,190,173,199,190,199,190,173,189,199,190,173,199,190,199,190,173,173,199,190,173,199,190,173,199,190,199,190,173,173,199,190,173,199,190,173,199,190,173,199,190,173,199,190,173,199,190,173,199,190,173,199,190,190,173,199,173,199,190,165,199,190,165,199,190,173,215,190,189,199,190,173,199,190,173,199,190,173,199,190,173,199,190,173,199,190,173,199,190,173,199,190,173,199,190,173,199,190,173,199,190,173,199,190,173,199,190
241,209,169,241,217,184,184,241,209,241,217,184,241,211,184,241,219,184,241,209,184,209,184,241,209,184,241,241,217,184,241,217,184,241,217,184,241,219,184,241,217,184,241,209,184,241,217,184,241,211,184,241,217,184,241,219,184,241,217,184,241,209,184,241,217,184,241,217,184,241,217,184,241,219,184,184,241,219,241,209,184,241,217,184,184,241,209,241,209,184,241,217,184,241,209,184,241,217,184,241,209,184,241,211,184,241,209,184,241,219,184,241,211,184,241,219,184,241,211,184,241,217,184,241,217,184,241,217,184,241,219,184,217,184,241,241,209,184,241,217,184,217,184,241,241,217,184,241,217,184,241,217,184,219,184,241,241,209,184,241,209,184,241,211,184,241,217,188,241,209,184,241,217,184,241,209,184,241,217,184,184,241,209,241,209,184,241,209,184,241,217,184,241,219,186,241,217,186,241,211,186,241,211,186,241,219,186,241,219,186,241,217,186,241,217,186,241,211,186,241,217,186,241,217,186,241,209,186,241,217,186,241,211,186
239,95,239,239,93,239,239,239,93,239,95,239,239,31,239,239,31,239,239,31,239,93,239,239,93,239,239,239,31,239,239,31,239,239,93,239,239,93,239,239,29,239,239,29,239,239,95,239,239,29,239,239,29,239,239,29,239,239,29,239,239,31,239,239,29,239,239,31,239,239,31,239,239,29,239,239,239,31,239,29,239,239,31,239,239,239,95,239,31,239,239,93,239,239,31,239,239,95,239,239,95,239,239,95,239,239,29,239,239,93,239,239,95,239,239,95,239,239,95,239,239,95,239,239,29,239,239,31,239,239,29,239,31,239,239,239,31,239,239,29,239,29,239,239,239,31,239,239,93,239,239,93,239,95,239,239,239,93,239,239,93,239,239,95,239,239,95,239,239,93,239,239,95,239,239,29,239,239,31,239,239,239,31,239,31,239,239,31,239,239,31,239,239,93,239,239,31,239,239,29,239,239,31,239,239,31,239,239,29,239,239,29,239,239,31,239,239,29,239,239,31,239,239,29,239,239,95,239,239,93,239,239,31,239
204,55,177,204,183,177,177,204,183,204,183,177,204,181,177,204,181,177,204,181,177,181,177,204,181,177,204,204,181,177,204,181,177,204,181,177,204,181,177,204,181,177,204,181,177,204,181,177,204,183,177,204,183,177,204,181,177,204,181,177,204,181,177,204,181,177,204,181,177,204,181,177,204,181,177,177,204,181,204,181,177,204,181,177,177,204,181,204,181,177,204,181,177,204,181,177,204,181,177,204,181,177,204,181,177,204,181,177,204,181,177,204,181,177,204,181,177,204,181,177,204,181,177,204,181,177,204,181,177,204,181,177,181,177,204,204,181,177,204,181,177,181,177,204,204,181,177,204,181,177,204,181,177,181,177,204,204,181,177,204,181,177,204,181,177,204,181,177,204,183,177,204,183,177,204,181,177,204,183,177,177,204,183,204,181,177,204,181,177,204,181,177,204,183,177,204,183,177,204,181,177,204,181,177,204,181,177,204,181,177,204,181,177,204,181,177,204,181,177,204,181,177,204,181,177,204,181,177,204,181,177,204,181,177
251,254,251,251,254,251,251,251,254,251,254,251,251,254,251,251,254,251,250,254,251,254,251,250,254,251,250,250,254,251,250,254,251,250,254,251,250,254,251,250,254,251,250,254,251,250,254,251,250,254,251,250,254,251,250,254,251,250,254,251,250,254,251,250,254,251,250,254,251,250,254,251,250,254,187,187,250,254,250,254,187,250,190,187,187,250,254,250,254,187,250,190,187,250,254,187,250,254,187,250,254,187,250,254,187,250,254,187,250,254,187,250,190,187,250,190,187,250,190,187,250,190,187,250,190,187,250,190,187,250,190,187,190,187,250,250,190,187,250,190,187,190,187,250,250,190,187,250,190,187,250,190,187,190,187,250,250,190,187,250,190,187,250,190,187,250,190,187,250,190,187,250,190,187,250,190,187,250,190,187,187,250,190,250,190,187,250,190,187,250,190,187,250,190,187,250,190,187,250,190,187,250,190,187,250,190,187,250,190,187,250,190,187,250,190,187,250,190,187,250,190,187,250,190,187,250,190,187,250,190,187,250,190,187
194,26,214,194,26,214,150,194,26,194,26,214,194,26,214,194,26,214,194,154,214,154,214,194,154,214,194,194,154,214,194,154,214,194,154,150,194,154,150,194,154,214,194,154,214,194,154,214,194,154,150,194,154,214,194,154,214,194,154,214,194,154,214,194,154,150,194,154,214,194,154,214,130,26,214,214,130,26,130,26,214,130,154,214,150,130,154,130,154,214,130,27,214,130,27,214,130,27,214,130,27,214,130,27,214,130,27,214,130,27,214,130,27,214,130,27,214,130,27,214,130,27,214,130,27,150,130,27,214,130,27,214,27,150,130,130,27,150,130,27,150,27,214,130,130,27,214,130,155,214,130,155,214,155,214,130,130,155,150,130,155,214,130,155,150,130,27,214,130,27,214,130,27,214,130,27,214,130,27,150,150,130,27,130,27,214,130,27,214,130,27,150,194,27,214,194,27,214,194,27,214,194,27,214,194,27,214,194,27,150,194,27,214,194,27,150,194,27,214,194,27,214,194,27,150,194,27,214,194,155,214,194,155,214
