,I03,I12
3905,0.375,0.235
3906,0.38,0.23
3907,0.375,0.23
3908,0.375,0.235
3909,0.375,0.235
3910,0.38,0.235
3911,0.385,0.225
3912,0.375,0.235
3913,0.375,0.23
3914,0.385,0.24
3915,0.375,0.26
3916,0.375,0.24
3917,0.38,0.235
3918,0.38,0.235
3919,0.365,0.23
3920,0.38,0.235
3921,0.37,0.235
3922,0.375,0.225
3923,0.375,0.25
3924,0.38,0.235
3925,0.38,0.235
3926,0.375,0.25
3927,0.375,0.23
3928,0.38,0.23
3929,0.38,0.235
3930,0.375,0.235
3931,0.375,0.235
3932,0.375,0.235
3933,0.375,0.23
3934,0.375,0.24
3935,0.375,0.23
3936,0.38,0.235
3937,0.385,0.23
3938,0.38,0.24
3939,0.38,0.235
3940,0.38,0.23
3941,0.375,0.24
3942,0.38,0.235
3943,0.375,0.23
3944,0.38,0.24
3945,0.38,0.235
3946,0.38,0.235
3947,0.37,0.23
3948,0.385,0.235
3949,0.38,0.235
3950,0.375,0.235
3951,0.38,0.23
3952,0.375,0.23
3953,0.375,0.235
3954,0.38,0.235
3955,0.375,0.235
3956,0.385,0.245
3957,0.375,0.23
3958,0.38,0.235
3959,0.375,0.235
3960,0.38,0.23
3961,0.375,0.23
3962,0.375,0.24
3963,0.38,0.24
3964,0.375,0.235
3965,0.375,0.235
3966,0.375,0.235
3967,0.375,0.235
3968,0.385,0.23
3969,0.38,0.23
3970,0.375,0.235
3971,0.38,0.235
3972,0.375,0.235
3973,0.37,0.235
3974,0.375,0.23
3975,0.375,0.235
3976,0.385,0.23
3977,0.375,0.235
3978,0.38,0.23
3979,0.38,0.24
3980,0.375,0.235
3981,0.375,0.255
3982,0.38,0.23
3983,0.38,0.23
3984,0.375,0.24
3985,0.38,0.235
3986,0.375,0.24
3987,0.375,0.235
3988,0.38,0.235
3989,0.375,0.24
3990,0.375,0.235
3991,0.375,0.23
3992,0.375,0.235
3993,0.38,0.225
3994,0.375,0.235
3995,0.375,0.235
3996,0.375,0.235
3997,0.38,0.23
3998,0.375,0.235
3999,0.38,0.235
4000,0.38,0.235
4001,0.38,0.23
4002,0.375,0.23
4003,0.38,0.245
4004,0.375,0.255
4005,0.375,0.235
4006,0.375,0.235
4007,0.38,0.23
4008,0.38,0.23
4009,0.38,0.235
4010,0.385,0.23
4011,0.39,0.23
4012,0.38,0.235
4013,0.38,0.24
4014,0.375,0.235
4015,0.38,0.245
4016,0.38,0.23
4017,0.375,0.23
4018,0.37,0.24
4019,0.375,0.235
4020,0.375,0.24
4021,0.38,0.23
4022,0.38,0.235
4023,0.38,0.235
4024,0.38,0.235
4025,0.38,0.235
4026,0.38,0.235
4027,0.38,0.24
4028,0.375,0.235
4029,0.38,0.24
4030,0.395,0.235
4031,0.38,0.23
4032,0.37,0.235
4033,0.38,0.23
4034,0.375,0.23
4035,0.375,0.235
4036,0.385,0.23
4037,0.375,0.235
4038,0.385,0.23
4039,0.375,0.235
4040,0.375,0.235
4041,0.385,0.235
4042,0.375,0.235
4043,0.38,0.24
4044,0.38,0.23
4045,0.385,0.25
4046,0.38,0.235
4047,0.375,0.235
4048,0.38,0.23
4049,0.38,0.23
4050,0.37,0.24
4051,0.38,0.23
4052,0.38,0.235
4053,0.38,0.235
4054,0.385,0.235
4055,0.38,0.225
4056,0.38,0.23
4057,0.375,0.225
4058,0.375,0.235
4059,0.385,0.235
4060,0.375,0.23
4061,0.38,0.235
4062,0.375,0.23
4063,0.38,0.235
4064,0.375,0.24
4065,0.385,0.23
4066,0.375,0.235
4067,0.38,0.235
4068,0.38,0.24
4069,0.38,0.235
4070,0.375,0.24
4071,0.375,0.235
4072,0.375,0.23
4073,0.375,0.25
4074,0.38,0.235
4075,0.375,0.235
4076,0.38,0.23
4077,0.385,0.235
4078,0.38,0.225
4079,0.38,0.235
4080,0.385,0.235
4081,0.375,0.24
4082,0.38,0.23
4083,0.375,0.24
4084,0.38,0.235
4085,0.375,0.23
4086,0.38,0.235
4087,0.38,0.23
4088,0.38,0.24
4089,0.38,0.23
4090,0.38,0.225
4091,0.375,0.235
4092,0.375,0.23
4093,0.37,0.225
4094,0.385,0.235
4095,0.375,0.25
4096,0.385,0.235
4097,0.38,0.24
4098,0.375,0.235
4099,0.38,0.255
4100,0.38,0.24
4101,0.38,0.23
4102,0.375,0.24
4103,0.39,0.235
4104,0.385,0.265
4105,0.38,0.225
4106,0.385,0.225
4107,0.38,0.24
4108,0.38,0.23
4109,0.375,0.235
4110,0.38,0.255
4111,0.38,0.235
4112,0.385,0.225
4113,0.38,0.24
4114,0.38,0.25
4115,0.385,0.24
4116,0.385,0.235
4117,0.375,0.25
4118,0.385,0.23
4119,0.38,0.235
4120,0.38,0.23
4121,0.375,0.24
4122,0.38,0.24
4123,0.385,0.235
4124,0.385,0.25
4125,0.38,0.23
4126,0.38,0.24
4127,0.38,0.24
4128,0.38,0.225
4129,0.375,0.23
4130,0.375,0.23
4131,0.38,0.24
4132,0.38,0.235
4133,0.38,0.235
4134,0.38,0.235
4135,0.375,0.23
4136,0.375,0.245
4137,0.38,0.255
4138,0.38,0.235
4139,0.38,0.23
4140,0.38,0.235
4141,0.38,0.225
4142,0.38,0.24
4143,0.38,0.235
4144,0.375,0.245
4145,0.385,0.25
4146,0.38,0.225
4147,0.38,0.24
4148,0.38,0.235
4149,0.385,0.24
4150,0.385,0.235
4151,0.38,0.23
4152,0.385,0.25
4153,0.38,0.255
4154,0.38,0.235
4155,0.38,0.235
4156,0.38,0.23
4157,0.38,0.235
4158,0.38,0.235
4159,0.385,0.235
4160,0.38,0.235
4161,0.38,0.24
4162,0.385,0.235
4163,0.38,0.305
4164,0.38,0.24
4165,0.38,0.23
4166,0.38,0.235
4167,0.375,0.245
4168,0.38,0.225
4169,0.395,0.235
4170,0.375,0.24
4171,0.385,0.235
4172,0.385,0.235
4173,0.375,0.235
4174,0.385,0.235
4175,0.375,0.25
4176,0.38,0.225
4177,0.385,0.255
4178,0.38,0.235
4179,0.39,0.235
4180,0.385,0.24
4181,0.375,0.24
4182,0.38,0.23
4183,0.38,0.24
4184,0.38,0.24
4185,0.38,0.235
4186,0.385,0.24
4187,0.385,0.23
4188,0.38,0.235
4189,0.385,0.25
4190,0.385,0.255
4191,0.385,0.24
4192,0.385,0.26
4193,0.385,0.235
4194,0.38,0.235
4195,0.375,0.235
4196,0.38,0.235
4197,0.38,0.255
4198,0.385,0.235
4199,0.38,0.235
4200,0.385,0.25
4201,0.38,0.25
4202,0.375,0.235
4203,0.38,0.225
4204,0.38,0.255
4205,0.38,0.235
4206,0.38,0.235
4207,0.38,0.24
4208,0.38,0.23
4209,0.38,0.235
4210,0.385,0.23
4211,0.38,0.23
4212,0.38,0.235
4213,0.38,0.24
4214,0.38,0.235
4215,0.38,0.235
4216,0.38,0.235
4217,0.39,0.23
4218,0.38,0.235
4219,0.385,0.235
4220,0.38,0.23
4221,0.38,0.24
4222,0.375,0.235
4223,0.38,0.24
4224,0.385,0.24
4225,0.385,0.235
4226,0.385,0.23
4227,0.385,0.235
4228,0.38,0.235
4229,0.38,0.24
4230,0.38,0.235
4231,0.38,0.235
4232,0.375,0.24
4233,0.38,0.24
4234,0.38,0.235
4235,0.38,0.24
4236,0.38,0.24
4237,0.38,0.24
4238,0.38,0.24
4239,0.385,0.235
4240,0.38,0.23
4241,0.38,0.235
4242,0.38,0.235
4243,0.38,0.24
4244,0.38,0.24
4245,0.38,0.25
4246,0.38,0.23
4247,0.375,0.25
4248,0.385,0.24
4249,0.375,0.24
4250,0.385,0.235
4251,0.375,0.24
4252,0.38,0.23
4253,0.385,0.24
4254,0.385,0.235
4255,0.385,0.235
4256,0.375,0.235
4257,0.385,0.235
4258,0.38,0.235
4259,0.38,0.23
4260,0.385,0.235
4261,0.385,0.235
4262,0.37,0.235
4263,0.375,0.235
4264,0.375,0.24
4265,0.385,0.235
4266,0.375,0.235
4267,0.375,0.235
4268,0.385,0.235
4269,0.385,0.25
4270,0.38,0.235
4271,0.385,0.23
4272,0.38,0.23
4273,0.385,0.24
4274,0.375,0.235
4275,0.38,0.245
4276,0.38,0.235
4277,0.385,0.24
4278,0.38,0.235
4279,0.385,0.24
4280,0.385,0.23
4281,0.38,0.235
4282,0.38,0.23
4283,0.38,0.24
4284,0.375,0.24
4285,0.38,0.23
4286,0.38,0.235
4287,0.38,0.235
4288,0.38,0.235
4289,0.38,0.25
4290,0.385,0.235
4291,0.38,0.255
4292,0.38,0.23
4293,0.375,0.235
4294,0.38,0.235
4295,0.385,0.24
4296,0.38,0.23
4297,0.385,0.235
4298,0.38,0.245
4299,0.38,0.235
4300,0.375,0.235
4301,0.39,0.235
4302,0.385,0.24
4303,0.38,0.235
4304,0.38,0.235
4305,0.38,0.235
4306,0.39,0.24
4307,0.38,0.235
4308,0.38,0.235
4309,0.38,0.245
4310,0.375,0.23
4311,0.38,0.24
4312,0.385,0.235
4313,0.38,0.235
4314,0.385,0.23
4315,0.385,0.235
4316,0.385,0.24
4317,0.375,0.24
4318,0.38,0.24
4319,0.385,0.235
4320,0.38,0.24
4321,0.375,0.235
4322,0.38,0.235
4323,0.38,0.235
4324,0.38,0.235
4325,0.38,0.235
4326,0.38,0.235
4327,0.38,0.24
4328,0.38,0.235
4329,0.375,0.235
4330,0.38,0.235
4331,0.375,0.235
4332,0.385,0.23
4333,0.385,0.235
4334,0.38,0.235
4335,0.385,0.265
4336,0.385,0.23
4337,0.38,0.235
4338,0.38,0.24
4339,0.38,0.235
4340,0.38,0.235
4341,0.375,0.24
4342,0.375,0.23
4343,0.375,0.235
4344,0.38,0.235
4345,0.375,0.24
4346,0.38,0.235
4347,0.385,0.24
4348,0.38,0.23
4349,0.38,0.245
4350,0.375,0.24
4351,0.38,0.235
4352,0.38,0.24
4353,0.385,0.25
4354,0.375,0.255
4355,0.38,0.24
4356,0.38,0.235
4357,0.385,0.23
4358,0.38,0.24
4359,0.375,0.235
4360,0.375,0.23
4361,0.38,0.235
4362,0.385,0.235
4363,0.39,0.225
4364,0.38,0.23
4365,0.385,0.235
4366,0.385,0.24
4367,0.38,0.26
4368,0.375,0.235
4369,0.375,0.225
4370,0.38,0.24
4371,0.375,0.24
4372,0.375,0.235
4373,0.38,0.235
4374,0.38,0.235
4375,0.38,0.235
4376,0.375,0.235
4377,0.375,0.23
4378,0.385,0.23
4379,0.375,0.235
4380,0.375,0.235
4381,0.38,0.225
4382,0.375,0.235
4383,0.38,0.235
4384,0.38,0.235
4385,0.375,0.235
4386,0.375,0.23
4387,0.375,0.23
4388,0.375,0.23
4389,0.375,0.225
4390,0.38,0.24
4391,0.38,0.24
4392,0.385,0.24
4393,0.38,0.24
4394,0.38,0.235
4395,0.38,0.235
4396,0.385,0.235
4397,0.38,0.23
4398,0.375,0.24
4399,0.375,0.23
4400,0.385,0.24
4401,0.385,0.23
4402,0.375,0.24
4403,0.375,0.23
4404,0.38,0.23
4405,0.38,0.235
4406,0.375,0.23
4407,0.385,0.235
4408,0.38,0.25
4409,0.37,0.235
4410,0.38,0.245
4411,0.375,0.235
4412,0.375,0.245
4413,0.375,0.225
4414,0.38,0.23
4415,0.38,0.24
4416,0.38,0.235
4417,0.38,0.24
4418,0.37,0.23
4419,0.38,0.24
4420,0.375,0.235
4421,0.38,0.25
4422,0.375,0.24
4423,0.375,0.23
4424,0.38,0.235
4425,0.38,0.235
4426,0.38,0.235
4427,0.375,0.235
4428,0.38,0.235
4429,0.375,0.235
4430,0.375,0.23
4431,0.375,0.235
4432,0.375,0.23
4433,0.38,0.235
4434,0.375,0.225
4435,0.375,0.235
4436,0.375,0.235
4437,0.38,0.24
4438,0.37,0.25
4439,0.375,0.235
4440,0.375,0.235
4441,0.375,0.24
4442,0.38,0.235
4443,0.38,0.22
4444,0.38,0.235
4445,0.375,0.23
4446,0.375,0.23
4447,0.375,0.225
4448,0.375,0.24
4449,0.385,0.235
4450,0.375,0.235
4451,0.385,0.225
4452,0.38,0.235
4453,0.38,0.23
4454,0.38,0.24
4455,0.375,0.255
4456,0.375,0.23
4457,0.38,0.24
4458,0.38,0.235
4459,0.38,0.235
4460,0.38,0.23
4461,0.38,0.235
4462,0.385,0.235
4463,0.38,0.235
4464,0.38,0.23
4465,0.38,0.235
4466,0.38,0.245
4467,0.38,0.23
4468,0.38,0.24
4469,0.38,0.225
4470,0.38,0.235
4471,0.38,0.235
4472,0.38,0.235
4473,0.38,0.235
4474,0.385,0.235
4475,0.38,0.23
4476,0.38,0.255
4477,0.375,0.235
4478,0.385,0.235
4479,0.375,0.235
4480,0.375,0.24
4481,0.375,0.23
4482,0.38,0.235
4483,0.375,0.23
4484,0.38,0.235
4485,0.375,0.225
4486,0.38,0.23
4487,0.38,0.235
4488,0.375,0.24
4489,0.38,0.25
4490,0.37,0.235
4491,0.375,0.235
4492,0.385,0.225
4493,0.375,0.235
4494,0.39,0.24
4495,0.37,0.235
4496,0.38,0.235
4497,0.38,0.225
4498,0.38,0.24
4499,0.38,0.235
4500,0.375,0.235
4501,0.375,0.235
4502,0.38,0.235
4503,0.38,0.235
4504,0.375,0.255
4505,0.375,0.235
4506,0.38,0.235
4507,0.375,0.225
4508,0.375,0.235
4509,0.38,0.235
4510,0.38,0.235
4511,0.375,0.24
4512,0.38,0.235
4513,0.38,0.23
4514,0.38,0.235
4515,0.38,0.26
4516,0.38,0.235
4517,0.375,0.23
4518,0.38,0.24
4519,0.375,0.23
4520,0.385,0.23
4521,0.375,0.235
4522,0.375,0.225
4523,0.38,0.235
4524,0.38,0.235
4525,0.37,0.235
4526,0.375,0.235
4527,0.375,0.235
4528,0.375,0.235
4529,0.385,0.235
4530,0.38,0.235
4531,0.38,0.24
4532,0.375,0.235
4533,0.375,0.235
4534,0.375,0.235
4535,0.38,0.235
4536,0.38,0.23
4537,0.38,0.235
4538,0.375,0.24
4539,0.375,0.225
4540,0.38,0.255
4541,0.385,0.23
4542,0.38,0.23
4543,0.375,0.235
4544,0.38,0.235
4545,0.38,0.235
4546,0.38,0.245
4547,0.375,0.23
4548,0.385,0.23
4549,0.375,0.235
4550,0.38,0.235
4551,0.38,0.225
4552,0.385,0.24
4553,0.38,0.235
4554,0.38,0.225
4555,0.38,0.23
4556,0.375,0.235
4557,0.375,0.235
4558,0.38,0.235
4559,0.375,0.24
4560,0.385,0.235
4561,0.375,0.235
4562,0.385,0.235
4563,0.375,0.24
4564,0.38,0.24
4565,0.375,0.23
4566,0.38,0.235
4567,0.38,0.23
4568,0.375,0.235
4569,0.38,0.235
4570,0.38,0.235
4571,0.38,0.23
4572,0.385,0.235
4573,0.38,0.225
4574,0.38,0.235
4575,0.375,0.23
4576,0.38,0.24
4577,0.375,0.23
4578,0.385,0.235
4579,0.38,0.225
4580,0.38,0.24
4581,0.38,0.24
4582,0.39,0.24
4583,0.38,0.24
4584,0.375,0.235
4585,0.375,0.235
4586,0.38,0.23
4587,0.38,0.235
4588,0.38,0.235
4589,0.38,0.235
4590,0.375,0.235
4591,0.38,0.25
4592,0.38,0.235
4593,0.375,0.23
4594,0.38,0.235
4595,0.375,0.235
4596,0.38,0.235
4597,0.38,0.23
4598,0.38,0.235
4599,0.375,0.235
4600,0.375,0.235
4601,0.375,0.24
4602,0.385,0.225
4603,0.37,0.27
4604,0.38,0.235
4605,0.38,0.23
4606,0.375,0.235
4607,0.38,0.235
4608,0.38,0.235
4609,0.38,0.24
4610,0.38,0.235
4611,0.375,0.245
4612,0.38,0.235
4613,0.38,0.235
4614,0.39,0.255
4615,0.38,0.26
4616,0.38,0.25
4617,0.385,0.235
4618,0.385,0.255
4619,0.38,0.25
4620,0.38,0.23
4621,0.38,0.23
4622,0.38,0.235
4623,0.385,0.245
4624,0.385,0.23
4625,0.39,0.235
4626,0.39,0.24
4627,0.38,0.24
4628,0.38,0.255
4629,0.38,0.235
4630,0.38,0.245
4631,0.38,0.235
4632,0.375,0.25
4633,0.385,0.235
4634,0.375,0.24
4635,0.375,0.235
4636,0.375,0.23
4637,0.38,0.25
4638,0.38,0.235
4639,0.395,0.245
4640,0.375,0.255
4641,0.38,0.24
4642,0.39,0.235
4643,0.385,0.235
4644,0.38,0.235
4645,0.375,0.27
4646,0.375,0.235
4647,0.38,0.24
4648,0.38,0.245
4649,0.38,0.23
4650,0.39,0.24
4651,0.385,0.23
4652,0.385,0.235
4653,0.38,0.235
4654,0.375,0.245
4655,0.38,0.255
4656,0.375,0.24
4657,0.38,0.235
4658,0.385,0.235
4659,0.385,0.23
4660,0.39,0.235
4661,0.38,0.235
4662,0.38,0.23
4663,0.375,0.24
4664,0.385,0.235
4665,0.385,0.23
4666,0.385,0.23
4667,0.385,0.235
4668,0.38,0.235
4669,0.38,0.245
4670,0.38,0.23
4671,0.38,0.235
4672,0.38,0.23
4673,0.375,0.23
4674,0.37,0.24
4675,0.375,0.23
4676,0.39,0.235
4677,0.38,0.235
4678,0.38,0.23
4679,0.385,0.23
4680,0.38,0.235
4681,0.38,0.235
4682,0.395,0.24
4683,0.375,0.23
4684,0.385,0.235
4685,0.38,0.235
4686,0.38,0.24
4687,0.38,0.235
4688,0.375,0.24
4689,0.38,0.225
4690,0.38,0.23
4691,0.385,0.23
4692,0.385,0.24
4693,0.38,0.235
4694,0.38,0.25
4695,0.385,0.23
4696,0.38,0.245
4697,0.385,0.23
4698,0.385,0.225
4699,0.38,0.275
4700,0.39,0.235
4701,0.38,0.245
4702,0.385,0.235
4703,0.375,0.24
4704,0.38,0.23
4705,0.38,0.235
4706,0.375,0.235
4707,0.385,0.23
4708,0.38,0.235
4709,0.385,0.24
4710,0.38,0.235
4711,0.375,0.24
4712,0.38,0.235
4713,0.38,0.24
4714,0.375,0.23
4715,0.375,0.23
4716,0.38,0.24
4717,0.375,0.25
4718,0.39,0.225
4719,0.385,0.245
4720,0.38,0.235
4721,0.38,0.235
4722,0.38,0.235
4723,0.385,0.23
4724,0.38,0.235
4725,0.38,0.235
4726,0.38,0.255
4727,0.375,0.23
4728,0.39,0.235
4729,0.385,0.23
4730,0.385,0.23
4731,0.385,0.24
4732,0.385,0.23
4733,0.375,0.235
4734,0.385,0.255
4735,0.385,0.23
4736,0.385,0.235
4737,0.38,0.235
4738,0.385,0.23
4739,0.385,0.23
4740,0.38,0.24
4741,0.38,0.24
4742,0.38,0.24
4743,0.38,0.23
4744,0.38,0.235
4745,0.375,0.23
4746,0.38,0.23
4747,0.375,0.235
4748,0.375,0.23
4749,0.38,0.235
4750,0.385,0.255
4751,0.385,0.235
4752,0.38,0.235
4753,0.38,0.24
4754,0.38,0.235
4755,0.375,0.24
4756,0.38,0.235
4757,0.38,0.25
4758,0.385,0.235
4759,0.375,0.225
4760,0.38,0.255
4761,0.38,0.235
4762,0.38,0.24
4763,0.38,0.235
4764,0.385,0.23
4765,0.375,0.24
4766,0.38,0.23
4767,0.38,0.245
4768,0.375,0.24
4769,0.38,0.23
4770,0.385,0.23
4771,0.375,0.23
4772,0.38,0.235
4773,0.38,0.24
4774,0.385,0.235
4775,0.385,0.265
4776,0.395,0.235
4777,0.38,0.24
4778,0.38,0.24
4779,0.38,0.23
4780,0.385,0.235
4781,0.375,0.235
4782,0.38,0.235
4783,0.38,0.23
4784,0.385,0.24
4785,0.385,0.235
4786,0.38,0.235
4787,0.385,0.24
4788,0.375,0.225
4789,0.375,0.24
4790,0.38,0.235
4791,0.385,0.235
4792,0.38,0.235
4793,0.38,0.23
4794,0.385,0.235
4795,0.38,0.245
4796,0.375,0.25
4797,0.385,0.23
4798,0.375,0.23
4799,0.38,0.235
4800,0.375,0.235
4801,0.38,0.23
4802,0.38,0.235
4803,0.38,0.24
4804,0.38,0.25
4805,0.385,0.24
4806,0.385,0.23
4807,0.375,0.23
4808,0.38,0.235
4809,0.385,0.24
4810,0.385,0.235
4811,0.38,0.24
4812,0.385,0.225
4813,0.38,0.24
4814,0.385,0.24
4815,0.375,0.27
4816,0.385,0.24
4817,0.38,0.235
4818,0.385,0.24
4819,0.38,0.235
4820,0.375,0.225
4821,0.38,0.235
4822,0.375,0.225
4823,0.38,0.235
4824,0.38,0.225
4825,0.385,0.235
4826,0.385,0.26
4827,0.38,0.235
4828,0.38,0.235
4829,0.38,0.235
4830,0.38,0.23
4831,0.385,0.255
4832,0.38,0.235
4833,0.38,0.235
4834,0.375,0.24
4835,0.375,0.235
4836,0.375,0.235
4837,0.38,0.235
4838,0.38,0.25
4839,0.38,0.235
4840,0.39,0.235
4841,0.39,0.235
4842,0.385,0.23
4843,0.38,0.235
4844,0.38,0.23
4845,0.385,0.24
4846,0.385,0.24
4847,0.385,0.23
4848,0.385,0.225
4849,0.38,0.24
4850,0.375,0.24
4851,0.38,0.255
4852,0.375,0.24
4853,0.385,0.24
4854,0.39,0.235
4855,0.375,0.235
4856,0.375,0.24
4857,0.385,0.235
4858,0.38,0.235
4859,0.38,0.24
4860,0.385,0.235
4861,0.375,0.235
4862,0.38,0.23
4863,0.375,0.24
4864,0.37,0.235
4865,0.38,0.23
4866,0.38,0.24
4867,0.38,0.23
4868,0.375,0.265
4869,0.38,0.24
4870,0.38,0.235
4871,0.38,0.24
4872,0.385,0.235
4873,0.375,0.24
4874,0.385,0.23
4875,0.38,0.23
4876,0.38,0.24
4877,0.38,0.24
4878,0.385,0.23
4879,0.38,0.23
4880,0.385,0.235
4881,0.39,0.225
4882,0.375,0.23
4883,0.375,0.235
4884,0.38,0.23
4885,0.375,0.235
4886,0.375,0.23
4887,0.385,0.23
4888,0.38,0.235
4889,0.38,0.235
4890,0.375,0.235
4891,0.38,0.235
4892,0.375,0.235
4893,0.38,0.235
4894,0.38,0.24
4895,0.38,0.24
4896,0.375,0.235
4897,0.375,0.235
4898,0.375,0.23
4899,0.38,0.24
4900,0.375,0.235
4901,0.375,0.235
4902,0.38,0.24
4903,0.38,0.23
4904,0.375,0.235
4905,0.38,0.24
4906,0.38,0.235
4907,0.38,0.235
4908,0.38,0.24
4909,0.375,0.23
4910,0.38,0.23
4911,0.38,0.235
4912,0.375,0.235
4913,0.38,0.24
4914,0.38,0.235
4915,0.375,0.235
4916,0.38,0.235
4917,0.38,0.235
4918,0.38,0.23
4919,0.375,0.235
4920,0.375,0.23
4921,0.375,0.24
4922,0.375,0.225
4923,0.38,0.23
4924,0.375,0.24
4925,0.375,0.23
4926,0.38,0.235
4927,0.375,0.24
4928,0.38,0.235
4929,0.375,0.235
4930,0.375,0.235
4931,0.38,0.24
4932,0.38,0.25
4933,0.375,0.24
4934,0.38,0.23
4935,0.385,0.23
4936,0.38,0.235
4937,0.37,0.23
4938,0.38,0.23
4939,0.38,0.24
4940,0.375,0.23
4941,0.39,0.225
4942,0.37,0.235
4943,0.38,0.235
4944,0.38,0.235
4945,0.38,0.26
4946,0.375,0.24
4947,0.385,0.235
4948,0.38,0.23
4949,0.375,0.235
4950,0.385,0.23
4951,0.38,0.235
4952,0.38,0.23
4953,0.37,0.235
4954,0.38,0.235
4955,0.375,0.23
4956,0.375,0.235
4957,0.375,0.235
4958,0.375,0.235
4959,0.38,0.24
4960,0.385,0.23
4961,0.38,0.235
4962,0.375,0.23
4963,0.38,0.23
4964,0.38,0.23
4965,0.38,0.23
4966,0.38,0.23
4967,0.375,0.24
4968,0.38,0.235
4969,0.38,0.235
4970,0.38,0.255
4971,0.375,0.24
4972,0.38,0.24
4973,0.375,0.235
4974,0.38,0.27
4975,0.38,0.235
4976,0.385,0.225
4977,0.385,0.235
4978,0.375,0.235
4979,0.38,0.24
4980,0.375,0.24
4981,0.375,0.235
4982,0.375,0.225
4983,0.38,0.235
4984,0.385,0.235
4985,0.375,0.23
4986,0.38,0.23
4987,0.375,0.24
4988,0.375,0.235
4989,0.375,0.23
4990,0.375,0.235
4991,0.38,0.24
4992,0.385,0.225
4993,0.38,0.235
4994,0.375,0.235
4995,0.375,0.24
4996,0.375,0.23
4997,0.38,0.225
4998,0.375,0.23
4999,0.38,0.23
5000,0.38,0.23
5001,0.385,0.235
5002,0.38,0.25
5003,0.38,0.25
5004,0.38,0.235
5005,0.38,0.235
5006,0.385,0.24
5007,0.375,0.24
5008,0.38,0.23
5009,0.375,0.235
5010,0.375,0.245
5011,0.375,0.235
5012,0.38,0.23
5013,0.38,0.235
5014,0.375,0.23
5015,0.38,0.225
5016,0.38,0.235
5017,0.375,0.235
5018,0.38,0.235
5019,0.375,0.24
5020,0.38,0.225
5021,0.375,0.235
5022,0.38,0.235
5023,0.375,0.235
5024,0.375,0.245
5025,0.385,0.235
5026,0.38,0.235
5027,0.38,0.26
5028,0.38,0.235
5029,0.38,0.24
5030,0.38,0.235
5031,0.38,0.235
5032,0.375,0.235
5033,0.375,0.24
5034,0.38,0.235
5035,0.375,0.24
5036,0.37,0.235
5037,0.38,0.225
5038,0.38,0.24
5039,0.38,0.235
5040,0.38,0.23
5041,0.38,0.23
5042,0.375,0.235
5043,0.38,0.24
5044,0.38,0.24
5045,0.375,0.235
5046,0.375,0.24
5047,0.375,0.235
5048,0.375,0.235
5049,0.38,0.235
5050,0.38,0.235
5051,0.375,0.235
5052,0.375,0.235
5053,0.375,0.235
5054,0.375,0.235
5055,0.395,0.235
5056,0.38,0.235
5057,0.375,0.24
5058,0.38,0.235
5059,0.38,0.235
5060,0.38,0.23
5061,0.38,0.235
5062,0.375,0.235
5063,0.38,0.24
5064,0.375,0.24
5065,0.38,0.23
5066,0.37,0.23
5067,0.375,0.23
5068,0.38,0.235
5069,0.375,0.235
5070,0.38,0.235
5071,0.385,0.255
5072,0.37,0.235
5073,0.38,0.23
5074,0.38,0.225
5075,0.38,0.23
5076,0.38,0.24
5077,0.38,0.235
5078,0.38,0.235
5079,0.375,0.24
5080,0.38,0.23
5081,0.375,0.24
5082,0.375,0.23
5083,0.38,0.24
5084,0.38,0.23
5085,0.375,0.235
5086,0.375,0.24
5087,0.38,0.24
5088,0.38,0.235
5089,0.38,0.235
5090,0.375,0.235
5091,0.38,0.23
5092,0.375,0.23
5093,0.375,0.23
5094,0.38,0.235
5095,0.37,0.23
5096,0.38,0.23
5097,0.38,0.235
5098,0.38,0.235
5099,0.385,0.23
5100,0.375,0.235
5101,0.375,0.23
5102,0.38,0.24
5103,0.37,0.23
5104,0.38,0.23
5105,0.385,0.235
5106,0.375,0.23
5107,0.375,0.245
5108,0.375,0.23
5109,0.385,0.235
5110,0.375,0.255
5111,0.385,0.235
5112,0.385,0.24
5113,0.38,0.235
5114,0.375,0.235
5115,0.375,0.235
5116,0.375,0.235
5117,0.38,0.235
5118,0.375,0.235
5119,0.38,0.235
5120,0.38,0.24
5121,0.38,0.23
5122,0.39,0.235
5123,0.38,0.24
5124,0.38,0.245
5125,0.38,0.24
5126,0.395,0.24
5127,0.38,0.24
5128,0.385,0.235
5129,0.38,0.235
5130,0.38,0.23
5131,0.38,0.24
5132,0.385,0.235
5133,0.38,0.225
5134,0.38,0.235
5135,0.38,0.24
5136,0.38,0.24
5137,0.38,0.23
5138,0.375,0.235
5139,0.38,0.235
5140,0.375,0.235
5141,0.385,0.25
5142,0.385,0.235
5143,0.38,0.23
5144,0.385,0.235
5145,0.375,0.235
5146,0.38,0.24
5147,0.385,0.24
5148,0.385,0.24
5149,0.38,0.235
5150,0.385,0.24
5151,0.385,0.235
5152,0.38,0.235
5153,0.385,0.24
5154,0.38,0.24
5155,0.38,0.23
5156,0.385,0.245
5157,0.38,0.23
5158,0.38,0.225
5159,0.38,0.235
5160,0.38,0.24
5161,0.38,0.24
5162,0.375,0.25
5163,0.38,0.24
5164,0.38,0.235
5165,0.38,0.25
5166,0.375,0.24
5167,0.385,0.24
5168,0.38,0.23
5169,0.385,0.235
5170,0.38,0.24
5171,0.38,0.255
5172,0.375,0.235
5173,0.38,0.235
5174,0.38,0.26
5175,0.385,0.245
5176,0.38,0.235
