,I03,I12
7721,0.385,0.23
7722,0.385,0.23
7723,0.38,0.245
7724,0.38,0.24
7725,0.375,0.25
7726,0.385,0.235
7727,0.38,0.235
7728,0.38,0.24
7729,0.385,0.235
7730,0.38,0.24
7731,0.38,0.24
7732,0.385,0.235
7733,0.375,0.235
7734,0.375,0.24
7735,0.38,0.23
7736,0.385,0.235
7737,0.38,0.235
7738,0.375,0.235
7739,0.375,0.235
7740,0.385,0.235
7741,0.38,0.23
7742,0.39,0.24
7743,0.38,0.235
7744,0.38,0.255
7745,0.375,0.235
7746,0.38,0.25
7747,0.385,0.23
7748,0.38,0.245
7749,0.38,0.235
7750,0.375,0.235
7751,0.385,0.225
7752,0.38,0.235
7753,0.38,0.235
7754,0.38,0.23
7755,0.38,0.235
7756,0.385,0.235
7757,0.38,0.235
7758,0.38,0.26
7759,0.38,0.235
7760,0.375,0.255
7761,0.39,0.23
7762,0.38,0.235
7763,0.38,0.245
7764,0.385,0.235
7765,0.38,0.245
7766,0.38,0.24
7767,0.385,0.235
7768,0.38,0.265
7769,0.38,0.235
7770,0.38,0.235
7771,0.38,0.23
7772,0.375,0.235
7773,0.385,0.235
7774,0.38,0.235
7775,0.375,0.23
7776,0.38,0.245
7777,0.385,0.235
7778,0.38,0.24
7779,0.385,0.235
7780,0.375,0.235
7781,0.385,0.235
7782,0.385,0.235
7783,0.385,0.24
7784,0.385,0.24
7785,0.38,0.235
7786,0.385,0.235
7787,0.38,0.235
7788,0.38,0.24
7789,0.385,0.24
7790,0.375,0.235
7791,0.395,0.24
7792,0.38,0.23
7793,0.38,0.245
7794,0.375,0.255
7795,0.38,0.24
7796,0.38,0.235
7797,0.375,0.24
7798,0.395,0.235
7799,0.38,0.23
7800,0.38,0.23
7801,0.38,0.23
7802,0.38,0.235
7803,0.385,0.235
7804,0.375,0.235
7805,0.375,0.24
7806,0.375,0.235
7807,0.38,0.235
7808,0.375,0.235
7809,0.385,0.235
7810,0.38,0.24
7811,0.38,0.255
7812,0.38,0.25
7813,0.38,0.245
7814,0.385,0.235
7815,0.375,0.24
7816,0.38,0.235
7817,0.38,0.24
7818,0.38,0.235
7819,0.38,0.235
7820,0.385,0.24
7821,0.385,0.235
7822,0.38,0.25
7823,0.385,0.235
7824,0.375,0.24
7825,0.375,0.23
7826,0.38,0.225
7827,0.38,0.235
7828,0.38,0.235
7829,0.375,0.24
7830,0.38,0.235
7831,0.38,0.235
7832,0.38,0.24
7833,0.385,0.24
7834,0.375,0.245
7835,0.385,0.235
7836,0.38,0.24
7837,0.38,0.235
7838,0.38,0.245
7839,0.38,0.24
7840,0.38,0.235
7841,0.385,0.235
7842,0.385,0.245
7843,0.385,0.235
7844,0.38,0.24
7845,0.39,0.25
7846,0.38,0.235
7847,0.385,0.235
7848,0.38,0.235
7849,0.38,0.235
7850,0.375,0.235
7851,0.375,0.25
7852,0.385,0.235
7853,0.385,0.235
7854,0.385,0.25
7855,0.385,0.225
7856,0.38,0.23
7857,0.38,0.26
7858,0.385,0.24
7859,0.385,0.235
7860,0.38,0.235
7861,0.39,0.235
7862,0.375,0.235
7863,0.375,0.235
7864,0.38,0.235
7865,0.38,0.23
7866,0.385,0.235
7867,0.385,0.235
7868,0.38,0.235
7869,0.38,0.235
7870,0.375,0.235
7871,0.385,0.23
7872,0.38,0.24
7873,0.385,0.235
7874,0.375,0.24
7875,0.38,0.23
7876,0.38,0.24
7877,0.38,0.235
7878,0.38,0.24
7879,0.38,0.255
7880,0.385,0.24
7881,0.375,0.235
7882,0.38,0.23
7883,0.38,0.235
7884,0.39,0.235
7885,0.375,0.235
7886,0.375,0.235
7887,0.38,0.235
7888,0.38,0.235
7889,0.38,0.235
7890,0.38,0.25
7891,0.385,0.24
7892,0.385,0.23
7893,0.375,0.23
7894,0.385,0.235
7895,0.38,0.235
7896,0.375,0.235
7897,0.385,0.235
7898,0.385,0.235
7899,0.38,0.235
7900,0.38,0.235
7901,0.38,0.235
7902,0.375,0.235
7903,0.375,0.23
7904,0.375,0.24
7905,0.38,0.235
7906,0.385,0.23
7907,0.375,0.235
7908,0.385,0.235
7909,0.385,0.23
7910,0.385,0.235
7911,0.38,0.24
7912,0.39,0.235
7913,0.375,0.25
7914,0.38,0.255
7915,0.375,0.235
7916,0.385,0.24
7917,0.38,0.24
7918,0.38,0.24
7919,0.375,0.23
7920,0.385,0.235
7921,0.38,0.23
7922,0.38,0.23
7923,0.385,0.235
7924,0.38,0.235
7925,0.375,0.235
7926,0.38,0.235
7927,0.375,0.235
7928,0.385,0.235
7929,0.38,0.255
7930,0.38,0.235
7931,0.38,0.24
7932,0.38,0.24
7933,0.38,0.25
7934,0.37,0.235
7935,0.385,0.245
7936,0.38,0.235
7937,0.375,0.24
7938,0.385,0.235
7939,0.385,0.24
7940,0.38,0.245
7941,0.38,0.225
7942,0.375,0.23
7943,0.385,0.255
7944,0.38,0.24
7945,0.375,0.235
7946,0.38,0.23
7947,0.38,0.235
7948,0.38,0.255
7949,0.375,0.24
7950,0.38,0.23
7951,0.375,0.23
7952,0.375,0.24
7953,0.38,0.26
7954,0.375,0.235
7955,0.37,0.225
7956,0.385,0.23
7957,0.38,0.225
7958,0.375,0.235
7959,0.375,0.23
7960,0.38,0.24
7961,0.38,0.235
7962,0.38,0.24
7963,0.37,0.235
7964,0.38,0.235
7965,0.385,0.235
7966,0.38,0.235
7967,0.375,0.25
7968,0.375,0.24
7969,0.38,0.23
7970,0.38,0.245
7971,0.38,0.225
7972,0.38,0.235
7973,0.375,0.235
7974,0.385,0.235
7975,0.385,0.235
7976,0.38,0.245
7977,0.38,0.23
7978,0.375,0.235
7979,0.375,0.23
7980,0.385,0.235
7981,0.38,0.23
7982,0.375,0.24
7983,0.375,0.23
7984,0.38,0.235
7985,0.38,0.23
7986,0.385,0.235
7987,0.375,0.23
7988,0.38,0.23
7989,0.375,0.235
7990,0.38,0.24
7991,0.375,0.23
7992,0.375,0.23
7993,0.38,0.23
7994,0.37,0.23
7995,0.375,0.235
7996,0.38,0.235
7997,0.38,0.235
7998,0.375,0.235
7999,0.385,0.24
8000,0.38,0.23
8001,0.375,0.23
8002,0.38,0.23
8003,0.385,0.235
8004,0.38,0.235
8005,0.375,0.24
8006,0.375,0.235
8007,0.385,0.235
8008,0.38,0.24
8009,0.375,0.235
8010,0.375,0.23
8011,0.38,0.23
8012,0.385,0.24
8013,0.375,0.235
8014,0.38,0.23
8015,0.375,0.23
8016,0.38,0.235
8017,0.38,0.235
8018,0.375,0.24
8019,0.375,0.235
8020,0.38,0.235
8021,0.38,0.225
8022,0.38,0.255
8023,0.38,0.235
8024,0.375,0.25
8025,0.38,0.235
8026,0.375,0.235
8027,0.38,0.24
8028,0.375,0.235
8029,0.375,0.23
8030,0.38,0.235
8031,0.375,0.24
8032,0.375,0.235
8033,0.375,0.235
8034,0.385,0.23
8035,0.38,0.235
8036,0.38,0.24
8037,0.375,0.235
8038,0.38,0.235
8039,0.38,0.24
8040,0.375,0.235
8041,0.38,0.23
8042,0.375,0.24
8043,0.38,0.235
8044,0.38,0.235
8045,0.375,0.23
8046,0.375,0.235
8047,0.38,0.235
8048,0.385,0.235
8049,0.38,0.235
8050,0.38,0.235
8051,0.375,0.24
8052,0.385,0.235
8053,0.38,0.235
8054,0.38,0.24
8055,0.375,0.235
8056,0.385,0.235
8057,0.38,0.24
8058,0.375,0.235
8059,0.38,0.235
8060,0.385,0.23
8061,0.375,0.235
8062,0.375,0.225
8063,0.375,0.255
8064,0.375,0.235
8065,0.38,0.235
8066,0.375,0.255
8067,0.375,0.25
8068,0.38,0.235
8069,0.37,0.235
8070,0.38,0.235
8071,0.38,0.24
8072,0.375,0.235
8073,0.375,0.235
8074,0.375,0.24
8075,0.38,0.23
8076,0.375,0.23
8077,0.375,0.23
8078,0.375,0.235
8079,0.375,0.23
8080,0.38,0.235
8081,0.375,0.235
8082,0.38,0.235
8083,0.375,0.24
8084,0.38,0.235
8085,0.375,0.25
8086,0.38,0.255
8087,0.38,0.23
8088,0.385,0.235
8089,0.375,0.24
8090,0.38,0.235
8091,0.38,0.235
8092,0.375,0.24
8093,0.375,0.235
8094,0.375,0.25
8095,0.38,0.235
8096,0.38,0.235
8097,0.375,0.23
8098,0.38,0.23
8099,0.38,0.235
8100,0.375,0.225
8101,0.38,0.235
8102,0.375,0.255
8103,0.375,0.225
8104,0.38,0.235
8105,0.375,0.23
8106,0.37,0.235
8107,0.38,0.24
8108,0.38,0.235
8109,0.375,0.23
8110,0.375,0.235
8111,0.375,0.23
8112,0.38,0.24
8113,0.375,0.24
8114,0.375,0.23
8115,0.38,0.235
8116,0.38,0.24
8117,0.375,0.24
8118,0.38,0.285
8119,0.375,0.235
8120,0.375,0.235
8121,0.375,0.235
8122,0.375,0.23
8123,0.38,0.24
8124,0.375,0.235
8125,0.38,0.23
8126,0.375,0.235
8127,0.38,0.235
8128,0.375,0.23
8129,0.38,0.235
8130,0.385,0.23
8131,0.375,0.25
8132,0.375,0.235
8133,0.38,0.23
8134,0.375,0.24
8135,0.375,0.225
8136,0.38,0.23
8137,0.38,0.235
8138,0.38,0.23
8139,0.38,0.235
8140,0.375,0.23
8141,0.38,0.235
8142,0.375,0.235
8143,0.37,0.23
8144,0.375,0.24
8145,0.38,0.235
8146,0.375,0.25
8147,0.38,0.225
8148,0.375,0.23
8149,0.375,0.22
8150,0.38,0.235
8151,0.375,0.235
8152,0.38,0.235
8153,0.38,0.235
8154,0.38,0.25
8155,0.38,0.235
8156,0.38,0.235
8157,0.385,0.235
8158,0.38,0.235
8159,0.38,0.235
8160,0.38,0.225
8161,0.375,0.235
8162,0.38,0.235
8163,0.375,0.245
8164,0.38,0.235
8165,0.38,0.23
8166,0.38,0.24
8167,0.38,0.235
8168,0.375,0.235
8169,0.38,0.23
8170,0.38,0.24
8171,0.375,0.235
8172,0.38,0.23
8173,0.38,0.24
8174,0.38,0.235
8175,0.375,0.23
8176,0.38,0.235
8177,0.38,0.235
8178,0.38,0.235
8179,0.375,0.23
8180,0.375,0.235
8181,0.375,0.225
8182,0.38,0.235
8183,0.375,0.235
8184,0.38,0.23
8185,0.38,0.235
8186,0.375,0.235
8187,0.375,0.235
8188,0.38,0.24
8189,0.375,0.23
8190,0.375,0.235
8191,0.385,0.235
