,F01,F02,F03,F04
6323,0.24,0.19,0.195,0.2
6324,0.24,0.2,0.2,0.205
6325,0.24,0.21,0.205,0.195
6326,0.24,0.2,0.2,0.19
6327,0.24,0.2,0.2,0.235
6328,0.24,0.19,0.195,0.195
6329,0.265,0.2,0.19,0.195
6330,0.26,0.225,0.195,0.205
6331,0.24,0.19,0.19,0.225
6332,0.24,0.22,0.21,0.195
6333,0.24,0.19,0.2,0.205
6334,0.24,0.265,0.19,0.2
6335,0.24,0.22,0.19,0.2
6336,0.24,0.195,0.2,0.2
6337,0.24,0.19,0.205,0.2
6338,0.24,0.195,0.2,0.19
6339,0.24,0.2,0.205,0.195
6340,0.24,0.2,0.195,0.19
6341,0.24,0.22,0.2,0.19
6342,0.24,0.205,0.2,0.22
6343,0.24,0.205,0.225,0.2
6344,0.24,0.21,0.2,0.23
6345,0.24,0.205,0.19,0.195
6346,0.24,0.2,0.215,0.195
6347,0.24,0.195,0.19,0.195
6348,0.24,0.21,0.21,0.2
6349,0.24,0.195,0.185,0.2
6350,0.24,0.205,0.2,0.2
6351,0.24,0.2,0.205,0.195
6352,0.24,0.19,0.19,0.195
6353,0.24,0.195,0.195,0.205
6354,0.24,0.19,0.19,0.21
6355,0.24,0.19,0.195,0.195
6356,0.24,0.195,0.21,0.2
6357,0.24,0.19,0.195,0.205
6358,0.24,0.19,0.205,0.19
6359,0.24,0.195,0.205,0.2
6360,0.24,0.195,0.19,0.2
6361,0.24,0.21,0.2,0.195
6362,0.24,0.195,0.2,0.185
6363,0.24,0.205,0.19,0.19
6364,0.24,0.2,0.195,0.215
6365,0.24,0.2,0.2,0.2
6366,0.24,0.19,0.215,0.21
6367,0.24,0.195,0.2,0.2
6368,0.24,0.2,0.195,0.205
6369,0.24,0.225,0.195,0.2
6370,0.24,0.195,0.215,0.245
6371,0.24,0.2,0.205,0.195
6372,0.24,0.195,0.215,0.2
6373,0.24,0.215,0.19,0.205
6374,0.24,0.195,0.185,0.195
6375,0.24,0.195,0.2,0.195
6376,0.24,0.2,0.19,0.195
6377,0.24,0.195,0.205,0.195
6378,0.24,0.19,0.195,0.2
6379,0.24,0.21,0.185,0.195
6380,0.24,0.215,0.19,0.195
6381,0.24,0.21,0.25,0.21
6382,0.24,0.21,0.19,0.195
6383,0.24,0.205,0.2,0.2
6384,0.24,0.2,0.2,0.2
6385,0.24,0.2,0.205,0.205
6386,0.24,0.21,0.21,0.205
6387,0.24,0.2,0.19,0.19
6388,0.24,0.225,0.21,0.215
6389,0.24,0.195,0.19,0.2
6390,0.24,0.215,0.195,0.19
6391,0.24,0.2,0.195,0.35
6392,0.24,0.19,0.19,0.19
6393,0.245,0.195,0.2,0.19
6394,0.24,0.205,0.195,0.205
6395,0.24,0.195,0.19,0.205
6396,0.24,0.2,0.2,0.205
6397,0.24,0.195,0.205,0.195
6398,0.24,0.205,0.195,0.195
6399,0.24,0.2,0.225,0.195
6400,0.24,0.215,0.215,0.22
6401,0.24,0.195,0.2,0.22
6402,0.24,0.215,0.205,0.205
6403,0.24,0.21,0.24,0.19
6404,0.24,0.195,0.2,0.205
6405,0.24,0.195,0.195,0.2
6406,0.24,0.195,0.2,0.21
6407,0.24,0.22,0.195,0.21
6408,0.24,0.205,0.21,0.23
6409,0.24,0.205,0.2,0.2
6410,0.24,0.205,0.2,0.195
6411,0.24,0.21,0.2,0.23
6412,0.24,0.23,0.28,0.225
6413,0.24,0.195,0.195,0.21
6414,0.24,0.215,0.19,0.205
6415,0.24,0.205,0.2,0.23
6416,0.24,0.195,0.19,0.21
6417,0.24,0.195,0.2,0.205
6418,0.24,0.23,0.19,0.2
6419,0.24,0.19,0.185,0.2
6420,0.24,0.195,0.2,0.205
6421,0.24,0.195,0.205,0.195
6422,0.24,0.185,0.19,0.19
6423,0.24,0.215,0.2,0.195
6424,0.24,0.22,0.205,0.205
6425,0.24,0.2,0.2,0.2
6426,0.24,0.205,0.225,0.21
6427,0.24,0.195,0.19,0.2
6428,0.24,0.195,0.19,0.195
6429,0.24,0.195,0.185,0.19
6430,0.24,0.21,0.2,0.21
6431,0.24,0.2,0.2,0.2
6432,0.24,0.21,0.19,0.2
6433,0.24,0.195,0.205,0.2
6434,0.24,0.225,0.195,0.195
6435,0.24,0.19,0.21,0.195
6436,0.24,0.205,0.205,0.21
6437,0.24,0.19,0.195,0.21
6438,0.24,0.2,0.195,0.185
6439,0.24,0.215,0.225,0.215
6440,0.24,0.21,0.2,0.2
6441,0.24,0.19,0.21,0.21
6442,0.24,0.215,0.19,0.195
6443,0.24,0.185,0.2,0.195
6444,0.26,0.205,0.19,0.195
6445,0.24,0.225,0.2,0.195
6446,0.24,0.205,0.19,0.195
6447,0.24,0.26,0.19,0.195
6448,0.24,0.19,0.2,0.205
6449,0.24,0.22,0.19,0.195
6450,0.24,0.205,0.19,0.2
6451,0.24,0.25,0.2,0.2
6452,0.24,0.205,0.2,0.21
6453,0.24,0.205,0.2,0.215
6454,0.24,0.185,0.19,0.195
6455,0.24,0.26,0.195,0.19
6456,0.24,0.195,0.195,0.205
6457,0.24,0.205,0.2,0.22
6458,0.24,0.195,0.205,0.195
6459,0.24,0.195,0.2,0.215
6460,0.24,0.195,0.21,0.2
6461,0.24,0.205,0.195,0.205
6462,0.24,0.195,0.265,0.195
6463,0.24,0.21,0.21,0.2
6464,0.24,0.195,0.195,0.195
6465,0.24,0.19,0.215,0.19
6466,0.24,0.195,0.19,0.195
6467,0.24,0.195,0.195,0.2
6468,0.24,0.19,0.235,0.195
6469,0.24,0.195,0.2,0.195
6470,0.24,0.215,0.19,0.275
6471,0.24,0.205,0.195,0.205
6472,0.24,0.195,0.21,0.195
6473,0.24,0.205,0.195,0.215
6474,0.24,0.205,0.23,0.215
6475,0.24,0.2,0.2,0.205
6476,0.24,0.21,0.19,0.2
6477,0.24,0.195,0.22,0.2
6478,0.24,0.2,0.205,0.235
6479,0.24,0.195,0.195,0.225
6480,0.24,0.215,0.195,0.205
6481,0.24,0.21,0.235,0.2
6482,0.245,0.195,0.23,0.195
6483,0.24,0.23,0.245,0.21
6484,0.24,0.24,0.26,0.22
6485,0.24,0.2,0.25,0.195
6486,0.24,0.225,0.21,0.205
6487,0.24,0.2,0.215,0.205
6488,0.24,0.205,0.205,0.215
6489,0.24,0.195,0.195,0.215
6490,0.24,0.19,0.19,0.195
6491,0.24,0.195,0.2,0.205
6492,0.24,0.21,0.195,0.23
6493,0.24,0.255,0.205,0.21
6494,0.24,0.2,0.2,0.205
6495,0.24,0.24,0.205,0.22
6496,0.24,0.255,0.2,0.195
6497,0.24,0.185,0.2,0.195
6498,0.24,0.195,0.2,0.2
6499,0.24,0.195,0.195,0.19
6500,0.24,0.195,0.185,0.21
6501,0.24,0.195,0.19,0.195
6502,0.255,0.22,0.2,0.19
6503,0.24,0.205,0.22,0.215
6504,0.24,0.2,0.21,0.195
6505,0.24,0.21,0.19,0.19
6506,0.24,0.19,0.21,0.185
6507,0.24,0.195,0.21,0.22
6508,0.24,0.19,0.195,0.195
6509,0.24,0.22,0.2,0.21
6510,0.24,0.255,0.195,0.19
6511,0.24,0.21,0.21,0.21
6512,0.24,0.19,0.195,0.215
6513,0.24,0.195,0.21,0.23
6514,0.24,0.195,0.185,0.205
6515,0.24,0.215,0.2,0.195
6516,0.24,0.195,0.2,0.2
6517,0.24,0.195,0.205,0.21
6518,0.24,0.2,0.195,0.245
6519,0.24,0.22,0.19,0.225
6520,0.24,0.22,0.195,0.2
6521,0.24,0.195,0.2,0.22
6522,0.24,0.195,0.195,0.205
6523,0.24,0.205,0.2,0.195
6524,0.24,0.195,0.2,0.215
6525,0.24,0.2,0.215,0.205
6526,0.24,0.195,0.195,0.195
6527,0.24,0.21,0.19,0.215
6528,0.24,0.185,0.265,0.235
6529,0.24,0.2,0.21,0.2
6530,0.24,0.195,0.2,0.21
6531,0.24,0.2,0.205,0.225
6532,0.24,0.195,0.19,0.195
6533,0.24,0.205,0.205,0.21
6534,0.24,0.19,0.19,0.255
6535,0.24,0.205,0.2,0.2
6536,0.24,0.23,0.22,0.195
6537,0.24,0.205,0.2,0.195
6538,0.24,0.24,0.2,0.255
6539,0.24,0.21,0.265,0.21
6540,0.24,0.195,0.2,0.21
6541,0.24,0.205,0.195,0.195
6542,0.24,0.205,0.185,0.21
6543,0.24,0.195,0.195,0.215
6544,0.24,0.205,0.2,0.195
6545,0.24,0.19,0.2,0.2
6546,0.24,0.22,0.195,0.195
6547,0.24,0.22,0.335,0.195
6548,0.24,0.195,0.2,0.215
6549,0.24,0.255,0.2,0.205
6550,0.24,0.195,0.19,0.195
6551,0.24,0.195,0.19,0.2
6552,0.24,0.195,0.215,0.195
6553,0.24,0.215,0.225,0.2
6554,0.24,0.19,0.195,0.205
6555,0.24,0.185,0.235,0.215
6556,0.24,0.185,0.2,0.195
6557,0.24,0.195,0.2,0.21
6558,0.24,0.21,0.2,0.22
6559,0.24,0.195,0.195,0.19
6560,0.24,0.2,0.2,0.21
6561,0.24,0.205,0.2,0.195
6562,0.24,0.195,0.19,0.19
6563,0.24,0.22,0.19,0.22
6564,0.24,0.19,0.2,0.22
6565,0.24,0.19,0.195,0.2
6566,0.24,0.19,0.2,0.195
6567,0.24,0.205,0.205,0.195
6568,0.24,0.205,0.22,0.21
6569,0.24,0.185,0.195,0.22
6570,0.24,0.21,0.205,0.2
6571,0.24,0.21,0.2,0.2
6572,0.24,0.2,0.22,0.195
6573,0.24,0.19,0.21,0.19
6574,0.24,0.195,0.19,0.21
6575,0.34,0.185,0.205,0.2
6576,0.24,0.19,0.225,0.195
6577,0.24,0.195,0.195,0.195
6578,0.24,0.195,0.205,0.19
6579,0.24,0.2,0.23,0.195
6580,0.24,0.195,0.2,0.225
6581,0.24,0.2,0.205,0.19
6582,0.24,0.19,0.2,0.21
6583,0.24,0.19,0.21,0.195
6584,0.24,0.19,0.195,0.25
6585,0.24,0.225,0.19,0.195
6586,0.24,0.195,0.195,0.2
6587,0.24,0.19,0.195,0.21
6588,0.24,0.195,0.205,0.2
6589,0.24,0.195,0.2,0.22
6590,0.29,0.215,0.23,0.195
6591,0.24,0.195,0.195,0.195
6592,0.24,0.19,0.22,0.21
6593,0.24,0.2,0.205,0.205
6594,0.24,0.19,0.2,0.205
6595,0.24,0.195,0.21,0.19
6596,0.24,0.22,0.195,0.19
6597,0.24,0.195,0.21,0.2
6598,0.24,0.19,0.2,0.215
6599,0.24,0.19,0.19,0.195
6600,0.27,0.2,0.245,0.195
6601,0.24,0.225,0.205,0.21
6602,0.24,0.205,0.265,0.21
6603,0.24,0.195,0.21,0.195
6604,0.24,0.185,0.2,0.205
6605,0.24,0.185,0.2,0.2
6606,0.24,0.2,0.19,0.195
6607,0.24,0.195,0.195,0.22
6608,0.25,0.21,0.22,0.2
6609,0.24,0.195,0.21,0.195
6610,0.24,0.205,0.2,0.2
6611,0.24,0.21,0.195,0.195
6612,0.24,0.22,0.195,0.195
6613,0.24,0.195,0.205,0.21
6614,0.24,0.19,0.2,0.195
6615,0.24,0.21,0.205,0.195
6616,0.24,0.215,0.185,0.195
6617,0.24,0.205,0.195,0.22
6618,0.24,0.195,0.195,0.2
6619,0.24,0.195,0.2,0.205
6620,0.24,0.195,0.215,0.195
6621,0.24,0.22,0.18,0.2
6622,0.24,0.19,0.195,0.19
6623,0.24,0.23,0.195,0.205
6624,0.24,0.19,0.215,0.21
6625,0.365,0.185,0.21,0.24
6626,0.24,0.2,0.195,0.21
6627,0.24,0.195,0.235,0.195
6628,0.24,0.195,0.215,0.205
6629,0.24,0.215,0.2,0.22
6630,0.24,0.195,0.225,0.205
6631,0.24,0.195,0.225,0.215
6632,0.24,0.21,0.19,0.195
6633,0.24,0.2,0.19,0.195
6634,0.24,0.19,0.2,0.2
6635,0.24,0.19,0.215,0.21
6636,0.24,0.195,0.195,0.28
6637,0.24,0.21,0.195,0.205
6638,0.24,0.21,0.21,0.215
6639,0.24,0.195,0.19,0.195
6640,0.25,0.195,0.275,0.205
6641,0.24,0.2,0.19,0.19
6642,0.24,0.2,0.215,0.19
6643,0.24,0.185,0.205,0.23
6644,0.24,0.205,0.2,0.2
6645,0.24,0.2,0.185,0.2
6646,0.24,0.2,0.2,0.205
6647,0.24,0.195,0.205,0.19
6648,0.24,0.19,0.19,0.19
6649,0.24,0.21,0.2,0.21
6650,0.24,0.195,0.215,0.2
6651,0.24,0.2,0.215,0.195
6652,0.24,0.205,0.19,0.2
6653,0.24,0.195,0.195,0.205
6654,0.24,0.2,0.21,0.225
6655,0.24,0.2,0.2,0.19
6656,0.24,0.19,0.19,0.25
6657,0.24,0.22,0.195,0.2
6658,0.24,0.185,0.195,0.205
6659,0.24,0.195,0.205,0.2
6660,0.24,0.195,0.215,0.2
6661,0.24,0.195,0.215,0.19
6662,0.24,0.24,0.2,0.2
6663,0.26,0.205,0.2,0.2
6664,0.24,0.185,0.195,0.215
6665,0.24,0.2,0.195,0.195
6666,0.24,0.22,0.205,0.205
6667,0.24,0.195,0.215,0.235
6668,0.24,0.195,0.195,0.205
6669,0.24,0.205,0.185,0.2
6670,0.24,0.19,0.215,0.2
6671,0.24,0.185,0.2,0.225
6672,0.24,0.22,0.195,0.19
6673,0.24,0.22,0.205,0.195
6674,0.24,0.215,0.19,0.195
6675,0.24,0.225,0.185,0.2
6676,0.24,0.195,0.19,0.2
6677,0.24,0.195,0.195,0.195
6678,0.24,0.21,0.2,0.19
6679,0.24,0.195,0.2,0.19
6680,0.24,0.195,0.2,0.195
6681,0.24,0.19,0.2,0.2
6682,0.24,0.195,0.21,0.205
6683,0.24,0.195,0.2,0.19
6684,0.24,0.19,0.19,0.2
6685,0.24,0.195,0.19,0.205
6686,0.24,0.19,0.195,0.22
6687,0.24,0.195,0.205,0.2
6688,0.24,0.2,0.19,0.195
6689,0.24,0.21,0.2,0.195
6690,0.24,0.21,0.205,0.285
6691,0.24,0.21,0.195,0.205
6692,0.24,0.2,0.185,0.195
6693,0.24,0.195,0.2,0.2
6694,0.24,0.2,0.185,0.22
6695,0.24,0.185,0.19,0.195
6696,0.24,0.2,0.2,0.205
6697,0.24,0.2,0.2,0.19
6698,0.24,0.2,0.195,0.195
6699,0.24,0.195,0.215,0.205
6700,0.24,0.22,0.26,0.195
6701,0.24,0.2,0.19,0.195
6702,0.24,0.2,0.22,0.195
6703,0.24,0.195,0.195,0.195
6704,0.24,0.195,0.195,0.215
6705,0.24,0.185,0.205,0.195
6706,0.24,0.22,0.225,0.205
6707,0.24,0.23,0.205,0.2
6708,0.24,0.195,0.19,0.19
6709,0.24,0.195,0.2,0.205
6710,0.24,0.185,0.185,0.195
6711,0.24,0.195,0.2,0.195
6712,0.24,0.19,0.195,0.195
6713,0.24,0.19,0.19,0.245
6714,0.24,0.195,0.2,0.205
6715,0.245,0.205,0.19,0.19
6716,0.24,0.195,0.185,0.195
6717,0.24,0.195,0.2,0.195
6718,0.24,0.195,0.185,0.19
6719,0.24,0.215,0.21,0.195
6720,0.24,0.185,0.195,0.19
6721,0.24,0.19,0.215,0.195
6722,0.24,0.21,0.2,0.2
6723,0.24,0.205,0.315,0.21
6724,0.24,0.19,0.2,0.19
6725,0.24,0.205,0.2,0.19
6726,0.24,0.2,0.195,0.195
6727,0.24,0.195,0.195,0.195
6728,0.24,0.21,0.195,0.195
6729,0.24,0.195,0.205,0.195
6730,0.24,0.19,0.21,0.23
6731,0.24,0.21,0.19,0.195
6732,0.24,0.255,0.195,0.19
6733,0.24,0.19,0.215,0.195
6734,0.24,0.2,0.19,0.21
6735,0.24,0.195,0.19,0.235
6736,0.24,0.2,0.22,0.19
6737,0.24,0.2,0.215,0.205
6738,0.24,0.225,0.195,0.205
6739,0.24,0.195,0.215,0.195
6740,0.24,0.19,0.19,0.2
6741,0.24,0.195,0.21,0.19
6742,0.24,0.2,0.225,0.195
6743,0.24,0.195,0.28,0.21
6744,0.24,0.195,0.2,0.195
6745,0.24,0.205,0.19,0.195
6746,0.24,0.2,0.19,0.2
6747,0.24,0.195,0.195,0.195
6748,0.24,0.22,0.19,0.2
6749,0.24,0.19,0.19,0.2
6750,0.24,0.205,0.195,0.2
6751,0.24,0.21,0.2,0.205
6752,0.24,0.195,0.19,0.25
6753,0.24,0.195,0.195,0.19
6754,0.24,0.195,0.22,0.195
6755,0.24,0.21,0.195,0.2
6756,0.24,0.195,0.2,0.21
6757,0.24,0.205,0.19,0.19
6758,0.24,0.2,0.21,0.195
6759,0.24,0.195,0.22,0.21
6760,0.24,0.195,0.195,0.2
6761,0.24,0.2,0.2,0.195
6762,0.24,0.205,0.21,0.195
6763,0.24,0.2,0.2,0.195
6764,0.24,0.195,0.2,0.2
6765,0.24,0.21,0.19,0.195
6766,0.24,0.195,0.2,0.2
6767,0.24,0.19,0.195,0.25
6768,0.24,0.195,0.235,0.2
6769,0.24,0.205,0.19,0.24
6770,0.24,0.195,0.235,0.2
6771,0.24,0.195,0.195,0.215
6772,0.24,0.195,0.2,0.195
6773,0.24,0.185,0.195,0.2
6774,0.24,0.205,0.255,0.2
6775,0.24,0.205,0.19,0.205
6776,0.24,0.2,0.19,0.21
6777,0.24,0.205,0.19,0.205
6778,0.24,0.19,0.2,0.195
6779,0.24,0.195,0.215,0.21
6780,0.24,0.205,0.22,0.195
6781,0.24,0.2,0.185,0.195
6782,0.24,0.195,0.3,0.185
6783,0.24,0.22,0.2,0.195
6784,0.24,0.205,0.2,0.21
6785,0.24,0.195,0.205,0.19
6786,0.24,0.195,0.19,0.2
6787,0.24,0.2,0.23,0.195
6788,0.24,0.21,0.2,0.195
6789,0.24,0.205,0.21,0.2
6790,0.24,0.2,0.19,0.19
6791,0.24,0.19,0.21,0.195
6792,0.24,0.195,0.23,0.19
6793,0.24,0.2,0.19,0.265
6794,0.24,0.215,0.205,0.205
6795,0.24,0.22,0.19,0.19
6796,0.24,0.205,0.185,0.205
6797,0.24,0.27,0.21,0.195
6798,0.24,0.2,0.205,0.2
6799,0.24,0.205,0.19,0.195
6800,0.24,0.215,0.185,0.23
6801,0.24,0.19,0.195,0.2
6802,0.24,0.185,0.2,0.255
6803,0.24,0.195,0.19,0.205
6804,0.24,0.205,0.195,0.205
6805,0.24,0.215,0.195,0.195
6806,0.24,0.2,0.195,0.235
6807,0.24,0.21,0.19,0.245
6808,0.24,0.19,0.19,0.19
6809,0.24,0.19,0.205,0.23
6810,0.24,0.195,0.195,0.195
6811,0.24,0.215,0.19,0.195
6812,0.24,0.19,0.2,0.21
6813,0.24,0.215,0.185,0.23
6814,0.24,0.225,0.2,0.195
6815,0.24,0.195,0.19,0.195
6816,0.24,0.195,0.2,0.2
6817,0.24,0.195,0.195,0.195
6818,0.24,0.185,0.195,0.195
6819,0.24,0.195,0.19,0.195
6820,0.24,0.195,0.2,0.225
6821,0.24,0.195,0.21,0.195
6822,0.24,0.2,0.19,0.19
6823,0.24,0.2,0.2,0.195
6824,0.24,0.185,0.215,0.23
6825,0.24,0.195,0.19,0.195
6826,0.24,0.195,0.195,0.195
6827,0.24,0.195,0.195,0.195
6828,0.24,0.185,0.2,0.2
6829,0.24,0.195,0.215,0.19
6830,0.24,0.225,0.19,0.195
6831,0.24,0.21,0.205,0.205
6832,0.24,0.215,0.195,0.195
6833,0.24,0.205,0.195,0.2
6834,0.24,0.195,0.205,0.195
6835,0.24,0.19,0.2,0.205
6836,0.24,0.195,0.205,0.19
6837,0.24,0.205,0.19,0.21
6838,0.24,0.2,0.195,0.2
6839,0.24,0.205,0.195,0.195
6840,0.24,0.2,0.25,0.22
6841,0.24,0.195,0.23,0.2
6842,0.24,0.225,0.19,0.215
6843,0.24,0.195,0.195,0.195
6844,0.28,0.2,0.2,0.19
6845,0.24,0.25,0.21,0.21
6846,0.24,0.19,0.19,0.235
6847,0.24,0.24,0.19,0.205
6848,0.24,0.205,0.19,0.205
6849,0.24,0.195,0.2,0.225
6850,0.24,0.19,0.19,0.225
6851,0.24,0.195,0.2,0.205
6852,0.24,0.195,0.235,0.19
6853,0.24,0.205,0.195,0.195
6854,0.24,0.205,0.22,0.2
6855,0.24,0.195,0.19,0.2
6856,0.24,0.2,0.19,0.19
6857,0.24,0.195,0.195,0.195
6858,0.24,0.22,0.19,0.195
6859,0.24,0.19,0.185,0.195
6860,0.24,0.19,0.195,0.195
6861,0.24,0.23,0.195,0.21
6862,0.24,0.185,0.19,0.185
6863,0.24,0.205,0.19,0.19
6864,0.24,0.205,0.195,0.195
6865,0.24,0.195,0.215,0.195
6866,0.24,0.195,0.245,0.205
6867,0.24,0.195,0.19,0.2
6868,0.25,0.19,0.195,0.195
6869,0.24,0.21,0.205,0.22
6870,0.24,0.2,0.215,0.195
6871,0.24,0.2,0.19,0.21
6872,0.25,0.205,0.19,0.2
6873,0.24,0.205,0.195,0.23
6874,0.24,0.205,0.195,0.19
6875,0.24,0.205,0.205,0.19
6876,0.24,0.185,0.19,0.2
6877,0.24,0.195,0.195,0.205
6878,0.24,0.2,0.19,0.19
6879,0.24,0.235,0.195,0.195
6880,0.24,0.195,0.2,0.195
6881,0.24,0.23,0.195,0.195
6882,0.27,0.215,0.19,0.195
6883,0.31,0.2,0.19,0.21
6884,0.24,0.195,0.19,0.195
6885,0.24,0.195,0.19,0.2
6886,0.24,0.195,0.19,0.2
6887,0.24,0.19,0.195,0.195
6888,0.24,0.195,0.19,0.22
6889,0.24,0.205,0.2,0.195
6890,0.24,0.23,0.205,0.2
6891,0.24,0.2,0.2,0.195
6892,0.24,0.2,0.195,0.2
6893,0.24,0.21,0.205,0.205
6894,0.24,0.2,0.2,0.19
6895,0.24,0.2,0.195,0.195
6896,0.24,0.19,0.19,0.22
6897,0.24,0.195,0.21,0.2
6898,0.24,0.2,0.195,0.19
6899,0.24,0.195,0.225,0.19
6900,0.24,0.19,0.19,0.215
6901,0.24,0.195,0.195,0.2
6902,0.24,0.19,0.185,0.195
6903,0.255,0.205,0.19,0.225
6904,0.24,0.2,0.195,0.205
6905,0.24,0.23,0.21,0.195
6906,0.24,0.21,0.21,0.19
6907,0.24,0.195,0.2,0.2
6908,0.24,0.19,0.2,0.2
6909,0.24,0.19,0.235,0.19
6910,0.24,0.23,0.19,0.195
6911,0.24,0.225,0.195,0.2
6912,0.24,0.19,0.195,0.205
6913,0.25,0.215,0.195,0.28
6914,0.24,0.265,0.26,0.215
6915,0.24,0.205,0.22,0.21
6916,0.24,0.195,0.195,0.21
6917,0.24,0.195,0.225,0.205
6918,0.24,0.195,0.195,0.195
6919,0.24,0.2,0.195,0.21
6920,0.24,0.195,0.225,0.195
6921,0.24,0.195,0.2,0.195
6922,0.26,0.195,0.205,0.21
6923,0.245,0.21,0.195,0.205
6924,0.245,0.215,0.19,0.22
6925,0.24,0.215,0.19,0.205
6926,0.24,0.2,0.19,0.215
6927,0.27,0.225,0.215,0.205
6928,0.24,0.21,0.19,0.21
6929,0.24,0.19,0.235,0.2
6930,0.24,0.19,0.19,0.21
6931,0.24,0.195,0.2,0.195
6932,0.24,0.195,0.205,0.19
6933,0.24,0.195,0.23,0.225
6934,0.24,0.195,0.215,0.23
6935,0.24,0.215,0.21,0.19
6936,0.24,0.22,0.195,0.19
6937,0.25,0.2,0.195,0.21
6938,0.24,0.2,0.185,0.205
6939,0.24,0.2,0.215,0.195
6940,0.24,0.205,0.195,0.245
6941,0.24,0.19,0.195,0.215
6942,0.24,0.21,0.19,0.195
6943,0.24,0.195,0.19,0.225
6944,0.24,0.21,0.21,0.225
6945,0.24,0.19,0.195,0.24
6946,0.24,0.21,0.2,0.195
6947,0.24,0.195,0.205,0.2
6948,0.24,0.215,0.2,0.205
6949,0.24,0.205,0.19,0.195
6950,0.24,0.195,0.195,0.2
6951,0.24,0.19,0.19,0.2
6952,0.24,0.195,0.205,0.19
6953,0.24,0.2,0.195,0.2
6954,0.24,0.195,0.195,0.195
6955,0.24,0.21,0.2,0.19
6956,0.24,0.2,0.195,0.19
6957,0.24,0.21,0.205,0.205
6958,0.24,0.21,0.195,0.2
6959,0.24,0.2,0.2,0.195
6960,0.24,0.215,0.195,0.21
6961,0.24,0.195,0.22,0.195
6962,0.24,0.195,0.19,0.2
6963,0.24,0.19,0.195,0.195
6964,0.24,0.205,0.2,0.195
6965,0.24,0.195,0.22,0.195
6966,0.24,0.195,0.205,0.2
6967,0.24,0.26,0.225,0.195
6968,0.24,0.19,0.19,0.195
6969,0.24,0.195,0.195,0.2
6970,0.24,0.2,0.19,0.205
6971,0.24,0.195,0.185,0.205
6972,0.24,0.19,0.2,0.25
6973,0.24,0.195,0.195,0.25
6974,0.24,0.2,0.19,0.205
6975,0.24,0.2,0.195,0.185
6976,0.24,0.205,0.2,0.185
6977,0.24,0.22,0.21,0.2
6978,0.24,0.21,0.195,0.21
6979,0.24,0.21,0.195,0.205
6980,0.24,0.195,0.195,0.19
6981,0.24,0.185,0.195,0.205
6982,0.24,0.195,0.205,0.21
6983,0.24,0.205,0.19,0.21
6984,0.24,0.19,0.2,0.215
6985,0.24,0.195,0.225,0.2
6986,0.24,0.2,0.185,0.22
6987,0.24,0.19,0.195,0.21
6988,0.24,0.21,0.19,0.195
6989,0.24,0.205,0.195,0.2
6990,0.24,0.195,0.215,0.195
6991,0.24,0.21,0.195,0.195
6992,0.24,0.19,0.2,0.215
6993,0.24,0.225,0.19,0.195
6994,0.24,0.215,0.19,0.2
6995,0.24,0.2,0.195,0.195
6996,0.24,0.19,0.2,0.195
6997,0.24,0.195,0.19,0.24
6998,0.24,0.3,0.23,0.195
6999,0.24,0.195,0.185,0.2
7000,0.24,0.22,0.21,0.21
7001,0.24,0.21,0.2,0.215
7002,0.24,0.195,0.19,0.2
7003,0.24,0.195,0.195,0.19
7004,0.24,0.195,0.19,0.195
7005,0.24,0.2,0.2,0.19
7006,0.24,0.2,0.195,0.205
7007,0.25,0.21,0.2,0.205
7008,0.24,0.195,0.21,0.23
7009,0.24,0.215,0.2,0.195
7010,0.24,0.2,0.2,0.205
7011,0.24,0.2,0.2,0.21
7012,0.24,0.195,0.205,0.195
7013,0.24,0.195,0.205,0.2
7014,0.24,0.2,0.195,0.195
7015,0.24,0.21,0.195,0.19
7016,0.24,0.195,0.215,0.19
7017,0.24,0.195,0.215,0.205
7018,0.24,0.21,0.195,0.195
7019,0.24,0.185,0.21,0.195
7020,0.24,0.215,0.19,0.2
7021,0.24,0.195,0.205,0.195
7022,0.24,0.195,0.2,0.195
7023,0.24,0.205,0.22,0.2
7024,0.24,0.19,0.195,0.225
7025,0.24,0.23,0.185,0.23
7026,0.24,0.19,0.195,0.21
7027,0.24,0.195,0.195,0.2
7028,0.24,0.21,0.195,0.2
7029,0.25,0.2,0.195,0.195
7030,0.24,0.205,0.25,0.2
7031,0.24,0.195,0.195,0.19
7032,0.24,0.21,0.21,0.205
7033,0.24,0.21,0.19,0.21
7034,0.24,0.2,0.215,0.2
7035,0.24,0.215,0.19,0.19
7036,0.24,0.21,0.19,0.195
7037,0.24,0.22,0.195,0.19
7038,0.24,0.205,0.2,0.2
7039,0.24,0.195,0.195,0.195
7040,0.24,0.195,0.2,0.26
7041,0.24,0.19,0.215,0.21
7042,0.24,0.225,0.19,0.215
7043,0.24,0.195,0.235,0.225
7044,0.24,0.185,0.185,0.195
7045,0.24,0.22,0.195,0.23
7046,0.24,0.19,0.205,0.195
7047,0.24,0.225,0.225,0.22
7048,0.24,0.185,0.22,0.2
7049,0.24,0.205,0.185,0.2
7050,0.24,0.19,0.19,0.205
7051,0.24,0.185,0.2,0.195
7052,0.255,0.195,0.2,0.205
7053,0.24,0.195,0.2,0.19
7054,0.24,0.185,0.215,0.19
7055,0.24,0.245,0.185,0.2
7056,0.24,0.24,0.225,0.205
7057,0.24,0.2,0.21,0.2
7058,0.24,0.195,0.195,0.21
