,F01,F02,F03,F04
774,0.245,0.22,0.225,0.205
775,0.24,0.21,0.185,0.195
776,0.24,0.205,0.215,0.25
777,0.24,0.21,0.21,0.21
778,0.24,0.21,0.21,0.19
779,0.24,0.225,0.19,0.2
780,0.24,0.195,0.21,0.21
781,0.24,0.2,0.215,0.195
782,0.24,0.195,0.195,0.25
783,0.24,0.205,0.215,0.195
784,0.24,0.2,0.195,0.2
785,0.24,0.19,0.2,0.2
786,0.24,0.2,0.205,0.195
787,0.24,0.195,0.195,0.19
788,0.24,0.19,0.19,0.19
789,0.24,0.235,0.235,0.205
790,0.24,0.19,0.195,0.25
791,0.24,0.195,0.2,0.2
792,0.24,0.23,0.195,0.19
793,0.24,0.195,0.2,0.195
794,0.24,0.2,0.2,0.21
795,0.24,0.2,0.215,0.195
796,0.24,0.21,0.22,0.2
797,0.24,0.215,0.215,0.195
798,0.24,0.185,0.195,0.205
799,0.24,0.21,0.195,0.225
800,0.24,0.2,0.2,0.2
801,0.24,0.195,0.22,0.195
802,0.24,0.2,0.2,0.2
803,0.24,0.19,0.205,0.19
804,0.24,0.205,0.205,0.2
805,0.24,0.195,0.205,0.21
806,0.24,0.2,0.2,0.21
807,0.245,0.205,0.2,0.21
808,0.24,0.2,0.2,0.205
809,0.24,0.23,0.21,0.205
810,0.24,0.2,0.195,0.2
811,0.24,0.195,0.195,0.195
812,0.24,0.225,0.205,0.215
813,0.24,0.21,0.195,0.2
814,0.24,0.195,0.23,0.21
815,0.24,0.195,0.215,0.2
816,0.24,0.25,0.235,0.23
817,0.24,0.22,0.225,0.215
818,0.24,0.205,0.21,0.205
819,0.24,0.205,0.2,0.235
820,0.24,0.23,0.19,0.195
821,0.24,0.215,0.2,0.21
822,0.24,0.21,0.2,0.215
823,0.24,0.2,0.2,0.2
824,0.24,0.195,0.21,0.2
825,0.24,0.2,0.245,0.19
826,0.24,0.21,0.215,0.205
827,0.24,0.2,0.19,0.2
828,0.24,0.205,0.19,0.22
829,0.24,0.215,0.19,0.2
830,0.24,0.19,0.19,0.235
831,0.24,0.195,0.205,0.2
832,0.24,0.195,0.2,0.2
833,0.24,0.195,0.2,0.205
834,0.24,0.2,0.26,0.205
835,0.24,0.195,0.225,0.195
836,0.24,0.24,0.24,0.195
837,0.24,0.2,0.23,0.195
838,0.24,0.195,0.195,0.225
839,0.24,0.225,0.205,0.195
840,0.24,0.19,0.19,0.195
841,0.24,0.21,0.215,0.195
842,0.24,0.195,0.19,0.2
843,0.24,0.2,0.2,0.2
844,0.24,0.2,0.195,0.21
845,0.24,0.19,0.2,0.205
846,0.24,0.2,0.195,0.2
847,0.24,0.21,0.195,0.22
848,0.24,0.205,0.25,0.25
849,0.24,0.205,0.21,0.2
850,0.24,0.3,0.195,0.21
851,0.24,0.2,0.195,0.23
852,0.24,0.195,0.205,0.21
853,0.24,0.195,0.21,0.23
854,0.24,0.195,0.195,0.2
855,0.24,0.195,0.19,0.2
856,0.24,0.195,0.19,0.2
857,0.24,0.195,0.195,0.2
858,0.275,0.2,0.205,0.195
859,0.24,0.2,0.19,0.195
860,0.24,0.21,0.21,0.195
861,0.24,0.255,0.185,0.19
862,0.24,0.195,0.195,0.195
863,0.24,0.195,0.195,0.195
864,0.24,0.2,0.21,0.195
865,0.24,0.19,0.195,0.19
866,0.24,0.19,0.19,0.22
867,0.24,0.205,0.21,0.195
868,0.24,0.215,0.26,0.205
869,0.24,0.19,0.2,0.2
870,0.24,0.205,0.205,0.22
871,0.24,0.205,0.205,0.205
872,0.24,0.2,0.2,0.205
873,0.24,0.21,0.195,0.195
874,0.24,0.195,0.2,0.205
875,0.24,0.2,0.2,0.2
876,0.24,0.195,0.205,0.195
877,0.24,0.19,0.205,0.2
878,0.24,0.205,0.2,0.205
879,0.24,0.21,0.28,0.22
880,0.24,0.22,0.23,0.265
881,0.24,0.2,0.195,0.195
882,0.24,0.2,0.2,0.205
883,0.24,0.19,0.2,0.2
884,0.24,0.27,0.2,0.2
885,0.24,0.195,0.205,0.2
886,0.24,0.195,0.2,0.25
887,0.24,0.205,0.2,0.195
888,0.24,0.215,0.19,0.205
889,0.24,0.195,0.2,0.22
890,0.24,0.25,0.19,0.26
891,0.24,0.2,0.2,0.195
892,0.24,0.195,0.195,0.24
893,0.24,0.195,0.2,0.225
894,0.24,0.19,0.2,0.21
895,0.24,0.21,0.2,0.195
896,0.24,0.2,0.225,0.21
897,0.255,0.21,0.21,0.195
898,0.24,0.22,0.205,0.225
899,0.24,0.19,0.205,0.19
900,0.24,0.2,0.205,0.2
901,0.24,0.225,0.235,0.195
902,0.24,0.2,0.195,0.215
903,0.24,0.21,0.195,0.2
904,0.24,0.225,0.2,0.2
905,0.24,0.205,0.235,0.2
906,0.24,0.2,0.205,0.19
907,0.24,0.2,0.2,0.2
908,0.24,0.195,0.245,0.195
909,0.24,0.195,0.195,0.225
910,0.24,0.19,0.22,0.2
911,0.24,0.205,0.21,0.195
912,0.24,0.19,0.265,0.2
913,0.255,0.215,0.2,0.225
914,0.24,0.195,0.2,0.225
915,0.24,0.22,0.195,0.21
916,0.24,0.195,0.195,0.2
917,0.255,0.195,0.21,0.225
918,0.24,0.23,0.2,0.2
919,0.24,0.205,0.195,0.205
920,0.24,0.24,0.2,0.195
921,0.24,0.205,0.19,0.2
922,0.24,0.195,0.205,0.21
923,0.24,0.195,0.225,0.22
924,0.24,0.21,0.2,0.21
925,0.24,0.2,0.195,0.2
926,0.24,0.205,0.205,0.205
927,0.24,0.205,0.22,0.2
928,0.24,0.195,0.2,0.21
929,0.24,0.2,0.195,0.195
930,0.24,0.195,0.2,0.19
931,0.24,0.2,0.21,0.24
932,0.24,0.19,0.24,0.205
933,0.24,0.19,0.2,0.205
934,0.24,0.24,0.195,0.21
935,0.275,0.195,0.2,0.215
936,0.24,0.215,0.19,0.2
937,0.24,0.19,0.215,0.195
938,0.24,0.215,0.21,0.225
939,0.255,0.24,0.215,0.205
940,0.24,0.215,0.21,0.195
941,0.24,0.19,0.21,0.195
942,0.24,0.205,0.195,0.215
943,0.24,0.22,0.205,0.205
944,0.24,0.185,0.21,0.225
945,0.24,0.215,0.21,0.22
946,0.24,0.205,0.2,0.23
947,0.24,0.195,0.19,0.195
948,0.24,0.21,0.2,0.21
949,0.24,0.195,0.215,0.21
950,0.24,0.22,0.21,0.21
951,0.24,0.21,0.2,0.21
952,0.24,0.19,0.185,0.2
953,0.24,0.26,0.195,0.205
954,0.25,0.25,0.2,0.21
955,0.24,0.2,0.22,0.2
956,0.24,0.215,0.21,0.205
957,0.24,0.195,0.185,0.215
958,0.24,0.195,0.23,0.21
959,0.24,0.2,0.2,0.225
960,0.24,0.205,0.23,0.225
961,0.24,0.205,0.195,0.245
962,0.24,0.205,0.2,0.205
963,0.24,0.215,0.2,0.2
964,0.24,0.23,0.2,0.21
965,0.24,0.195,0.225,0.235
966,0.24,0.195,0.205,0.225
967,0.24,0.21,0.195,0.2
968,0.24,0.205,0.2,0.195
969,0.24,0.195,0.2,0.205
970,0.24,0.205,0.195,0.19
971,0.24,0.195,0.29,0.205
972,0.24,0.23,0.195,0.205
973,0.24,0.195,0.19,0.205
974,0.24,0.195,0.19,0.205
975,0.24,0.195,0.2,0.19
976,0.24,0.2,0.2,0.195
977,0.24,0.19,0.22,0.205
978,0.24,0.205,0.2,0.2
979,0.24,0.2,0.195,0.2
980,0.24,0.2,0.19,0.205
981,0.24,0.22,0.22,0.2
982,0.24,0.195,0.215,0.205
983,0.24,0.23,0.2,0.205
984,0.24,0.215,0.205,0.195
985,0.24,0.21,0.195,0.22
986,0.24,0.185,0.19,0.2
987,0.24,0.19,0.21,0.21
988,0.24,0.205,0.19,0.22
989,0.24,0.21,0.21,0.2
990,0.24,0.2,0.195,0.2
991,0.24,0.22,0.21,0.195
992,0.24,0.195,0.195,0.22
993,0.24,0.21,0.2,0.195
994,0.24,0.19,0.245,0.195
995,0.24,0.185,0.205,0.195
996,0.24,0.22,0.19,0.2
997,0.24,0.195,0.24,0.2
998,0.24,0.205,0.195,0.205
999,0.24,0.205,0.2,0.2
1000,0.24,0.225,0.195,0.2
1001,0.24,0.205,0.2,0.295
1002,0.24,0.235,0.255,0.25
1003,0.24,0.23,0.25,0.215
1004,0.24,0.23,0.195,0.21
1005,0.24,0.2,0.205,0.215
1006,0.24,0.195,0.2,0.19
1007,0.24,0.185,0.205,0.205
1008,0.24,0.22,0.205,0.23
1009,0.24,0.225,0.19,0.21
1010,0.24,0.21,0.205,0.21
1011,0.24,0.195,0.22,0.2
1012,0.24,0.195,0.21,0.195
1013,0.24,0.19,0.205,0.195
1014,0.24,0.2,0.22,0.195
1015,0.24,0.195,0.2,0.285
1016,0.24,0.195,0.205,0.205
1017,0.24,0.2,0.21,0.21
1018,0.24,0.205,0.205,0.255
1019,0.24,0.235,0.215,0.195
1020,0.24,0.19,0.24,0.215
1021,0.24,0.275,0.2,0.205
1022,0.24,0.205,0.21,0.225
1023,0.24,0.195,0.19,0.215
1024,0.24,0.19,0.19,0.22
1025,0.24,0.195,0.2,0.22
1026,0.24,0.215,0.195,0.2
1027,0.24,0.2,0.22,0.22
1028,0.24,0.19,0.195,0.2
1029,0.24,0.205,0.2,0.215
1030,0.24,0.195,0.195,0.215
1031,0.24,0.235,0.21,0.225
1032,0.24,0.2,0.2,0.205
1033,0.24,0.2,0.215,0.2
1034,0.24,0.205,0.21,0.205
1035,0.24,0.195,0.19,0.2
1036,0.24,0.2,0.195,0.195
1037,0.24,0.195,0.19,0.195
1038,0.24,0.21,0.235,0.2
1039,0.24,0.195,0.195,0.27
1040,0.24,0.195,0.235,0.2
1041,0.24,0.195,0.2,0.205
1042,0.24,0.195,0.2,0.215
1043,0.24,0.195,0.21,0.195
1044,0.24,0.22,0.185,0.225
1045,0.24,0.2,0.21,0.195
1046,0.24,0.23,0.205,0.195
1047,0.24,0.235,0.19,0.2
1048,0.24,0.195,0.205,0.2
1049,0.24,0.2,0.185,0.19
1050,0.24,0.205,0.2,0.21
1051,0.24,0.205,0.195,0.195
1052,0.24,0.185,0.195,0.21
1053,0.24,0.2,0.19,0.205
1054,0.24,0.21,0.195,0.195
1055,0.24,0.19,0.195,0.19
1056,0.24,0.205,0.195,0.19
1057,0.24,0.19,0.19,0.225
1058,0.24,0.195,0.195,0.21
1059,0.24,0.22,0.185,0.2
1060,0.24,0.195,0.19,0.2
1061,0.24,0.19,0.255,0.195
1062,0.24,0.195,0.19,0.195
1063,0.24,0.2,0.205,0.195
1064,0.24,0.195,0.28,0.195
1065,0.24,0.19,0.215,0.195
1066,0.24,0.195,0.19,0.2
1067,0.24,0.2,0.21,0.195
1068,0.24,0.205,0.21,0.19
1069,0.24,0.195,0.195,0.19
1070,0.24,0.21,0.205,0.19
1071,0.24,0.185,0.21,0.21
1072,0.24,0.2,0.195,0.2
1073,0.24,0.195,0.22,0.2
1074,0.24,0.195,0.21,0.185
1075,0.24,0.195,0.22,0.195
1076,0.24,0.19,0.21,0.195
1077,0.24,0.2,0.195,0.2
1078,0.24,0.205,0.205,0.2
1079,0.24,0.19,0.195,0.19
1080,0.24,0.195,0.2,0.205
1081,0.24,0.21,0.21,0.235
1082,0.24,0.21,0.21,0.195
1083,0.24,0.195,0.19,0.19
1084,0.24,0.205,0.2,0.195
1085,0.24,0.2,0.2,0.195
1086,0.24,0.215,0.19,0.255
1087,0.24,0.205,0.185,0.2
1088,0.24,0.225,0.2,0.19
1089,0.24,0.2,0.235,0.205
1090,0.24,0.195,0.2,0.195
1091,0.24,0.195,0.185,0.21
1092,0.24,0.2,0.205,0.21
1093,0.24,0.2,0.2,0.205
1094,0.24,0.19,0.19,0.195
1095,0.24,0.195,0.23,0.185
1096,0.24,0.195,0.195,0.195
1097,0.24,0.22,0.205,0.225
1098,0.26,0.195,0.2,0.195
1099,0.24,0.2,0.205,0.195
1100,0.24,0.205,0.195,0.205
1101,0.24,0.195,0.19,0.2
1102,0.24,0.205,0.195,0.195
1103,0.24,0.23,0.19,0.205
1104,0.24,0.205,0.2,0.215
1105,0.24,0.195,0.26,0.22
1106,0.24,0.195,0.195,0.195
1107,0.24,0.205,0.255,0.225
1108,0.24,0.195,0.19,0.19
1109,0.24,0.19,0.2,0.195
1110,0.24,0.195,0.195,0.2
1111,0.24,0.2,0.2,0.2
1112,0.24,0.19,0.2,0.195
1113,0.24,0.205,0.2,0.195
1114,0.24,0.195,0.2,0.19
1115,0.24,0.205,0.195,0.19
1116,0.24,0.195,0.2,0.195
1117,0.24,0.2,0.19,0.2
1118,0.24,0.2,0.19,0.195
1119,0.24,0.19,0.21,0.2
1120,0.24,0.19,0.215,0.19
1121,0.24,0.2,0.205,0.185
1122,0.24,0.205,0.195,0.195
1123,0.24,0.2,0.18,0.2
1124,0.24,0.21,0.19,0.205
1125,0.24,0.195,0.19,0.19
1126,0.24,0.235,0.21,0.22
1127,0.24,0.235,0.2,0.27
1128,0.24,0.215,0.2,0.2
1129,0.24,0.19,0.195,0.245
1130,0.24,0.195,0.19,0.195
1131,0.24,0.23,0.195,0.205
1132,0.24,0.205,0.19,0.19
1133,0.24,0.22,0.195,0.2
1134,0.24,0.195,0.225,0.2
1135,0.24,0.19,0.19,0.195
1136,0.24,0.22,0.205,0.2
1137,0.24,0.235,0.21,0.225
1138,0.24,0.19,0.255,0.195
1139,0.24,0.195,0.195,0.195
1140,0.24,0.2,0.185,0.195
1141,0.24,0.195,0.185,0.19
1142,0.24,0.205,0.2,0.195
1143,0.24,0.2,0.195,0.23
1144,0.24,0.205,0.195,0.195
1145,0.24,0.195,0.205,0.185
1146,0.24,0.2,0.2,0.195
1147,0.24,0.195,0.19,0.195
1148,0.24,0.205,0.195,0.195
1149,0.24,0.195,0.22,0.2
1150,0.24,0.21,0.195,0.21
1151,0.24,0.205,0.185,0.2
1152,0.24,0.2,0.19,0.195
1153,0.24,0.245,0.195,0.2
1154,0.24,0.195,0.19,0.245
1155,0.24,0.195,0.235,0.21
1156,0.24,0.21,0.2,0.2
1157,0.24,0.21,0.205,0.195
1158,0.24,0.2,0.195,0.23
1159,0.24,0.2,0.205,0.205
1160,0.24,0.215,0.205,0.215
1161,0.24,0.215,0.21,0.195
1162,0.24,0.185,0.2,0.19
1163,0.24,0.21,0.205,0.195
1164,0.24,0.195,0.19,0.195
1165,0.24,0.195,0.195,0.19
1166,0.24,0.225,0.245,0.195
1167,0.24,0.2,0.195,0.195
1168,0.24,0.19,0.195,0.19
1169,0.24,0.2,0.2,0.24
1170,0.24,0.19,0.21,0.24
1171,0.24,0.235,0.225,0.195
1172,0.24,0.2,0.215,0.185
1173,0.24,0.195,0.19,0.205
1174,0.24,0.195,0.19,0.195
1175,0.24,0.2,0.195,0.195
1176,0.24,0.235,0.19,0.195
1177,0.24,0.195,0.195,0.19
1178,0.24,0.19,0.19,0.2
1179,0.24,0.195,0.185,0.2
1180,0.24,0.215,0.19,0.195
1181,0.24,0.195,0.185,0.195
1182,0.24,0.22,0.19,0.205
1183,0.24,0.21,0.19,0.2
1184,0.24,0.195,0.21,0.205
1185,0.24,0.21,0.2,0.2
1186,0.24,0.235,0.2,0.195
1187,0.24,0.195,0.205,0.195
1188,0.24,0.195,0.195,0.195
1189,0.24,0.205,0.185,0.2
1190,0.24,0.205,0.205,0.195
1191,0.24,0.22,0.195,0.215
1192,0.24,0.195,0.2,0.2
1193,0.24,0.195,0.2,0.195
1194,0.24,0.21,0.19,0.195
1195,0.24,0.2,0.195,0.19
1196,0.24,0.195,0.195,0.19
1197,0.24,0.195,0.205,0.19
1198,0.24,0.2,0.225,0.205
1199,0.24,0.225,0.195,0.205
1200,0.24,0.22,0.195,0.215
1201,0.24,0.21,0.195,0.205
1202,0.24,0.23,0.19,0.2
1203,0.24,0.195,0.2,0.195
1204,0.24,0.21,0.215,0.19
1205,0.24,0.205,0.21,0.21
1206,0.24,0.195,0.205,0.21
1207,0.24,0.225,0.2,0.19
1208,0.24,0.22,0.19,0.19
1209,0.24,0.19,0.205,0.195
1210,0.24,0.19,0.2,0.21
1211,0.24,0.23,0.2,0.2
1212,0.24,0.205,0.205,0.195
1213,0.24,0.19,0.19,0.195
1214,0.24,0.19,0.19,0.205
1215,0.24,0.215,0.195,0.22
1216,0.24,0.21,0.19,0.2
1217,0.24,0.2,0.19,0.215
1218,0.24,0.19,0.19,0.195
1219,0.24,0.2,0.19,0.22
1220,0.26,0.195,0.185,0.2
1221,0.24,0.205,0.205,0.22
1222,0.24,0.19,0.19,0.19
1223,0.24,0.205,0.195,0.195
1224,0.24,0.195,0.195,0.225
1225,0.24,0.195,0.195,0.195
1226,0.24,0.195,0.205,0.225
1227,0.24,0.2,0.195,0.19
1228,0.24,0.195,0.2,0.205
1229,0.24,0.195,0.195,0.2
1230,0.24,0.19,0.2,0.19
1231,0.24,0.2,0.2,0.195
1232,0.24,0.205,0.23,0.205
1233,0.24,0.235,0.195,0.2
1234,0.24,0.19,0.21,0.21
1235,0.24,0.245,0.195,0.195
1236,0.24,0.195,0.19,0.205
1237,0.24,0.195,0.21,0.215
1238,0.24,0.19,0.195,0.2
1239,0.24,0.22,0.195,0.195
1240,0.24,0.225,0.195,0.195
1241,0.24,0.185,0.195,0.195
1242,0.24,0.185,0.205,0.19
1243,0.24,0.2,0.185,0.195
1244,0.24,0.21,0.195,0.195
1245,0.24,0.205,0.2,0.2
1246,0.24,0.19,0.205,0.2
1247,0.24,0.205,0.235,0.195
1248,0.24,0.205,0.2,0.195
1249,0.24,0.2,0.2,0.21
1250,0.24,0.23,0.225,0.2
1251,0.24,0.195,0.21,0.205
1252,0.24,0.195,0.2,0.2
1253,0.24,0.195,0.19,0.19
1254,0.24,0.2,0.2,0.2
1255,0.24,0.19,0.19,0.235
1256,0.24,0.195,0.19,0.19
1257,0.24,0.185,0.19,0.195
1258,0.24,0.205,0.19,0.19
1259,0.24,0.215,0.19,0.2
1260,0.24,0.19,0.195,0.19
1261,0.24,0.195,0.215,0.19
1262,0.24,0.25,0.2,0.205
1263,0.24,0.21,0.2,0.195
1264,0.24,0.195,0.2,0.21
1265,0.24,0.21,0.19,0.225
1266,0.24,0.235,0.185,0.21
1267,0.24,0.225,0.195,0.21
1268,0.24,0.185,0.205,0.315
1269,0.24,0.195,0.2,0.21
1270,0.24,0.225,0.185,0.185
1271,0.24,0.185,0.2,0.195
1272,0.24,0.195,0.195,0.205
1273,0.24,0.205,0.195,0.225
1274,0.24,0.185,0.21,0.22
1275,0.24,0.205,0.195,0.22
1276,0.24,0.2,0.21,0.195
1277,0.24,0.195,0.19,0.2
1278,0.24,0.205,0.2,0.195
1279,0.24,0.23,0.22,0.21
1280,0.24,0.215,0.2,0.205
1281,0.24,0.215,0.205,0.205
1282,0.24,0.235,0.195,0.215
1283,0.24,0.2,0.24,0.2
1284,0.24,0.22,0.19,0.215
1285,0.24,0.195,0.195,0.21
1286,0.24,0.195,0.24,0.19
1287,0.24,0.215,0.2,0.205
1288,0.24,0.215,0.21,0.2
1289,0.24,0.195,0.2,0.215
1290,0.24,0.195,0.205,0.185
1291,0.24,0.19,0.21,0.205
1292,0.24,0.21,0.19,0.205
1293,0.24,0.195,0.195,0.215
1294,0.24,0.205,0.195,0.225
1295,0.24,0.21,0.195,0.205
1296,0.24,0.205,0.19,0.195
1297,0.24,0.2,0.255,0.195
1298,0.24,0.195,0.2,0.205
1299,0.24,0.21,0.195,0.205
1300,0.24,0.2,0.205,0.225
1301,0.24,0.19,0.21,0.205
1302,0.24,0.205,0.21,0.235
1303,0.24,0.185,0.2,0.185
1304,0.24,0.2,0.195,0.185
1305,0.245,0.22,0.21,0.2
1306,0.24,0.2,0.19,0.19
1307,0.24,0.2,0.195,0.195
1308,0.24,0.195,0.185,0.2
1309,0.24,0.195,0.2,0.195
1310,0.275,0.2,0.215,0.2
1311,0.24,0.21,0.19,0.215
1312,0.24,0.195,0.2,0.205
1313,0.285,0.21,0.195,0.195
1314,0.24,0.205,0.195,0.195
1315,0.24,0.195,0.19,0.205
1316,0.24,0.22,0.2,0.2
1317,0.24,0.195,0.23,0.195
1318,0.24,0.205,0.195,0.23
1319,0.24,0.255,0.21,0.19
1320,0.24,0.2,0.195,0.215
1321,0.24,0.195,0.19,0.2
1322,0.24,0.195,0.19,0.2
1323,0.24,0.195,0.185,0.195
1324,0.24,0.2,0.19,0.2
1325,0.24,0.195,0.2,0.205
1326,0.24,0.215,0.195,0.205
1327,0.24,0.195,0.19,0.195
1328,0.295,0.24,0.2,0.2
1329,0.24,0.2,0.235,0.195
1330,0.24,0.2,0.215,0.195
1331,0.24,0.215,0.22,0.26
1332,0.24,0.195,0.215,0.195
1333,0.24,0.19,0.195,0.205
1334,0.24,0.225,0.195,0.19
1335,0.24,0.2,0.225,0.195
1336,0.24,0.2,0.195,0.19
1337,0.24,0.19,0.21,0.23
1338,0.24,0.195,0.195,0.195
1339,0.24,0.205,0.195,0.22
1340,0.24,0.2,0.2,0.2
1341,0.24,0.19,0.2,0.19
1342,0.24,0.205,0.2,0.2
1343,0.24,0.2,0.195,0.195
1344,0.24,0.2,0.195,0.21
1345,0.24,0.195,0.195,0.2
1346,0.24,0.205,0.195,0.27
1347,0.24,0.195,0.255,0.215
1348,0.24,0.225,0.205,0.2
1349,0.24,0.205,0.19,0.22
1350,0.24,0.195,0.195,0.215
1351,0.24,0.205,0.205,0.195
1352,0.24,0.195,0.195,0.205
1353,0.24,0.195,0.19,0.2
1354,0.24,0.19,0.19,0.2
1355,0.24,0.2,0.2,0.2
1356,0.24,0.2,0.205,0.195
1357,0.24,0.2,0.23,0.3
1358,0.24,0.215,0.215,0.195
1359,0.24,0.19,0.2,0.205
1360,0.24,0.19,0.21,0.2
1361,0.24,0.21,0.215,0.22
1362,0.24,0.195,0.2,0.2
1363,0.24,0.185,0.185,0.2
1364,0.24,0.21,0.2,0.2
1365,0.24,0.19,0.2,0.215
1366,0.24,0.215,0.21,0.2
1367,0.24,0.21,0.21,0.215
1368,0.24,0.195,0.215,0.195
1369,0.24,0.195,0.2,0.2
1370,0.24,0.215,0.205,0.195
1371,0.24,0.21,0.23,0.205
1372,0.24,0.195,0.2,0.195
1373,0.24,0.19,0.195,0.21
1374,0.24,0.225,0.195,0.2
1375,0.24,0.215,0.19,0.195
1376,0.24,0.21,0.195,0.195
1377,0.24,0.205,0.19,0.195
1378,0.24,0.22,0.195,0.205
1379,0.24,0.195,0.195,0.235
1380,0.25,0.195,0.19,0.2
1381,0.24,0.2,0.225,0.2
1382,0.24,0.25,0.22,0.21
1383,0.24,0.195,0.21,0.205
1384,0.24,0.19,0.235,0.225
1385,0.24,0.19,0.205,0.225
1386,0.24,0.195,0.215,0.205
1387,0.24,0.19,0.2,0.21
1388,0.24,0.195,0.19,0.205
1389,0.24,0.195,0.215,0.215
1390,0.24,0.22,0.2,0.225
1391,0.24,0.19,0.2,0.195
1392,0.24,0.205,0.185,0.195
1393,0.24,0.195,0.23,0.205
1394,0.24,0.195,0.205,0.2
1395,0.24,0.205,0.205,0.195
1396,0.24,0.21,0.21,0.195
1397,0.24,0.205,0.19,0.2
1398,0.24,0.195,0.21,0.195
1399,0.24,0.195,0.245,0.195
1400,0.24,0.185,0.205,0.19
1401,0.24,0.22,0.22,0.195
1402,0.24,0.205,0.2,0.215
1403,0.24,0.195,0.2,0.2
1404,0.24,0.19,0.215,0.195
1405,0.24,0.2,0.205,0.205
1406,0.24,0.205,0.215,0.21
1407,0.24,0.205,0.2,0.195
1408,0.24,0.195,0.195,0.2
1409,0.24,0.205,0.19,0.195
1410,0.24,0.195,0.2,0.2
1411,0.24,0.21,0.2,0.195
1412,0.24,0.205,0.195,0.245
1413,0.24,0.195,0.195,0.2
1414,0.24,0.21,0.195,0.205
1415,0.24,0.215,0.19,0.195
1416,0.24,0.2,0.2,0.205
1417,0.24,0.2,0.19,0.195
1418,0.24,0.21,0.21,0.195
1419,0.24,0.23,0.205,0.195
1420,0.24,0.215,0.185,0.23
1421,0.24,0.2,0.19,0.195
1422,0.24,0.205,0.205,0.19
1423,0.24,0.205,0.195,0.22
1424,0.24,0.25,0.19,0.21
1425,0.24,0.195,0.2,0.2
1426,0.24,0.205,0.205,0.205
1427,0.24,0.195,0.22,0.195
1428,0.24,0.195,0.195,0.2
1429,0.24,0.195,0.195,0.2
1430,0.24,0.195,0.195,0.215
1431,0.24,0.195,0.195,0.215
1432,0.24,0.21,0.19,0.235
1433,0.24,0.205,0.195,0.195
1434,0.24,0.19,0.19,0.195
1435,0.24,0.2,0.19,0.205
1436,0.24,0.21,0.215,0.185
1437,0.24,0.225,0.2,0.225
1438,0.24,0.2,0.22,0.205
1439,0.24,0.195,0.2,0.195
1440,0.24,0.19,0.195,0.225
1441,0.24,0.2,0.19,0.205
1442,0.24,0.2,0.195,0.2
1443,0.24,0.2,0.2,0.195
1444,0.24,0.205,0.22,0.19
1445,0.24,0.2,0.195,0.205
1446,0.24,0.195,0.195,0.235
1447,0.24,0.19,0.205,0.185
1448,0.24,0.2,0.195,0.195
1449,0.24,0.195,0.2,0.2
1450,0.24,0.22,0.225,0.205
1451,0.24,0.205,0.195,0.235
1452,0.24,0.195,0.2,0.195
1453,0.24,0.195,0.2,0.22
1454,0.24,0.28,0.205,0.205
1455,0.24,0.235,0.205,0.195
1456,0.24,0.205,0.21,0.205
1457,0.24,0.2,0.2,0.195
1458,0.24,0.205,0.195,0.195
1459,0.255,0.195,0.2,0.2
1460,0.24,0.21,0.205,0.215
1461,0.24,0.215,0.19,0.21
1462,0.24,0.195,0.2,0.19
1463,0.24,0.19,0.2,0.225
1464,0.24,0.205,0.19,0.195
1465,0.24,0.185,0.2,0.2
1466,0.24,0.2,0.195,0.225
1467,0.24,0.22,0.205,0.19
1468,0.24,0.185,0.25,0.195
1469,0.24,0.195,0.26,0.195
1470,0.24,0.21,0.2,0.2
1471,0.24,0.205,0.195,0.235
1472,0.24,0.205,0.2,0.21
1473,0.24,0.205,0.19,0.2
1474,0.24,0.215,0.215,0.205
1475,0.24,0.2,0.19,0.2
1476,0.24,0.195,0.19,0.19
1477,0.24,0.185,0.195,0.19
1478,0.24,0.195,0.2,0.195
1479,0.24,0.21,0.19,0.205
1480,0.24,0.205,0.2,0.205
1481,0.24,0.2,0.21,0.21
1482,0.24,0.19,0.205,0.23
1483,0.24,0.225,0.2,0.22
1484,0.24,0.185,0.24,0.195
1485,0.24,0.205,0.195,0.19
1486,0.24,0.2,0.205,0.2
1487,0.24,0.195,0.205,0.2
1488,0.24,0.265,0.21,0.2
1489,0.24,0.21,0.19,0.21
1490,0.24,0.2,0.2,0.2
1491,0.24,0.2,0.2,0.195
1492,0.24,0.2,0.21,0.205
1493,0.24,0.195,0.2,0.21
1494,0.24,0.195,0.19,0.2
1495,0.24,0.21,0.2,0.2
1496,0.24,0.205,0.205,0.22
1497,0.24,0.2,0.2,0.195
1498,0.24,0.2,0.19,0.21
1499,0.24,0.19,0.2,0.195
1500,0.24,0.195,0.205,0.21
1501,0.24,0.2,0.19,0.205
1502,0.24,0.2,0.22,0.195
1503,0.24,0.185,0.215,0.21
1504,0.24,0.2,0.21,0.205
1505,0.24,0.2,0.205,0.195
1506,0.24,0.2,0.225,0.195
1507,0.24,0.195,0.215,0.27
1508,0.24,0.21,0.205,0.21
1509,0.24,0.195,0.2,0.195
1510,0.24,0.2,0.19,0.225
1511,0.24,0.205,0.2,0.2
1512,0.24,0.195,0.195,0.205
1513,0.24,0.195,0.195,0.195
1514,0.24,0.205,0.215,0.205
1515,0.24,0.195,0.2,0.2
1516,0.24,0.205,0.195,0.19
1517,0.24,0.195,0.2,0.19
1518,0.24,0.21,0.195,0.235
1519,0.24,0.195,0.19,0.195
1520,0.24,0.2,0.2,0.195
1521,0.24,0.21,0.2,0.19
